uid	streams-0-level	tag
10027968	2	bad
10027986	2	bad
10028005	2	bad
10028012	2	bad
10028021	2	bad
10028057	2	bad
10028065	2	bad
10028066	2	good
10028082	2	good
10028091	2	good
10028094	2	bad
10028115	2	good
10028116	2	good
10028147	5	good
10028149	5	bad
10028151	2	good
10028154	2	bad
10028173	2	good
10028178	2	bad
10028183	2	good
10028196	2	good
10028202	2	good
10028203	2	bad
10028214	2	good
10028225	2	good
10028242	2	good
10028262	2	good
10028279	2	good
10028280	2	bad
10028285	5	bad
10028293	2	bad
10028306	5	good
10028314	2	bad
10028331	5	good
10028350	2	good
10028366	2	bad
10028376	2	good
10028402	2	good
10028406	2	bad
10028408	5	good
10028410	2	bad
10028451	2	good
10028485	5	bad
10028492	5	bad
10028515	2	bad
10028516	2	good
10028589	2	good
10028632	2	bad
10028638	2	bad
10028679	2	bad
10028683	2	good
10028686	5	good
10028695	2	bad
10028726	2	bad
10028735	5	bad
10028784	3	bad
10028841	2	good
10028859	2	good
10028881	5	bad
10028896	2	good
10028932	2	bad
10029013	2	good
10029038	5	good
10029060	2	good
10029073	2	bad
10029080	2	bad
10029088	5	good
10029120	2	good
10029123	5	bad
10029128	5	good
10029151	2	good
10029160	2	bad
10029186	2	good
10029188	5	good
10029191	5	good
10029192	2	bad
10029202	2	good
10029204	2	good
10029205	2	good
10029207	2	good
10029208	2	bad
10029209	2	bad
10029210	2	good
10029253	2	good
10029265	2	good
10029266	5	good
10029269	2	good
10029302	2	good
10029324	2	good
10029348	2	bad
10029351	2	good
10029359	2	good
10029365	2	good
10029370	2	good
10029376	2	bad
10029380	5	bad
10029386	2	bad
10029404	2	good
10029413	2	good
10029449	2	good
10029450	5	bad
10029456	2	good
10029478	5	good
10029527	2	good
10029531	5	bad
10029537	2	good
10029545	2	good
10029559	5	good
10029608	2	good
10029610	2	good
10029616	2	good
10029622	2	good
10029628	2	bad
10029663	5	bad
10029665	2	good
10029696	2	good
10029701	2	good
10029756	2	good
10029772	2	good
10029787	2	good
10029816	2	good
10029837	3	bad
10029863	2	good
10029872	2	good
10029877	2	bad
10029881	2	good
10029898	2	bad
10029903	5	good
10029949	6	bad
10029957	2	bad
10029971	2	good
10029973	2	bad
10029988	2	good
10029989	5	good
10029994	5	good
10030024	2	bad
10030034	2	good
10030036	2	bad
10030043	2	good
10030050	2	good
10030071	2	good
10030074	2	bad
10030094	5	good
10030098	2	good
10030131	2	good
10030147	5	bad
10030174	2	good
10030178	5	bad
10030185	2	bad
10030231	2	good
10030262	5	good
10030263	2	good
10030277	2	good
10030285	2	good
10030294	2	bad
10030341	2	bad
10030371	2	good
10030379	2	bad
10030391	3	bad
10030438	2	good
10030442	2	bad
10030449	2	bad
10030463	5	good
10030465	2	good
10030468	5	good
10030481	2	good
10030491	2	bad
10030509	2	good
10030513	2	good
10030515	2	good
10030522	2	good
10030534	2	good
10030553	5	good
10030591	2	bad
10030612	2	bad
10030613	2	bad
10030623	2	good
10030625	2	good
10030653	2	good
10030660	5	good
10030737	2	bad
10030768	2	good
10030772	2	good
10030777	2	good
10030790	2	good
10030803	2	good
10030830	7	bad
10030845	2	good
10030848	2	bad
10030856	2	good
10030859	2	good
10030868	5	good
10030889	5	good
10030890	2	good
10030898	5	good
10030906	2	good
10030917	2	good
10030930	2	good
10030963	2	good
10030972	5	bad
10030985	5	good
10030989	2	good
10031018	2	bad
10031021	2	good
10031054	2	good
10031057	2	good
10031083	3	bad
10031091	2	good
10031121	2	bad
10031138	2	good
10031175	5	good
10031216	2	bad
10031235	2	bad
10031237	2	good
10031280	2	bad
10031303	2	good
10031306	2	good
10031366	5	good
10031367	2	good
10031372	2	good
10031373	2	good
10031374	3	bad
10031395	2	good
10031396	2	bad
10031399	5	good
10031401	2	bad
10031410	5	good
10031412	2	good
10031443	2	good
10031446	2	good
10031457	2	good
10031490	2	good
10031512	5	good
10031530	5	good
10031561	2	good
10031572	2	good
10031574	2	bad
10031660	2	good
10031684	2	good
10031693	5	good
10031717	2	good
10031724	2	good
10031731	2	bad
10031739	2	bad
10031743	2	good
10031781	5	good
10031844	2	good
10031855	2	bad
10031858	2	good
10031872	2	good
10031885	2	good
10031914	2	good
10031925	2	good
10031962	2	good
10031972	2	good
10031981	2	bad
10031987	5	good
10031989	2	bad
10032027	5	good
10032031	2	bad
10032055	2	good
10032069	2	good
10032134	2	good
10032136	5	bad
10032163	5	good
10032166	5	good
10032178	2	bad
10032205	2	good
10032213	5	bad
10032225	2	good
10032230	2	good
10032238	2	bad
10032252	5	good
10032260	2	bad
10032281	3	bad
10032285	2	good
10032305	2	bad
10032318	2	good
10032331	2	good
10032334	5	good
10032341	2	good
10032347	2	bad
10032371	5	bad
10032385	5	bad
10032398	2	bad
10032401	2	bad
10032408	2	good
10032417	5	good
10032447	2	good
10032466	2	bad
10032489	2	good
10032492	5	good
10032498	2	good
10032522	2	good
10032524	2	good
10032535	2	good
10032547	2	good
10032563	2	good
10032592	2	good
10032594	2	bad
10032595	2	bad
10032619	2	good
10032625	2	bad
10032626	2	bad
10032633	2	good
10032663	2	bad
10032665	2	good
10032669	5	good
10032698	2	good
10032709	2	good
10032719	2	bad
10032725	2	bad
10032741	2	bad
10032774	2	bad
10032778	5	bad
10032793	2	good
10032795	2	good
10032811	2	good
10032812	2	good
10032818	5	good
10032819	2	bad
10032822	2	good
10032824	2	bad
10032856	2	good
10032862	2	good
10032872	2	good
10032888	5	good
10032900	2	good
10032910	5	good
10032929	5	good
10032930	2	good
10032933	2	good
10032935	2	good
10032957	2	good
10033008	2	good
10033011	2	good
10033023	2	bad
10033024	5	good
10033029	2	good
10033058	2	bad
10033088	7	good
10033138	2	bad
10033178	2	good
10033187	2	bad
10033216	2	bad
10033224	1	bad
10033239	2	good
10033254	2	bad
10033261	2	bad
10033339	2	bad
10033435	2	bad
10033440	5	good
10033445	2	good
10033454	2	bad
10033506	2	bad
10033508	5	good
10033511	2	good
10033516	5	good
10033541	2	good
10033542	2	bad
10033567	2	good
10033577	2	good
10033578	2	good
10033580	2	good
10033600	2	good
10033614	2	good
10033634	2	good
10033644	5	bad
10033652	2	bad
10033686	5	good
10033690	5	bad
10033692	2	good
10033703	2	good
10033705	2	bad
10033708	5	bad
10033745	2	good
10033803	2	good
10033819	3	bad
10033857	2	good
10033860	2	good
10033868	5	bad
10033889	2	good
10033893	5	good
10033914	2	good
10033922	2	bad
10033928	5	bad
10033936	2	good
10033944	2	bad
10033955	2	good
10033969	2	good
10033986	2	good
10033998	2	good
10034002	2	good
10034020	2	bad
10034037	2	good
10034050	2	good
10034072	2	good
10034083	5	good
10034088	2	bad
10034092	2	bad
10034114	2	good
10034118	2	good
10034119	2	good
10034136	2	good
10034157	5	bad
10034177	2	good
10034192	5	good
10034204	2	bad
10034224	2	good
10034254	5	good
10034264	5	good
10034284	5	bad
10034373	2	good
10034391	2	good
10034400	2	bad
10034424	2	good
10034425	2	bad
10034445	2	good
10034459	2	bad
10034464	2	good
10034466	2	good
10034491	2	good
10034497	2	good
10034505	2	good
10034617	2	good
10034636	2	good
10034639	2	bad
10034654	2	good
10034733	2	bad
10034741	2	bad
10034768	5	good
10034808	5	good
10034810	2	bad
10034891	2	good
10034907	2	good
10034909	2	good
10034945	2	good
10034955	5	good
10034965	5	good
10034975	2	good
10035001	2	good
10035039	5	bad
10035043	2	bad
10035045	2	bad
10035076	2	good
10035097	2	bad
10035120	5	bad
10035173	3	bad
10035177	5	good
10035197	2	bad
10035198	2	good
10035242	2	bad
10035244	2	good
10035250	2	good
10035272	2	good
10035277	2	bad
10035304	2	good
10035348	5	bad
10035357	2	good
10035359	2	good
10035362	2	bad
10035399	2	good
10035433	2	good
10035440	2	good
10035458	2	good
10035468	2	good
10035477	2	bad
10035500	2	good
10035544	2	bad
10035581	2	good
10035665	2	good
10035673	2	bad
10035702	2	good
10035704	2	good
10035712	2	good
10035735	2	bad
10035736	2	bad
10035745	5	good
10035779	2	good
10035783	2	bad
10035787	2	good
10035797	2	good
10035798	2	good
10035801	3	good
10035802	2	good
10035808	2	good
10035812	2	good
10035816	2	bad
10035820	2	good
10035829	2	good
10035836	2	bad
10035870	2	good
10035955	5	bad
10035958	2	bad
10035960	2	good
10035976	2	good
10036024	2	good
10036032	2	good
10036033	2	good
10036060	5	bad
10036070	5	bad
10036080	2	good
10036083	2	good
10036084	2	good
10036110	2	good
10036120	2	good
10036127	2	good
10036145	2	bad
10036157	5	good
10036160	2	bad
10036192	2	bad
10036209	2	bad
10036223	2	good
10036243	2	good
10036249	2	good
10036262	2	good
10036308	5	good
10036317	2	good
10036331	2	good
10036380	5	good
10036390	2	good
10036393	5	good
10036405	2	good
10036460	2	bad
10036470	2	good
10036487	2	good
10036499	2	good
10036553	2	good
10036594	5	good
10036604	2	bad
10036609	5	bad
10036615	2	good
10036628	2	bad
10036630	5	bad
10036686	5	good
10036690	2	good
10036766	2	good
10036789	2	bad
10036806	2	bad
10036811	2	bad
10036888	2	good
10036899	2	good
10036921	2	bad
10036946	2	good
10036985	5	good
10037005	2	bad
10037008	5	good
10037019	2	bad
10037023	2	bad
10037029	2	good
10037044	2	good
10037101	2	good
10037123	2	good
10037135	2	good
10037157	2	good
10037190	2	good
10037200	2	bad
10037207	2	good
10037209	2	good
10037213	2	bad
10037243	5	bad
10037249	2	good
10037263	2	good
10037268	2	good
10037308	2	good
10037314	2	bad
10037327	2	good
10037330	2	good
10037386	5	good
10037397	2	good
10037404	2	good
10037405	2	bad
10037408	5	good
10037439	2	bad
10037441	2	good
10037447	5	good
10037450	5	good
10037462	2	good
10037492	2	good
10037526	2	bad
10037539	2	bad
10037563	2	good
10037571	2	good
10037580	5	good
10037606	5	bad
10037613	2	good
10037616	2	good
10037621	2	good
10037628	2	good
10037673	2	bad
10037698	2	bad
10037756	2	bad
10037842	2	good
10037847	2	bad
10037860	5	bad
10037882	2	bad
10037898	2	good
10037899	2	bad
10037912	5	bad
10037927	5	bad
10037944	2	bad
10037945	2	bad
10037958	2	bad
10037964	2	good
10038003	2	good
10038008	2	good
10038018	2	good
10038023	2	good
10038055	2	bad
10038058	5	bad
10038071	2	good
10038098	2	good
10038102	2	bad
10038122	5	good
10038126	2	bad
10038130	5	bad
10038135	5	good
10038141	2	good
10038149	2	good
10038197	2	bad
10038225	2	good
10038261	5	good
10038272	2	bad
10038277	5	good
10038301	5	good
10038313	2	good
10038361	2	good
10038365	2	bad
10038388	2	bad
10038397	2	good
10038403	5	good
10038405	2	good
10038406	5	bad
10038407	2	good
10038411	2	good
10038454	2	good
10038458	2	good
10038469	2	good
10038476	5	good
10038482	2	good
10038519	2	bad
10038531	2	good
10038577	2	good
10038610	2	good
10038615	2	bad
10038629	2	bad
10038647	2	bad
10038684	2	good
10038685	2	good
10038708	5	bad
10038714	2	bad
10038742	2	good
10038751	5	good
10038776	2	good
10038790	2	good
10038801	5	good
10038833	2	good
10038840	2	good
10038856	2	bad
10038857	5	good
10038892	2	good
10038896	2	good
10038934	2	bad
10038997	2	good
10039013	2	bad
10039064	2	good
10039070	2	good
10039083	2	good
10039085	2	good
10039096	2	good
10039158	2	bad
10039184	2	good
10039196	2	good
10039199	2	good
10039202	5	good
10039211	2	good
10039218	2	bad
10039228	2	good
10039251	2	good
10039266	2	bad
10039295	2	good
10039296	2	bad
10039310	2	good
10039322	2	good
10039372	5	bad
10039402	2	good
10039403	2	good
10039418	2	bad
10039462	2	good
10039464	5	good
10039467	2	bad
10039543	2	bad
10039565	2	good
10039578	5	good
10039579	2	bad
10039599	5	good
10039611	2	good
10039614	2	bad
10039642	2	good
10039650	2	bad
10039660	5	good
10039664	5	good
10039671	2	good
10039692	2	good
10039708	2	bad
10039722	5	good
10039753	2	bad
10039758	2	good
10039762	2	good
10039796	5	good
10039799	2	bad
10039801	2	good
10039831	2	good
10039880	2	good
10039883	2	good
10039910	5	good
10039918	5	bad
10039930	2	bad
10039938	2	good
10039946	5	good
10039982	2	good
10040015	2	good
10040064	2	good
10040076	2	bad
10040083	2	bad
10040118	2	good
10040120	2	good
10040128	2	good
10040144	2	bad
10040145	2	good
10040147	5	good
10040224	2	good
10040237	2	good
10040248	2	bad
10040305	2	bad
10040314	2	good
10040332	2	good
10040335	5	good
10040361	2	bad
10040364	5	good
10040375	2	bad
10040408	2	bad
10040439	2	good
10040445	2	bad
10040451	5	good
10040453	2	bad
10040493	2	good
10040505	2	good
10040529	2	good
10040552	2	bad
10040557	2	good
10040560	2	good
10040593	5	good
10040641	2	bad
10040649	2	good
10040669	2	good
10040679	2	bad
10040702	2	good
10040758	5	bad
10040800	2	good
10040802	2	bad
10040805	5	good
10040814	2	good
10040835	2	bad
10040842	5	good
10040843	2	bad
10040873	2	bad
10040880	2	good
10040920	2	good
10040976	2	good
10041010	2	good
10041012	5	bad
10041053	5	good
10041068	2	good
10041125	5	good
10041153	2	bad
10041157	2	bad
10041159	5	good
10041161	2	good
10041164	2	good
10041203	2	bad
10041214	2	good
10041230	2	good
10041257	5	good
10041268	2	good
10041277	2	good
10041309	2	bad
10041338	2	good
10041339	2	good
10041350	5	bad
10041376	2	good
10041395	2	good
10041404	2	bad
10041407	2	bad
10041414	5	bad
10041425	2	good
10041475	5	bad
10041487	5	bad
10041488	2	good
10041507	2	good
10041513	2	good
10041517	2	good
10041530	2	bad
10041532	2	good
10041576	5	bad
10041596	2	bad
10041597	5	bad
10041601	2	good
10041610	2	good
10041629	2	bad
10041640	2	good
10041655	2	bad
10041699	2	good
10041705	2	bad
10041724	2	bad
10041772	2	good
10041792	2	good
10041806	2	bad
10041827	5	bad
10041849	2	good
10041865	2	bad
10041881	2	bad
10041921	2	good
10041937	2	good
10041987	2	bad
10041996	5	bad
10042036	2	good
10042064	2	good
10042077	2	bad
10042151	2	good
10042205	2	bad
10042222	5	bad
10042227	2	good
10042236	5	good
10042265	2	bad
10042273	2	bad
10042282	2	good
10042288	2	good
10042303	5	bad
10042312	2	bad
10042317	2	good
10042318	2	good
10042337	2	bad
10042384	2	bad
10042398	2	good
10042459	5	bad
10042472	2	bad
10042494	2	bad
10042537	2	good
10042543	2	good
10042581	2	good
10042584	2	good
10042592	2	good
10042610	2	good
10042619	5	bad
10042626	2	good
10042642	2	good
10042652	2	good
10042656	2	good
10042664	2	bad
10042689	2	good
10042696	5	bad
10042785	2	good
10042802	2	bad
10042814	2	good
10042820	2	bad
10042831	2	good
10042851	2	good
10042859	2	good
10042884	5	good
10042902	2	good
10042940	2	bad
10042967	2	bad
10042981	2	bad
10043006	2	good
10043066	2	bad
10043089	2	good
10043130	5	bad
10043143	2	good
10043162	5	bad
10043182	2	good
10043195	2	good
10043201	2	bad
10043232	5	bad
10043239	2	good
10043247	2	good
10043283	2	bad
10043286	2	good
10043311	2	bad
10043320	2	good
10043335	2	good
10043351	5	good
10043352	2	good
10043395	2	good
10043396	2	good
10043412	2	good
10043452	2	good
10043454	2	good
10043460	2	bad
10043509	2	bad
10043531	2	good
10043552	5	good
10043553	2	bad
10043575	5	good
10043581	5	good
10043583	5	bad
10043620	2	good
10043651	2	good
10043744	2	bad
10043797	2	good
10043810	2	bad
10043820	7	bad
10043834	2	bad
10043873	2	good
10043884	2	good
10043885	2	good
10043900	2	bad
10043901	2	good
10043916	2	bad
10043958	2	good
10043996	2	good
10044004	2	good
10044012	2	bad
10044018	2	bad
10044143	2	good
10044145	2	good
10044151	2	good
10044153	2	bad
10044168	2	good
10044182	5	good
10044199	2	bad
10044206	2	bad
10044214	5	bad
10044234	2	good
10044236	2	bad
10044245	5	good
10044294	5	bad
10044333	2	bad
10044349	2	good
10044419	2	good
10044434	2	good
10044447	5	good
10044454	2	good
10044455	2	bad
10044456	2	bad
10044463	2	bad
10044466	2	bad
10044501	2	bad
10044516	2	bad
10044556	2	good
10044612	2	bad
10044689	2	bad
10044733	2	good
10044748	2	good
10044769	5	good
10044779	2	good
10044801	2	bad
10044806	2	good
10044814	2	bad
10044836	2	bad
10044862	5	bad
10044874	2	good
10044910	1	good
10044936	2	bad
10044946	2	good
10044980	2	good
10044987	2	good
10045007	2	good
10045011	2	bad
10045017	5	bad
10045028	2	good
10045031	2	good
10045080	2	good
10045116	2	bad
10045126	2	bad
10045133	2	bad
10045144	2	good
10045156	2	good
10045174	2	bad
10045248	2	bad
10045256	2	bad
10045316	2	good
10045323	2	good
10045336	2	good
10045345	5	good
10045347	2	bad
10045350	2	good
10045366	2	good
10045397	2	good
10045410	2	good
10045455	2	good
10045479	2	good
10045494	5	good
10045498	2	good
10045499	5	bad
10045519	2	bad
10045535	5	good
10045552	5	good
10045586	2	bad
10045593	2	bad
10045604	5	good
10045608	2	bad
10045617	2	good
10045632	2	good
10045639	2	good
10045653	2	bad
10045692	5	bad
10045726	5	good
10045747	2	good
10045748	5	bad
10045759	2	good
10045774	5	bad
10045805	2	bad
10045822	2	bad
10045847	2	good
10045849	5	good
10045868	2	good
10045869	2	good
10045879	2	bad
10045926	2	bad
10045937	2	good
10045939	2	good
10045962	2	good
10045975	2	good
10045979	2	good
10045993	2	good
10046012	5	good
10046067	2	good
10046095	5	bad
10046096	2	good
10046119	5	good
10046129	5	good
10046153	2	bad
10046167	2	good
10046169	2	good
10046192	5	good
10046194	5	good
10046227	2	bad
10046234	2	good
10046302	2	good
10046312	2	bad
10046313	2	good
10046334	2	good
10046336	2	good
10046365	2	good
10046393	2	bad
10046394	5	bad
10046395	2	good
10046397	2	bad
10046411	2	good
10046471	2	good
10046524	2	good
10046538	2	good
10046548	2	bad
10046568	2	good
10046588	2	good
10046600	2	bad
10046624	5	good
10046626	2	good
10046629	2	good
10046650	2	good
10046664	2	good
10046683	2	bad
10046684	2	good
10046688	2	good
10046698	2	good
10046724	2	good
10046767	2	bad
10046777	2	good
10046796	2	good
10046797	5	good
10046803	2	good
10046819	5	good
10046822	2	good
10046824	2	bad
10046940	5	good
10046942	2	good
10046963	2	good
10046974	2	bad
10046985	2	good
10046993	2	good
10047017	2	good
10047032	2	bad
10047049	2	good
10047092	2	good
10047097	2	good
10047108	2	good
10047123	2	bad
10047131	2	good
10047132	2	good
10047160	2	good
10047181	2	good
10047200	2	bad
10047265	5	bad
10047274	5	bad
10047278	2	good
10047301	5	bad
10047322	2	good
10047329	2	good
10047333	2	good
10047355	2	good
10047358	2	good
10047360	2	good
10047399	2	good
10047439	2	bad
10047450	2	good
10047466	2	bad
10047475	2	good
10047482	2	good
10047501	2	bad
10047505	2	bad
10047539	2	good
10047544	2	bad
10047568	2	good
10047599	5	bad
10047606	2	bad
10047616	1	good
10047620	2	good
10047671	2	good
10047741	2	bad
10047760	2	good
10047825	2	good
10047864	2	good
10047891	5	good
10047908	2	good
10047913	5	good
10047922	2	good
10047940	2	bad
10047945	2	good
10048002	2	good
10048003	5	good
10048034	2	good
10048059	2	bad
10048081	2	good
10048084	2	good
10048099	2	good
10048141	2	good
10048144	2	good
10048160	2	bad
10048163	2	good
10048165	2	good
10048170	5	good
10048174	5	good
10048176	2	bad
10048180	2	good
10048182	2	good
10048218	2	good
10048261	5	bad
10048276	2	bad
10048306	2	good
10048308	2	good
10048312	2	good
10048318	2	bad
10048326	2	good
10048345	2	good
10048352	2	good
10048369	2	good
10048392	5	bad
10048399	5	bad
10048406	2	good
10048474	2	bad
10048478	5	bad
10048482	2	good
10048505	2	bad
10048522	2	good
10048526	2	good
10048544	2	bad
10048570	2	good
10048581	5	bad
10048618	2	good
10048664	5	good
10048668	5	good
10048673	2	good
10048676	5	bad
10048685	2	good
10048686	2	bad
10048701	2	good
10048707	2	good
10048712	2	bad
10048739	2	good
10048764	2	bad
10048787	2	good
10048796	2	good
10048812	2	good
10048813	2	good
10048816	2	bad
10048922	2	good
10048932	5	good
10048940	2	good
10048953	2	good
10048976	2	good
10048983	2	good
10049025	2	good
10049038	2	bad
10049040	5	bad
10049056	5	bad
10049067	2	good
10049081	2	bad
10049086	2	good
10049088	5	good
10049096	2	good
10049100	2	good
10049113	2	good
10049118	2	good
10049126	2	good
10049144	5	good
10049166	2	bad
10049175	2	bad
10049194	2	good
10049198	2	bad
10049235	2	bad
10049237	2	bad
10049243	2	good
10049254	2	good
10049273	2	good
10049315	2	good
10049326	2	good
10049356	2	good
10049360	2	bad
10049389	2	good
10049402	2	good
10049417	2	bad
10049419	2	bad
10049467	2	good
10049474	2	good
10049522	2	good
10049542	2	good
10049545	2	good
10049552	2	good
10049553	2	bad
10049573	2	bad
10049592	2	good
10049594	5	bad
10049608	2	good
10049616	2	bad
10049661	2	good
10049691	2	good
10049693	2	bad
10049714	2	bad
10049728	2	good
10049729	2	bad
10049769	2	bad
10049788	2	good
10049790	2	good
10049796	2	bad
10049797	2	good
10049805	2	good
10049850	3	bad
10049878	2	good
10049882	2	good
10049892	2	good
10049940	2	good
10049962	2	good
10049981	2	bad
10049985	2	good
10049994	2	good
10050002	3	good
10050003	2	good
10050035	2	good
10050062	5	bad
10050067	2	good
10050073	2	good
10050099	2	good
10050101	2	good
10050105	5	bad
10050126	5	bad
10050149	5	good
10050158	6	good
10050191	5	good
10050206	2	good
10050215	2	good
10050225	2	bad
10050239	2	good
10050240	2	good
10050242	2	good
10050243	2	bad
10050251	2	good
10050260	2	good
10050270	2	good
10050271	2	bad
10050277	2	good
10050279	2	good
10050284	2	good
10050290	2	good
10050291	5	good
10050292	2	bad
10050313	2	good
10050314	2	good
10050323	2	bad
10050336	2	good
10050342	2	bad
10050345	2	bad
10050348	2	good
10050356	2	good
10050374	2	bad
10050383	2	good
10050392	2	good
10050404	2	good
10050415	2	bad
10050416	5	bad
10050422	2	bad
10050433	2	good
10050458	5	good
10050464	2	good
10050496	2	good
10050500	2	good
10050528	2	bad
10050559	2	good
10050591	2	bad
10050661	2	good
10050672	2	good
10050681	2	bad
10050702	5	good
10050741	2	bad
10050756	2	bad
10050757	2	good
10050800	5	good
10050803	5	bad
10050805	2	bad
10050814	5	good
10050817	2	bad
10050839	2	good
10050850	5	good
10050851	5	good
10050878	2	bad
10050879	7	good
10050906	5	good
10050944	2	bad
10050954	5	bad
10050968	2	good
10050991	2	good
10051004	5	bad
10051014	2	good
10051022	2	bad
10051023	5	good
10051036	2	good
10051039	2	good
10051072	2	good
10051093	2	good
10051118	2	bad
10051122	2	bad
10051133	2	good
10051141	2	good
10051147	5	good
10051182	2	good
10051213	2	good
10051214	2	good
10051217	5	good
10051227	2	bad
10051239	2	good
10051243	5	good
10051257	2	bad
10051273	5	bad
10051291	2	bad
10051297	2	good
10051301	5	good
10051338	2	good
10051341	5	good
10051388	2	bad
10051420	2	good
10051432	5	good
10051453	5	good
10051457	5	bad
10051459	5	good
10051460	3	bad
10051484	5	good
10051498	5	bad
10051500	5	bad
10051506	2	bad
10051507	2	bad
10051547	5	good
10051550	5	good
10051552	2	good
10051581	2	bad
10051587	2	good
10051644	2	good
10051645	2	good
10051653	2	good
10051656	2	good
10051705	2	good
10051741	5	good
10051794	2	bad
10051799	5	good
10051833	2	good
10051835	5	bad
10051848	2	good
10051859	2	good
10051870	5	bad
10051878	2	good
10051886	2	good
10051889	5	good
10051914	2	bad
10051920	2	bad
10051935	5	bad
10051942	2	good
10051945	2	bad
10051952	5	bad
10051954	2	good
10051980	5	good
10051981	2	good
10051983	3	bad
10051999	2	bad
10052029	2	bad
10052043	5	bad
10052044	5	bad
10052076	2	good
10052109	2	good
10052152	2	good
10052156	5	good
10052185	2	bad
10052200	2	good
10052243	2	good
10052258	2	good
10052262	2	bad
10052265	2	bad
10052270	2	bad
10052274	5	good
10052297	2	bad
10052323	3	good
10052326	5	bad
10052351	2	bad
10052353	2	bad
10052369	5	good
10052381	2	good
10052402	2	good
10052440	2	bad
10052473	5	good
10052476	2	good
10052489	2	good
10052504	2	good
10052517	2	good
10052602	2	bad
10052611	2	bad
10052626	2	good
10052628	2	good
10052633	2	bad
10052645	5	bad
10052663	2	good
10052677	2	good
10052679	2	good
10052684	5	bad
10052753	2	good
10052754	2	good
10052798	2	bad
10052804	2	bad
10052864	2	good
10052895	2	good
10052911	5	good
10052934	2	bad
10052940	5	good
10052943	5	good
10052945	2	good
10052948	2	bad
10052956	2	good
10052964	2	good
10053024	2	bad
10053052	2	good
10053072	2	good
10053078	2	good
10053121	2	good
10053126	2	bad
10053159	2	bad
10053170	2	bad
10053204	2	good
10053256	2	good
10053268	2	good
10053273	2	good
10053303	2	good
10053315	2	good
10053369	5	good
10053384	5	bad
10053396	2	good
10053405	5	good
10053410	2	bad
10053415	5	bad
10053446	2	good
10053480	5	bad
10053491	2	good
10053498	2	bad
10053507	2	good
10053515	2	bad
10053518	5	bad
10053532	2	bad
10053538	2	good
10053546	2	bad
10053552	2	bad
10053558	2	good
10053570	2	bad
10053573	7	bad
10053589	2	good
10053612	2	good
10053618	2	good
10053642	2	good
10053679	2	good
10053706	2	good
10053730	2	bad
10053733	2	good
10053735	2	bad
10053770	5	good
10053812	2	good
10053837	2	good
10053842	2	good
10053844	2	good
10053868	2	good
10053886	5	good
10053887	5	good
10053891	5	good
10053894	5	good
10053904	2	bad
10053924	2	good
10053926	2	bad
10053947	2	bad
10053972	2	bad
10053976	2	good
10053977	2	good
10053992	5	good
10054011	2	good
10054013	2	bad
10054045	2	good
10054046	2	good
10054047	2	good
10054054	2	good
10054085	5	bad
10054104	5	good
10054114	2	bad
10054124	2	bad
10054127	2	good
10054148	2	good
10054162	5	bad
10054174	2	good
10054181	2	bad
10054189	2	good
10054196	5	good
10054210	5	good
10054249	2	good
10054257	2	bad
10054260	2	good
10054289	2	good
10054311	2	bad
10054319	5	good
10054321	2	good
10054353	3	bad
10054397	2	good
10054415	2	good
10054426	2	good
10054432	2	good
10054453	2	good
10054480	2	good
10054485	2	good
10054489	2	good
10054502	2	bad
10054510	5	good
10054518	2	good
10054523	2	bad
10054528	5	bad
10054543	2	good
10054549	5	good
10054553	5	bad
10054554	2	good
10054569	2	good
10054587	2	good
10054637	2	good
10054659	2	good
10054666	5	good
10054672	2	good
10054675	2	good
10054697	2	good
10054701	2	good
10054722	5	good
10054729	2	bad
10054741	2	bad
10054744	2	bad
10054754	2	good
10054779	2	good
10054780	2	bad
10054792	2	good
10054798	2	bad
10054805	2	bad
10054812	3	bad
10054813	2	good
10054832	5	bad
10054845	3	bad
10054871	2	bad
10054876	5	good
10054911	2	good
10054918	2	bad
10054949	2	good
10054965	2	good
10054981	2	good
10055014	2	bad
10055021	2	good
10055043	2	bad
10055054	2	good
10055056	2	good
10055057	2	good
10055067	2	good
10055071	2	good
10055078	2	good
10055103	2	good
10055115	2	good
10055125	2	good
10055126	2	good
10055162	2	good
10055169	2	good
10055182	2	good
10055194	2	good
10055217	2	good
10055238	2	good
10055246	5	good
10055249	2	bad
10055282	2	bad
10055283	2	bad
10055285	2	good
10055316	2	good
10055335	2	bad
10055336	2	bad
10055354	2	good
10055362	2	bad
10055390	2	bad
10055396	2	good
10055399	5	good
10055424	2	good
10055439	5	good
10055456	2	bad
10055498	2	good
10055504	2	good
10055524	2	good
10055539	2	good
10055577	2	bad
10055609	2	bad
10055616	5	bad
10055625	5	good
10055682	2	good
10055715	5	good
10055719	2	good
10055723	2	good
10055744	2	good
10055754	5	bad
10055774	2	bad
10055786	2	bad
10055802	2	bad
10055857	2	good
10055873	5	good
10055880	2	good
10055896	2	good
10055900	2	good
10055919	2	good
10055993	2	bad
10055994	2	good
10056005	2	good
10056008	5	bad
10056028	2	good
10056042	2	good
10056062	2	good
10056063	2	bad
10056073	2	good
10056079	2	bad
10056094	2	good
10056099	2	good
10056112	2	bad
10056123	5	good
10056169	2	good
10056186	2	good
10056212	2	bad
10056213	2	bad
10056227	2	bad
10056236	2	bad
10056239	2	good
10056263	2	good
10056272	2	good
10056282	2	good
10056289	2	bad
10056294	2	bad
10056304	2	good
10056307	2	good
