uid	streams-0-level	tag
10056326	2	good
10056328	2	good
10056330	2	bad
10056347	5	bad
10056359	2	good
10056366	2	good
10056397	2	good
10056415	2	good
10056428	2	good
10056429	2	bad
10056445	2	bad
10056447	2	bad
10056450	2	bad
10056461	2	good
10056470	2	good
10056473	2	good
10056515	2	bad
10056521	2	bad
10056532	2	good
10056548	2	good
10056549	5	good
10056565	2	bad
10056590	5	good
10056599	5	good
10056600	2	bad
10056614	2	good
10056666	5	bad
10056681	2	bad
10056685	2	bad
10056704	2	good
10056722	2	good
10056728	2	good
10056738	2	good
10056746	5	good
10056747	5	bad
10056774	2	good
10056802	5	bad
10056812	5	good
10056824	2	good
10056828	2	bad
10056843	2	good
10056877	3	good
10056920	2	bad
10056928	2	bad
10056940	5	bad
10056948	2	good
10056960	2	good
10056971	2	bad
10056974	5	bad
10057009	2	bad
10057013	2	good
10057032	2	good
10057047	2	good
10057052	2	good
10057054	2	good
10057056	2	good
10057059	2	good
10057068	2	good
10057086	3	good
10057099	2	good
10057105	2	good
10057107	2	good
10057122	2	good
10057132	2	good
10057159	2	bad
10057174	5	good
10057179	2	good
10057191	2	good
10057195	2	bad
10057196	2	good
10057199	2	good
10057200	2	good
10057202	5	bad
10057213	2	bad
10057218	2	good
10057229	2	bad
10057237	2	good
10057255	5	good
10057262	2	bad
10057266	2	good
10057271	2	good
10057326	2	good
10057331	3	bad
10057362	2	bad
10057368	2	good
10057380	2	good
10057394	2	bad
10057401	2	bad
10057406	2	bad
10057414	2	good
10057418	5	bad
10057463	2	bad
10057472	5	good
10057477	5	bad
10057479	5	good
10057498	2	bad
10057522	2	good
10057527	2	bad
10057534	2	good
10057598	2	good
10057618	2	bad
10057641	2	good
10057654	2	good
10057659	2	good
10057693	2	bad
10057703	2	good
10057746	2	bad
10057753	2	bad
10057804	2	bad
10057806	2	good
10057827	2	good
10057828	5	bad
10057829	2	good
10057846	2	good
10057855	2	good
10057858	2	good
10057859	2	bad
10057883	2	good
10057892	5	bad
10057894	2	bad
10057958	2	bad
10057993	2	good
10058004	2	good
10058018	2	bad
10058039	2	good
10058048	5	good
10058056	2	good
10058082	2	bad
10058085	2	bad
10058103	2	good
10058109	2	good
10058113	2	good
10058163	2	good
10058167	2	good
10058169	2	good
10058211	2	good
10058212	2	bad
10058220	2	bad
10058222	2	bad
10058300	2	good
10058302	2	good
10058310	5	bad
10058321	2	good
10058329	2	bad
10058335	2	good
10058369	5	bad
10058380	2	bad
10058387	2	bad
10058422	2	good
10058429	2	good
10058430	6	good
10058432	2	good
10058453	5	bad
10058454	5	bad
10058474	2	good
10058487	2	bad
10058493	2	bad
10058545	2	good
10058546	5	good
10058589	2	good
10058657	2	good
10058754	2	bad
10058758	2	bad
10058798	2	good
10058820	2	bad
10058825	2	good
10058831	2	bad
10058850	2	bad
10058867	2	bad
10058869	2	good
10058881	2	good
10058883	2	good
10058886	2	good
10058892	2	bad
10058896	5	good
10058911	5	good
10058917	2	bad
10058966	0	good
10058982	5	bad
10058989	2	bad
10059003	2	good
10059006	5	bad
10059014	2	good
10059037	2	good
10059051	2	good
10059077	2	good
10059081	2	good
10059095	2	bad
10059126	2	good
10059146	2	bad
10059155	2	good
10059166	2	good
10059179	5	good
10059213	2	good
10059222	2	bad
10059247	5	good
10059259	2	good
10059268	2	good
10059315	2	good
10059329	2	good
10059335	2	good
10059366	2	bad
10059372	2	good
10059418	5	bad
10059450	2	good
10059497	2	bad
10059501	2	good
10059505	5	good
10059515	2	good
10059522	2	good
10059537	2	bad
10059542	2	bad
10059555	2	bad
10059559	5	good
10059661	2	good
10059678	2	good
10059679	5	good
10059722	2	bad
10059724	5	bad
10059763	5	good
10059773	5	good
10059822	2	good
10059868	2	good
10059872	3	good
10059873	2	good
10059877	2	bad
10059885	5	bad
10059886	2	good
10059888	2	good
10059901	5	good
10059939	2	bad
10059960	2	good
10059978	2	bad
10059982	2	good
10059989	2	good
10060002	2	bad
10060008	5	bad
10060030	2	good
10060043	2	good
10060051	5	good
10060057	2	good
10060062	5	good
10060077	5	good
10060080	2	good
10060093	2	good
10060094	2	bad
10060131	2	good
10060148	2	bad
10060165	5	bad
10060198	2	good
10060206	5	bad
10060211	2	bad
10060214	5	good
10060218	5	bad
10060226	2	bad
10060229	2	bad
10060256	5	good
10060279	2	good
10060282	5	bad
10060283	2	good
10060305	5	good
10060316	2	bad
10060317	2	good
10060347	2	good
10060404	2	bad
10060421	2	good
10060442	2	good
10060445	3	bad
10060457	2	good
10060460	2	bad
10060464	2	bad
10060483	5	good
10060484	2	good
10060493	2	good
10060494	2	good
10060522	2	good
10060528	2	good
10060547	2	good
10060570	2	good
10060575	2	bad
10060577	5	good
10060600	5	good
10060603	2	good
10060643	2	good
10060665	2	good
10060673	2	good
10060697	2	good
10060708	5	good
10060714	2	good
10060758	2	good
10060790	2	good
10060791	2	good
10060825	2	good
10060832	2	good
10060838	2	good
10060845	2	good
10060847	2	bad
10060906	2	good
10060914	5	bad
10060923	5	good
10060936	2	good
10060944	5	good
10060972	2	good
10060974	5	good
10060991	2	bad
10061038	5	good
10061062	2	good
10061082	2	good
10061089	2	bad
10061091	2	bad
10061123	5	good
10061160	2	good
10061165	2	good
10061215	2	good
10061219	2	bad
10061235	5	good
10061248	2	bad
10061273	2	bad
10061280	5	good
10061301	2	bad
10061308	5	bad
10061318	2	good
10061333	2	good
10061335	2	good
10061345	2	bad
10061353	2	good
10061371	2	good
10061378	5	good
10061397	5	good
10061408	2	good
10061409	2	good
10061413	5	bad
10061418	2	good
10061437	2	good
10061448	2	good
10061462	2	good
10061463	2	good
10061505	5	bad
10061514	2	good
10061520	2	good
10061534	2	good
10061560	2	good
10061569	2	good
10061575	2	good
10061634	2	good
10061646	2	bad
10061660	2	bad
10061661	2	good
10061705	2	bad
10061736	2	bad
10061774	2	good
10061779	2	good
10061786	2	bad
10061787	2	good
10061804	2	good
10061874	2	good
10061928	2	good
10061964	2	good
10061978	2	good
10061987	2	bad
10062004	5	bad
10062016	2	good
10062041	2	good
10062065	6	good
10062079	2	good
10062093	2	good
10062095	2	good
10062100	2	good
10062108	2	good
10062116	2	good
10062120	2	good
10062124	5	good
10062147	2	bad
10062163	2	bad
10062167	2	good
10062173	2	good
10062187	2	good
10062199	2	good
10062234	2	good
10062239	2	good
10062262	2	good
10062298	2	good
10062310	5	bad
10062329	2	bad
10062334	2	good
10062376	2	good
10062382	2	bad
10062386	2	good
10062390	2	good
10062420	2	good
10062429	5	good
10062475	2	good
10062483	3	good
10062484	2	bad
10062499	2	good
10062599	2	good
10062608	5	bad
10062638	5	good
10062656	2	good
10062661	2	good
10062683	2	good
10062692	2	good
10062699	2	good
10062726	2	good
10062730	5	good
10062736	2	bad
10062788	2	good
10062802	2	good
10062805	2	bad
10062814	2	good
10062818	2	bad
10062831	2	good
10062869	2	bad
10062889	2	good
10062918	2	bad
10062928	2	good
10062952	2	bad
10062954	2	good
10062957	2	bad
10062962	2	good
10062970	2	bad
10062983	2	bad
10063000	5	good
10063001	2	good
10063003	2	bad
10063010	2	bad
10063020	2	good
10063051	2	good
10063057	2	good
10063068	2	bad
10063084	2	good
10063099	2	good
10063110	2	good
10063124	5	good
10063172	2	good
10063177	2	good
10063214	5	good
10063222	2	bad
10063224	5	bad
10063234	2	good
10063250	5	good
10063257	5	bad
10063317	5	good
10063341	2	bad
10063363	2	good
10063371	2	good
10063373	2	good
10063387	2	good
10063411	2	good
10063414	2	good
10063440	2	good
10063442	2	good
10063473	2	good
10063475	2	bad
10063482	2	good
10063532	2	good
10063542	2	good
10063544	2	bad
10063548	2	good
10063575	2	good
10063589	5	good
10063601	2	good
10063655	2	good
10063675	5	bad
10063678	5	bad
10063684	2	good
10063702	2	good
10063708	2	good
10063757	2	good
10063765	2	good
10063773	2	good
10063785	5	bad
10063788	5	good
10063795	2	bad
10063838	5	good
10063897	2	good
10063901	5	bad
10063912	2	good
10063922	2	bad
10063923	2	good
10063936	2	bad
10063948	2	good
10063986	5	good
10063990	5	bad
10064010	2	good
10064019	5	good
10064056	2	bad
10064061	2	good
10064093	2	good
10064101	5	bad
10064106	2	good
10064140	2	bad
10064144	2	bad
10064151	5	good
10064209	2	bad
10064241	5	good
10064262	2	bad
10064267	2	good
10064276	5	good
10064279	2	good
10064318	2	bad
10064339	5	bad
10064354	5	good
10064361	2	bad
10064363	2	good
10064365	2	good
10064368	2	bad
10064372	2	good
10064378	5	good
10064394	5	good
10064430	5	good
10064434	2	good
10064447	2	bad
10064457	2	bad
10064500	2	good
10064523	5	bad
10064527	2	bad
10064529	2	good
10064571	2	good
10064600	2	good
10064609	2	bad
10064617	2	good
10064626	2	bad
10064642	2	bad
10064649	2	good
10064653	2	good
10064655	2	bad
10064662	2	good
10064670	2	bad
10064678	2	bad
10064717	2	good
10064723	2	good
10064752	2	bad
10064771	5	bad
10064799	2	bad
10064803	2	good
10064812	5	bad
10064877	2	bad
10064878	2	good
10064895	5	good
10064904	2	bad
10064909	5	good
10064911	2	bad
10064943	2	good
10064944	2	bad
10064955	2	good
10064987	2	good
10065001	5	good
10065094	2	good
10065099	2	bad
10065120	2	good
10065159	2	good
10065214	2	bad
10065240	2	good
10065243	2	good
10065260	5	good
10065266	2	good
10065286	2	good
10065290	2	good
10065308	5	good
10065312	2	good
10065328	2	good
10065335	2	good
10065352	2	good
10065386	2	bad
10065394	2	good
10065401	2	good
10065404	2	good
10065408	5	good
10065409	2	bad
10065412	2	good
10065423	5	good
10065462	2	bad
10065471	2	bad
10065489	2	good
10065506	2	good
10065522	2	good
10065525	2	good
10065534	2	good
10065557	2	good
10065567	5	good
10065568	5	good
10065587	5	bad
10065619	2	good
10065621	2	bad
10065630	2	good
10065641	5	bad
10065654	2	good
10065655	2	good
10065669	2	bad
10065679	2	good
10065719	2	good
10065742	2	bad
10065745	5	good
10065769	5	good
10065775	2	good
10065787	2	good
10065845	5	good
10065857	5	good
10065908	2	good
10065926	2	good
10065955	5	good
10065965	5	bad
10065966	5	good
10065990	2	bad
10066008	2	good
10066039	5	good
10066055	2	bad
10066086	2	good
10066089	2	good
10066101	2	good
10066111	2	good
10066130	2	bad
10066178	2	bad
10066181	2	good
10066215	5	good
10066222	2	good
10066233	2	good
10066243	2	good
10066256	2	good
10066275	2	good
10066297	2	good
10066307	5	bad
10066342	5	good
10066344	2	good
10066360	5	bad
10066397	2	good
10066460	2	bad
10066474	2	good
10066493	2	good
10066508	5	bad
10066520	2	good
10066545	2	good
10066551	2	good
10066554	2	good
10066561	2	good
10066570	2	good
10066571	2	bad
10066584	5	good
10066594	2	good
10066619	2	bad
10066648	2	bad
10066676	2	good
10066690	5	bad
10066692	5	bad
10066693	5	bad
10066709	2	good
10066715	2	good
10066718	5	good
10066724	2	good
10066726	2	good
10066735	5	good
10066770	5	good
10066780	2	good
10066796	2	good
10066831	5	good
10066836	5	good
10066907	2	bad
10066929	2	good
10066937	2	bad
10066954	3	bad
10066956	2	good
10066962	2	bad
10066977	2	bad
10066990	2	good
10067016	2	bad
10067026	2	good
10067064	2	good
10067074	2	good
10067109	2	bad
10067113	2	bad
10067116	2	bad
10067129	2	good
10067135	2	good
10067136	2	good
10067137	2	bad
10067139	2	bad
10067180	2	good
10067210	2	good
10067222	5	good
10067254	2	good
10067302	2	good
10067320	2	good
10067324	2	good
10067328	2	good
10067332	2	bad
10067340	2	good
10067366	5	bad
10067408	2	good
10067451	2	good
10067465	2	good
10067467	2	bad
10067483	2	good
10067498	2	good
10067529	2	bad
10067546	2	good
10067555	2	good
10067568	2	good
10067571	2	good
10067588	2	good
10067621	2	good
10067686	2	good
10067733	2	bad
10067750	2	good
10067769	2	good
10067777	2	good
10067787	5	good
10067799	2	bad
10067820	2	good
10067826	5	bad
10067872	5	good
10067945	2	bad
10067986	5	bad
10067988	5	good
10068006	2	bad
10068008	2	good
10068028	2	good
10068047	2	bad
10068055	2	good
10068074	2	good
10068121	2	good
10068143	2	good
10068148	2	good
10068173	2	good
10068193	2	good
10068198	2	good
10068211	2	bad
10068230	2	good
10068266	5	good
10068267	5	bad
10068275	2	good
10068289	2	good
10068313	2	bad
10068319	2	bad
10068326	5	good
10068334	2	good
10068361	2	good
10068397	2	good
10068405	2	good
10068414	2	good
10068445	5	bad
10068453	2	bad
10068468	5	good
10068471	2	bad
10068474	2	bad
10068480	5	good
10068499	2	good
10068502	2	good
10068506	2	bad
10068521	5	good
10068531	3	bad
10068539	2	bad
10068542	2	good
10068626	5	good
10068630	2	good
10068654	5	bad
10068662	2	good
10068674	5	bad
10068685	2	good
10068692	2	good
10068699	2	good
10068704	6	good
10068714	2	good
10068799	5	bad
10068808	2	good
10068820	2	good
10068835	5	bad
10068845	5	bad
10068859	2	bad
10068882	2	bad
10068891	2	good
10068894	2	good
10068904	2	good
10068916	5	good
10068959	2	good
10068979	2	bad
10068982	2	good
10069051	2	good
10069059	2	bad
10069082	5	bad
10069091	2	bad
10069098	2	good
10069113	2	good
10069125	2	good
10069130	2	good
10069163	2	good
10069170	2	bad
10069185	5	good
10069199	2	good
10069206	2	good
10069227	2	good
10069241	2	good
10069253	2	good
10069266	2	good
10069267	2	good
10069283	2	good
10069288	2	good
10069302	2	good
10069337	2	bad
10069373	2	good
10069383	2	good
10069436	2	good
10069440	2	good
10069461	2	good
10069474	2	good
10069538	2	bad
10069543	2	bad
10069591	5	bad
10069612	2	good
10069643	2	good
10069667	2	good
10069721	2	good
10069737	2	bad
10069801	2	good
10069803	2	good
10069806	5	good
10069817	2	good
10069823	2	good
10069833	5	bad
10069865	5	bad
10069873	2	good
10069890	2	good
10069919	2	good
10069943	2	good
10069959	2	good
10069981	2	good
10070028	5	good
10070032	2	good
10070037	2	good
10070041	5	good
10070045	2	good
10070057	2	bad
10070077	2	good
10070124	2	good
10070145	2	bad
10070150	2	bad
10070189	3	good
10070193	2	bad
10070195	2	good
10070196	5	good
10070242	2	bad
10070245	2	good
10070246	2	good
10070249	2	good
10070262	2	good
10070266	5	good
10070270	5	good
10070282	2	good
10070286	5	good
10070295	2	good
10070297	2	good
10070315	2	good
10070320	5	good
10070395	2	good
10070397	2	bad
10070431	2	good
10070459	2	good
10070492	5	bad
10070495	2	bad
10070512	2	bad
10070520	2	bad
10070541	2	good
10070545	2	good
10070587	2	good
10070623	5	good
10070636	5	good
10070641	2	bad
10070646	2	good
10070655	2	good
10070674	5	good
10070701	2	good
10070725	2	good
10070745	5	bad
10070746	2	bad
10070757	2	good
10070770	2	good
10070794	3	good
10070809	2	bad
10070818	2	good
10070851	2	good
10070871	5	good
10070882	2	good
10070903	2	bad
10070914	5	good
10070947	5	bad
10070980	2	good
10070989	2	bad
10071036	3	bad
10071037	5	good
10071052	2	bad
10071053	5	good
10071056	5	good
10071073	2	bad
10071076	5	bad
10071084	2	good
10071090	2	good
10071104	2	bad
10071124	2	good
10071130	2	bad
10071138	5	good
10071148	2	good
10071151	2	good
10071156	2	bad
10071159	2	good
10071180	5	good
10071197	2	good
10071202	2	good
10071266	2	bad
10071287	2	good
10071315	2	good
10071401	2	bad
10071416	2	good
10071443	2	good
10071471	2	good
10071502	2	bad
10071521	2	good
10071546	2	bad
10071572	5	bad
10071590	2	good
10071612	2	good
10071630	5	bad
10071631	2	good
10071651	2	bad
10071653	2	bad
10071659	2	bad
10071691	2	good
10071696	2	good
10071708	2	bad
10071712	2	good
10071713	2	bad
10071718	5	good
10071720	2	bad
10071726	5	bad
10071749	5	good
10071770	2	good
10071786	2	good
10071796	5	good
10071797	5	good
10071802	2	good
10071838	2	good
10071876	2	bad
10071882	2	bad
10071891	5	bad
10071892	2	good
10071894	2	good
10071925	2	good
10071936	2	good
10071964	2	good
10071968	2	bad
10071980	2	bad
10071985	2	good
10071989	2	good
10071998	2	good
10072037	2	good
10072069	5	bad
10072071	5	bad
10072089	3	good
10072102	2	good
10072109	2	bad
10072111	2	good
10072121	2	good
10072133	2	bad
10072146	2	good
10072182	2	good
10072196	2	good
10072199	2	good
10072251	2	good
10072294	2	good
10072358	2	bad
10072376	5	bad
10072382	2	good
10072426	2	good
10072474	5	good
10072501	2	bad
10072533	5	bad
10072544	5	bad
10072545	2	good
10072611	2	bad
10072624	5	good
10072660	2	good
10072681	2	good
10072708	2	good
10072732	5	bad
10072735	2	good
10072739	2	good
10072755	2	good
10072766	5	good
10072767	2	bad
10072776	2	bad
10072819	2	good
10072825	5	good
10072842	2	good
10072847	2	good
10072872	2	good
10072886	2	good
10072906	5	good
10072907	2	bad
10072915	2	good
10072932	2	good
10072958	2	good
10072965	2	good
10072977	2	good
10072994	2	good
10073000	2	bad
10073008	2	bad
10073030	5	good
10073031	2	good
10073034	5	bad
10073045	2	bad
10073072	2	good
10073109	2	good
10073128	2	good
10073152	2	good
10073171	5	good
10073184	2	bad
10073188	5	bad
10073214	2	good
10073240	2	good
10073257	2	good
10073259	2	bad
10073271	2	good
10073283	2	bad
10073305	2	good
10073315	2	good
10073338	2	bad
10073342	2	bad
10073364	5	good
10073365	2	bad
10073369	2	bad
10073397	2	good
10073415	2	good
10073436	2	good
10073454	2	good
10073469	5	good
10073495	2	bad
10073508	2	good
10073540	2	bad
10073551	2	good
10073597	2	good
10073615	2	bad
10073621	5	good
10073625	2	bad
10073628	2	bad
10073630	5	bad
10073635	2	good
10073651	2	good
10073719	2	bad
10073740	2	good
10073749	2	good
10073759	2	good
10073821	2	good
10073827	2	good
10073832	2	good
10073887	2	good
10073906	2	bad
10073939	2	good
10073949	2	bad
10073970	6	bad
10074012	2	bad
10074049	2	good
10074060	5	bad
10074065	2	bad
10074087	2	bad
10074093	2	good
10074114	2	bad
10074121	2	bad
10074122	5	bad
10074146	2	good
10074158	2	good
10074159	2	bad
10074189	2	good
10074195	2	good
10074196	2	good
10074228	2	good
10074232	2	good
10074254	2	bad
10074258	2	good
10074308	2	good
10074359	2	bad
10074362	2	good
10074370	2	bad
10074394	2	good
10074417	2	bad
10074462	2	bad
10074504	2	good
10074528	2	good
10074542	2	good
10074564	5	bad
10074582	2	good
10074592	2	good
10074605	2	good
10074618	2	good
10074623	5	good
10074660	2	bad
10074684	2	good
10074694	2	bad
10074711	2	bad
10074751	2	bad
10074765	2	good
10074766	2	bad
10074783	2	bad
10074801	2	good
10074839	5	bad
10074870	2	good
10074921	2	bad
10074927	2	good
10074930	2	good
10074955	2	bad
10075086	2	good
10075098	2	bad
10075117	5	good
10075144	5	bad
10075162	5	good
10075181	6	bad
10075182	2	bad
10075186	2	bad
10075191	2	good
10075218	2	good
10075225	2	bad
10075245	2	bad
10075252	2	bad
10075260	2	bad
10075279	2	good
10075285	2	bad
10075296	2	good
10075370	2	good
10075392	2	bad
10075444	2	bad
10075495	2	good
10075517	2	good
10075539	2	bad
10075546	2	bad
10075588	5	good
10075618	2	bad
10075644	2	bad
10075658	2	good
10075663	2	bad
10075666	2	good
10075669	2	good
10075688	2	good
10075763	2	good
10075787	2	good
10075792	2	bad
10075795	2	good
10075817	2	good
10075826	2	good
10075828	5	good
10075863	5	bad
10075913	2	good
10075941	2	bad
10075944	2	good
10075952	2	good
10075975	2	good
10076015	2	bad
10076018	2	good
10076035	2	good
10076036	2	good
10076054	2	bad
10076078	2	good
10076101	2	good
10076132	2	good
10076140	2	bad
10076148	2	good
10076153	2	bad
10076179	2	good
10076189	2	good
10076192	2	good
10076269	2	bad
10076272	2	bad
10076275	5	bad
10076284	2	good
10076285	2	good
10076325	5	good
10076362	2	good
10076394	2	good
10076417	2	bad
10076435	2	bad
10076448	5	bad
10076484	5	good
10076497	2	bad
10076499	2	good
10076521	2	good
10076542	2	bad
10076549	2	good
10076550	5	bad
10076553	2	good
10076566	2	good
10076571	2	good
10076574	2	good
10076596	2	good
10076607	2	bad
10076614	5	good
10076640	5	bad
10076684	5	good
10076694	2	good
10076711	2	bad
10076735	5	bad
10076741	5	good
10076764	5	good
10076805	2	good
10076826	5	good
10076852	2	good
10076862	2	good
10076880	2	good
10076897	2	bad
10076908	2	bad
10076918	2	good
10076939	2	good
10076944	2	good
10076957	2	good
10076959	2	good
10076961	5	bad
10076966	2	good
10077003	2	good
10077017	2	good
10077021	2	bad
10077024	2	good
10077026	2	good
10077039	2	good
10077049	5	good
10077055	2	bad
10077071	5	good
10077079	2	good
10077106	2	good
10077118	2	good
10077137	2	bad
10077148	2	good
10077162	2	good
10077182	2	good
10077210	5	good
10077219	2	good
10077271	2	bad
10077351	2	bad
10077392	2	bad
10077393	2	good
10077395	2	bad
10077412	2	good
10077413	2	good
10077441	2	bad
10077450	2	good
10077469	5	bad
10077476	2	good
10077492	2	good
10077524	2	bad
10077561	2	good
10077570	2	good
10077613	2	good
10077623	2	good
10077639	2	good
10077667	2	good
10077682	2	bad
10077693	2	bad
10077737	2	bad
10077769	2	good
10077776	5	good
10077881	2	good
10077891	2	good
10077922	2	good
10077941	5	bad
10077944	2	good
10077947	2	good
10077959	2	bad
10077969	5	good
10077983	5	good
10078001	2	good
10078004	2	bad
10078025	2	good
10078029	5	good
10078037	2	good
10078040	5	good
10078119	2	good
10078132	2	bad
10078188	2	bad
10078217	2	good
10078221	2	good
10078224	2	good
10078232	2	good
10078234	5	bad
10078256	5	bad
10078258	2	good
10078262	2	bad
10078287	2	bad
10078290	2	good
10078294	2	good
10078311	5	bad
10078329	2	bad
10078337	5	bad
10078421	5	good
10078431	2	good
10078442	5	good
10078455	2	good
10078561	2	good
10078618	2	good
10078630	2	bad
10078644	2	bad
10078650	5	good
10078664	2	good
10078682	5	bad
10078684	5	good
10078703	5	bad
10078704	2	bad
10078713	2	bad
10078723	2	bad
10078730	2	good
10078735	2	good
10078738	5	good
10078740	2	good
10078749	2	good
10078758	2	bad
10078760	5	good
10078804	2	bad
10078805	5	good
10078814	2	good
10078822	2	good
10078823	5	good
10078851	2	good
10078852	5	good
10078906	2	good
10078924	2	bad
10078932	2	good
10078933	2	good
10078939	2	good
10078950	2	good
10078954	5	bad
10078968	2	bad
10078992	2	good
10079000	2	good
10079002	2	bad
10079010	2	good
10079028	2	good
10079035	2	good
10079050	2	good
10079063	2	bad
10079129	2	good
10079143	2	good
10079159	2	good
10079171	2	bad
10079178	5	good
10079186	2	good
10079209	5	bad
10079224	5	good
10079251	2	bad
10079254	2	good
10079312	2	bad
10079313	2	good
10079317	2	good
10079327	5	good
10079329	5	bad
10079342	2	good
10079344	2	good
10079346	2	good
10079383	2	bad
10079469	2	good
10079486	5	good
10079494	2	bad
10079499	2	good
10079535	2	bad
10079590	2	good
10079627	2	bad
10079655	2	good
10079665	5	bad
10079672	5	good
10079702	2	good
10079717	2	good
10079724	5	bad
10079742	2	good
10079743	2	bad
10079748	2	good
10079752	2	good
10079769	2	bad
10079787	5	bad
10079810	2	good
10079829	2	good
10079836	5	bad
10079849	5	good
10079885	5	good
10079887	5	good
10079892	2	good
10079898	5	bad
10079948	2	bad
10080002	5	good
10080009	2	good
10080030	2	good
10080045	2	bad
10080073	2	good
10080081	2	bad
10080136	2	bad
10080150	2	bad
10080171	2	good
10080179	2	bad
10080195	2	good
10080200	5	good
10080205	2	good
10080209	5	bad
10080211	2	good
10080229	2	good
10080248	2	bad
10080255	5	bad
10080258	2	bad
10080263	2	good
10080267	2	good
10080269	2	good
10080344	5	good
10080360	2	bad
10080371	5	good
10080376	2	good
10080387	5	bad
10080392	2	good
10080413	2	good
10080429	2	bad
10080431	5	good
10080441	2	good
10080491	2	bad
10080508	2	good
10080531	2	bad
10080558	2	good
10080567	2	good
10080583	2	good
10080597	7	bad
10080647	5	good
10080657	2	good
10080667	2	good
10080704	5	bad
10080752	2	good
10080757	2	good
10080765	2	good
10080776	2	good
10080780	2	good
10080796	2	good
10080807	2	good
10080812	2	good
10080827	2	bad
10080834	2	bad
10080855	2	good
10080861	2	bad
10080890	2	good
10080895	2	good
10080905	2	good
10080919	2	bad
10080962	2	bad
10080973	5	good
10081029	2	good
10081074	2	bad
10081091	2	good
10081107	2	bad
10081116	2	good
10081125	2	good
10081139	5	good
10081144	2	good
10081193	2	bad
10081230	2	good
10081254	2	good
10081256	2	bad
10081291	2	good
10081330	2	good
10081352	5	good
10081356	2	bad
10081360	3	good
10081366	2	good
10081369	2	good
10081400	2	good
10081408	2	good
10081432	2	good
10081436	2	good
10081439	2	good
10081447	2	bad
10081450	2	good
10081492	2	bad
10081512	2	good
10081528	2	good
10081539	2	bad
10081567	2	good
10081583	2	good
10081621	2	bad
10081629	2	bad
10081630	5	good
10081631	2	good
10081635	2	bad
10081650	2	bad
10081666	2	good
10081685	2	bad
10081723	2	good
10081740	5	good
10081748	5	good
10081761	2	good
10081772	2	good
10081791	2	good
10081802	2	good
10081808	2	bad
10081848	2	good
10081868	5	good
10081877	5	good
10081981	2	bad
10081984	5	good
10081996	2	bad
10082001	2	bad
10082006	5	bad
10082030	2	good
10082039	5	good
10082061	2	good
10082078	5	bad
10082094	2	good
10082123	5	good
10082142	5	good
10082154	2	good
10082158	5	bad
10082161	5	good
10082180	2	good
10082183	2	bad
10082272	2	good
10082279	2	good
10082285	5	bad
10082319	2	good
10082363	2	good
10082365	5	good
10082381	2	good
10082454	2	good
10082457	2	good
10082491	5	good
10082502	2	bad
10082504	5	bad
10082518	2	good
10082529	2	good
10082556	2	good
10082559	2	good
10082567	2	good
10082578	2	good
10082599	2	good
10082609	2	good
10082616	2	good
10082622	2	bad
10082629	2	bad
10082647	5	bad
10082655	2	good
10082692	2	good
10082698	2	good
10082716	5	bad
10082723	2	good
10082746	2	bad
10082752	2	good
10082773	2	bad
10082774	2	bad
10082782	5	good
10082807	2	bad
10082828	2	good
10082837	2	good
10082912	2	bad
10082928	2	good
10082941	2	good
10082986	2	good
10082995	2	good
10083001	2	bad
10083010	2	bad
10083053	5	good
10083060	2	good
10083077	2	bad
10083126	2	good
10083149	2	good
10083187	5	good
10083202	2	good
10083207	2	good
10083209	5	good
10083216	2	good
10083238	2	good
10083265	2	good
10083286	2	good
10083293	2	good
10083304	2	good
10083312	5	bad
10083319	2	good
10083348	2	bad
10083361	5	bad
10083400	2	good
10083414	2	bad
10083437	2	good
10083493	2	good
10083526	2	bad
10083540	2	good
10083547	2	bad
10083577	2	good
10083601	2	bad
10083608	2	good
10083627	2	good
10083630	2	good
10083636	2	good
10083648	2	bad
10083650	5	bad
10083671	2	bad
10083698	5	good
10083721	2	bad
10083747	2	good
10083765	2	good
10083766	2	bad
10083772	2	good
10083774	2	good
10083777	2	good
10083794	5	bad
10083830	2	bad
10083837	2	good
10083846	2	good
10083894	5	bad
10083901	5	good
10083906	2	good
10083916	2	good
10083942	2	good
10083962	2	good
10083987	5	good
10083988	2	good
10084023	2	good
10084040	2	good
10084046	2	good
10084051	2	bad
10084052	2	bad
10084099	2	good
10084132	5	good
10084133	2	bad
10084135	2	good
10084136	2	bad
10084147	2	bad
10084149	2	good
10084152	2	good
10084165	2	bad
10084185	2	good
10084187	5	good
10084236	5	good
10084239	5	bad
10084248	2	good
10084249	5	bad
10084260	5	bad
10084268	2	good
10084271	2	good
10084298	2	bad
10084329	5	good
10084333	5	good
10084345	2	good
10084348	2	bad
10084377	2	bad
10084417	5	good
10084436	2	good
10084449	5	bad
10084478	2	good
10084511	5	bad
10084519	5	good
10084527	2	bad
10084537	2	bad
10084539	2	good
10084547	2	good
10084552	5	good
10084591	2	good
10084609	2	bad
10084624	2	good
10084636	2	bad
10084639	2	bad
10084645	5	bad
10084651	2	good
10084662	5	bad
10084668	2	good
10084686	2	bad
10084692	2	good
10084710	5	bad
10084779	2	good
10084785	2	good
10084788	2	good
10084795	2	good
10084822	5	bad
10084857	2	good
10084870	5	good
10084876	2	good
10084887	5	bad
10084923	2	good
10084964	5	good
10084980	2	good
10084984	2	bad
10084986	2	good
10084988	2	bad
10085014	5	bad
10085037	2	good
10085139	2	bad
