uid	streams-0-profile	streams-0-side_data_list-0-displaymatrix	streams-0-color_space	streams-0-tags-rotate	streams-1-codec_time_base	format-tags-compatible_brands	streams-1-sample_rate	streams-0-tags-encoder	format-tags-major_brand	streams-0-color_primaries	streams-1-time_base	streams-0-width	streams-0-coded_width	streams-0-display_aspect_ratio	streams-0-side_data_list-0-rotation	tag
10085644	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10085652	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10085667	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085681	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085688	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10085694	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085701	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085706	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085707	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085730	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10085732	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085753	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085762	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085764	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10085779	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085795	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085801	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085804	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085824	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10085828	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085852	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10085859	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10085862	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10085870	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10085902	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085903	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10085938	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10085949	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10085974	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086003	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086051	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086061	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086072	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086085	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086094	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086106	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086113	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086128	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086158	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086172	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10086190	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086241	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086242	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086249	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10086277	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10086291	1	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10086304	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086312	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086317	0	0	-1	2	2	0	2	-1	0	-1	2	1	1	2	1	good
10086342	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086343	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086348	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086389	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086414	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086417	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10086430	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086434	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086435	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086461	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10086476	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10086490	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086502	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	bad
10086503	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10086520	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086528	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086561	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086569	0	0	-1	2	2	0	2	-1	0	-1	2	1	1	2	1	bad
10086582	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086619	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086649	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086652	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086659	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086674	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10086721	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10086725	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10086775	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086800	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10086802	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10086817	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10086831	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086838	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10086841	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10086851	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10086864	1	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10086881	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10086891	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086918	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086930	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10086939	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10086947	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10086985	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087003	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087005	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087007	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087020	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087024	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087075	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087094	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	good
10087100	1	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	good
10087117	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087120	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	good
10087137	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10087143	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087156	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087166	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087195	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10087217	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087221	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087240	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087244	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087247	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087253	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10087258	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087259	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087262	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087271	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087287	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087302	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10087308	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087323	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087390	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087405	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087408	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087416	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087419	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087421	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087464	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087504	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087546	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087551	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087562	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10087580	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087636	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087650	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087655	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087677	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087685	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087687	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087693	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087698	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087713	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10087736	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087738	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087746	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087762	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087764	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087769	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087779	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087809	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10087819	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087839	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087872	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10087879	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10087891	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087895	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087920	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10087929	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087935	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10087942	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087965	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087967	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10087988	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10087993	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088004	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088008	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10088034	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088052	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088062	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088147	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088155	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088157	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088185	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088203	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088210	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088211	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088224	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088241	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10088268	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088269	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088286	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10088290	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088294	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088296	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10088302	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10088305	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10088320	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088343	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088344	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088351	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088361	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088389	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088404	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088406	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088408	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088409	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088425	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10088433	2	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	bad
10088495	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088502	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088510	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088520	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088522	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088533	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088539	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088544	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10088557	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088581	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10088605	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088608	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10088625	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088642	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10088662	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10088690	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10088709	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088723	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088732	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088761	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10088763	1	1	-1	1	2	0	2	0	0	-1	2	1	1	0	2	bad
10088769	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088870	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088924	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10088934	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10088945	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10088952	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10088963	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10088974	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089004	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089010	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089032	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10089034	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089060	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089065	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089071	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089097	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10089100	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089106	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10089108	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089113	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089149	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089187	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089195	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089210	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089214	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10089217	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089237	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089264	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089292	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089298	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089303	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089306	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089319	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10089344	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089371	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089439	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10089441	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089464	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089489	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089495	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10089498	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089510	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089517	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089623	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10089637	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10089643	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089663	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089680	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089683	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089692	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089706	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10089712	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10089737	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089755	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10089825	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089833	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10089891	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089903	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089912	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089916	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10089923	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10089959	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10089977	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10089986	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090042	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090053	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090059	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10090088	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090108	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090154	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10090155	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090166	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090182	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10090187	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	good
10090188	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090201	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090204	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10090210	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090270	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090285	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090319	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090323	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090360	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090362	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090366	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090394	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090419	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090423	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090455	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090469	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090478	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090488	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090494	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090495	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090519	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10090534	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090540	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090554	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090576	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090577	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10090582	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090583	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10090590	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090593	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10090605	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090636	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090646	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090651	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090660	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090662	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090664	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090670	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090702	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10090705	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090708	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090742	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090773	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090797	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10090811	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090828	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090856	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10090884	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090903	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10090934	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10090940	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090949	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10090984	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10090995	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10091010	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10091025	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10091027	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10091037	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10091045	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10091076	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10091099	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10091206	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10091216	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10091221	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10091231	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10091241	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10091242	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10091247	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10091255	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
