uid	streams-0-profile	streams-0-side_data_list-0-displaymatrix	streams-0-color_space	streams-0-tags-rotate	streams-1-codec_time_base	format-tags-compatible_brands	streams-1-sample_rate	streams-0-tags-encoder	format-tags-major_brand	streams-0-color_primaries	streams-1-time_base	streams-0-width	streams-0-coded_width	streams-0-display_aspect_ratio	streams-0-side_data_list-0-rotation	tag
10048701	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048707	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048712	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10048739	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10048764	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10048787	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048796	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048812	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10048813	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10048816	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10048922	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048932	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10048940	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10048953	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048976	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10048983	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049025	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049038	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049040	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049056	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049067	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049081	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049086	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049088	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049096	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049100	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049113	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049118	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049126	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049144	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049166	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10049175	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10049194	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049198	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049235	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049237	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049243	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10049254	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049273	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049315	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10049326	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049356	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10049360	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10049389	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049402	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10049417	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049419	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10049467	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049474	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10049522	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049542	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10049545	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049552	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049553	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049573	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049592	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10049594	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049608	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049616	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10049661	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049691	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049693	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049714	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10049728	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049729	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049769	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049788	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10049790	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049796	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10049797	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049805	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049850	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049878	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049882	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049892	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10049940	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10049962	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10049981	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10049985	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10049994	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050002	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050003	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050035	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10050062	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050067	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050073	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10050099	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050101	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050105	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050126	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10050149	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050158	1	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	good
10050191	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050206	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050215	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050225	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050239	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10050240	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050242	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050243	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050251	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050260	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10050270	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050271	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10050277	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050279	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050284	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050290	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10050291	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050292	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10050313	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050314	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050323	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050336	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050342	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050345	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050348	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050356	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050374	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050383	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050392	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050404	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10050415	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10050416	2	-1	-1	-1	2	1	2	-1	1	-1	2	1	1	2	-1	bad
10050422	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050433	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050458	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050464	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050496	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10050500	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050528	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	bad
10050559	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050591	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050661	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050672	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050681	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10050702	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10050741	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050756	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10050757	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050800	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050803	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050805	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050814	2	2	-1	0	2	0	2	-1	0	-1	2	1	1	2	0	good
10050817	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10050839	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050850	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050851	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050878	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050879	2	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	good
10050906	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10050944	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050954	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10050968	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10050991	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051004	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051014	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051022	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10051023	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051036	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10051039	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051072	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051093	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051118	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10051122	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10051133	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10051141	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051147	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051182	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051213	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051214	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051217	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051227	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10051239	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051243	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051257	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051273	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051291	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10051297	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051301	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051338	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051341	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051388	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10051420	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051432	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051453	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051457	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051459	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051460	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051484	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051498	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051500	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051506	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10051507	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10051547	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10051550	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051552	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10051581	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10051587	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10051644	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051645	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10051653	2	1	-1	1	2	0	2	0	0	-1	2	1	1	2	2	good
10051656	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10051705	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051741	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051794	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051799	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051833	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051835	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051848	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051859	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051870	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051878	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051886	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10051889	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051914	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051920	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10051935	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051942	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051945	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051952	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051954	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10051980	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051981	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10051983	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10051999	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10052029	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052043	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052044	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052076	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052109	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10052152	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052156	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052185	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10052200	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052243	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10052258	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052262	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10052265	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052270	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052274	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052297	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10052323	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052326	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052351	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052353	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052369	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052381	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10052402	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052440	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052473	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052476	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052489	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052504	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052517	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052602	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10052611	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	bad
10052626	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052628	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052633	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052645	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10052663	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052677	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10052679	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052684	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052753	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052754	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052798	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052804	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10052864	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052895	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052911	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052934	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10052940	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052943	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10052945	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052948	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10052956	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10052964	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053024	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053052	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10053072	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053078	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10053121	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053126	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053159	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053170	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053204	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053256	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053268	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053273	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053303	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053315	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10053369	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053384	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	2	2	bad
10053396	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053405	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053410	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053415	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053446	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053480	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053491	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053498	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053507	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10053515	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053518	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053532	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053538	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053546	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053552	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053558	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053570	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053573	2	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	bad
10053589	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053612	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10053618	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053642	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053679	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053706	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10053730	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053733	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10053735	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053770	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053812	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053837	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10053842	1	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10053844	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053868	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053886	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053887	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053891	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053894	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053904	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10053924	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053926	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053947	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10053972	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10053976	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10053977	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10053992	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10054011	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10054013	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10054045	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10054046	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10054047	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054054	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10054085	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10054104	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054114	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10054124	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10054127	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054148	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054162	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10054174	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054181	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10054189	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10054196	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054210	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10054249	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10054257	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
