uid	streams-1-max_bit_rate	tag
10056289	5	bad
10056294	5	bad
10056304	5	good
10056307	5	good
10056326	5	good
10056328	4	good
10056330	5	bad
10056347	1	bad
10056359	5	good
10056366	3	good
10056397	5	good
10056415	5	good
10056428	5	good
10056429	4	bad
10056445	4	bad
10056447	5	bad
10056450	5	bad
10056461	5	good
10056470	5	good
10056473	4	good
10056515	5	bad
10056521	5	bad
10056532	5	good
10056548	4	good
10056549	0	good
10056565	5	bad
10056590	0	good
10056599	0	good
10056600	0	bad
10056614	5	good
10056666	0	bad
10056681	5	bad
10056685	5	bad
10056704	5	good
10056722	5	good
10056728	4	good
10056738	5	good
10056746	0	good
10056747	0	bad
10056774	5	good
10056802	0	bad
10056812	0	good
10056824	5	good
10056828	3	bad
10056843	3	good
10056877	0	good
10056920	5	bad
10056928	5	bad
10056940	0	bad
10056948	5	good
10056960	2	good
10056971	4	bad
10056974	0	bad
10057009	4	bad
10057013	5	good
10057032	5	good
10057047	5	good
10057052	4	good
10057054	5	good
10057056	5	good
10057059	5	good
10057068	5	good
10057086	0	good
10057099	5	good
10057105	5	good
10057107	5	good
10057122	5	good
10057132	5	good
10057159	4	bad
10057174	0	good
10057179	5	good
10057191	3	good
10057195	3	bad
10057196	3	good
10057199	5	good
10057200	5	good
10057202	1	bad
10057213	1	bad
10057218	5	good
10057229	3	bad
10057237	5	good
10057255	0	good
10057262	5	bad
10057266	5	good
10057271	5	good
10057326	5	good
10057331	0	bad
10057362	5	bad
10057368	5	good
10057380	5	good
10057394	5	bad
10057401	5	bad
10057406	3	bad
10057414	5	good
10057418	0	bad
10057463	5	bad
10057472	0	good
10057477	0	bad
10057479	0	good
10057498	4	bad
10057522	5	good
10057527	5	bad
10057534	5	good
10057598	5	good
10057618	5	bad
10057641	5	good
10057654	5	good
10057659	5	good
10057693	5	bad
10057703	5	good
10057746	5	bad
10057753	5	bad
10057804	5	bad
10057806	5	good
10057827	5	good
10057828	0	bad
10057829	5	good
10057846	5	good
10057855	5	good
10057858	5	good
10057859	5	bad
10057883	3	good
10057892	0	bad
10057894	5	bad
10057958	5	bad
10057993	5	good
10058004	5	good
10058018	5	bad
10058039	5	good
10058048	0	good
10058056	4	good
10058082	5	bad
10058085	5	bad
10058103	5	good
10058109	4	good
10058113	5	good
10058163	5	good
10058167	5	good
10058169	5	good
10058211	4	good
10058212	5	bad
10058220	5	bad
10058222	5	bad
10058300	5	good
10058302	5	good
10058310	0	bad
10058321	5	good
10058329	5	bad
10058335	3	good
10058369	0	bad
10058380	1	bad
10058387	5	bad
10058422	5	good
10058429	5	good
10058430	5	good
10058432	5	good
10058453	0	bad
10058454	0	bad
10058474	4	good
10058487	5	bad
10058493	5	bad
10058545	5	good
10058546	0	good
10058589	5	good
10058657	5	good
10058754	3	bad
10058758	5	bad
10058798	5	good
10058820	5	bad
10058825	5	good
10058831	5	bad
10058850	5	bad
10058867	5	bad
10058869	3	good
10058881	3	good
10058883	5	good
10058886	5	good
10058892	5	bad
10058896	0	good
10058911	0	good
10058917	5	bad
10058966	5	good
10058982	0	bad
10058989	5	bad
10059003	1	good
10059006	1	bad
10059014	5	good
10059037	5	good
10059051	1	good
10059077	5	good
10059081	4	good
10059095	5	bad
10059126	5	good
10059146	5	bad
10059155	4	good
10059166	5	good
10059179	0	good
10059213	5	good
10059222	4	bad
10059247	0	good
10059259	5	good
10059268	5	good
10059315	5	good
10059329	5	good
10059335	5	good
10059366	5	bad
10059372	5	good
10059418	0	bad
10059450	5	good
10059497	5	bad
10059501	5	good
10059505	0	good
10059515	5	good
10059522	5	good
10059537	5	bad
10059542	5	bad
10059555	5	bad
10059559	0	good
10059661	5	good
10059678	5	good
10059679	0	good
10059722	5	bad
10059724	0	bad
10059763	0	good
10059773	1	good
10059822	5	good
10059868	5	good
10059872	0	good
10059873	5	good
10059877	5	bad
10059885	0	bad
10059886	4	good
10059888	5	good
10059901	0	good
10059939	5	bad
10059960	5	good
10059978	5	bad
10059982	5	good
10059989	5	good
10060002	5	bad
10060008	0	bad
10060030	5	good
10060043	5	good
10060051	0	good
10060057	5	good
10060062	1	good
10060077	0	good
10060080	5	good
10060093	5	good
10060094	5	bad
10060131	5	good
10060148	5	bad
10060165	0	bad
10060198	5	good
10060206	0	bad
10060211	5	bad
10060214	1	good
10060218	0	bad
10060226	5	bad
10060229	4	bad
10060256	0	good
10060279	5	good
10060282	0	bad
10060283	5	good
10060305	0	good
10060316	5	bad
10060317	5	good
10060347	5	good
10060404	4	bad
10060421	1	good
10060442	5	good
10060445	0	bad
10060457	5	good
10060460	5	bad
10060464	5	bad
10060483	0	good
10060484	5	good
10060493	5	good
10060494	4	good
10060522	5	good
10060528	5	good
10060547	5	good
10060570	5	good
10060575	5	bad
10060577	0	good
10060600	0	good
10060603	5	good
10060643	5	good
10060665	5	good
10060673	5	good
10060697	4	good
10060708	0	good
10060714	5	good
10060758	5	good
10060790	5	good
10060791	5	good
10060825	5	good
10060832	5	good
10060838	5	good
10060845	5	good
10060847	5	bad
10060906	4	good
10060914	0	bad
10060923	0	good
10060936	5	good
10060944	0	good
10060972	5	good
10060974	0	good
10060991	1	bad
10061038	1	good
10061062	5	good
10061082	4	good
10061089	5	bad
10061091	5	bad
10061123	1	good
10061160	5	good
10061165	5	good
10061215	4	good
10061219	5	bad
10061235	1	good
10061248	5	bad
10061273	5	bad
10061280	1	good
10061301	5	bad
10061308	0	bad
10061318	5	good
10061333	5	good
10061335	4	good
10061345	4	bad
10061353	5	good
10061371	5	good
10061378	1	good
10061397	0	good
10061408	5	good
10061409	5	good
10061413	0	bad
10061418	4	good
10061437	5	good
10061448	5	good
10061462	5	good
10061463	5	good
10061505	0	bad
10061514	4	good
10061520	5	good
10061534	5	good
10061560	5	good
10061569	5	good
10061575	5	good
10061634	5	good
10061646	4	bad
10061660	5	bad
10061661	4	good
10061705	5	bad
10061736	4	bad
10061774	5	good
10061779	5	good
10061786	3	bad
10061787	5	good
10061804	5	good
10061874	5	good
10061928	5	good
10061964	5	good
10061978	5	good
10061987	5	bad
10062004	0	bad
10062016	5	good
10062041	5	good
10062065	5	good
10062079	5	good
10062093	5	good
10062095	5	good
10062100	4	good
10062108	4	good
10062116	5	good
10062120	5	good
10062124	1	good
10062147	5	bad
10062163	5	bad
10062167	5	good
10062173	5	good
10062187	5	good
10062199	5	good
10062234	5	good
10062239	5	good
10062262	5	good
10062298	5	good
10062310	0	bad
10062329	5	bad
10062334	5	good
10062376	4	good
10062382	5	bad
10062386	5	good
10062390	5	good
10062420	5	good
10062429	1	good
10062475	5	good
10062483	5	good
10062484	5	bad
10062499	5	good
10062599	5	good
10062608	0	bad
10062638	0	good
10062656	5	good
10062661	5	good
10062683	5	good
10062692	5	good
10062699	5	good
10062726	5	good
10062730	0	good
10062736	5	bad
10062788	5	good
10062802	3	good
10062805	5	bad
10062814	5	good
10062818	5	bad
10062831	5	good
10062869	5	bad
10062889	5	good
10062918	5	bad
10062928	5	good
10062952	0	bad
10062954	5	good
10062957	5	bad
10062962	5	good
10062970	5	bad
10062983	5	bad
10063000	0	good
10063001	5	good
10063003	5	bad
10063010	5	bad
10063020	5	good
10063051	5	good
10063057	5	good
10063068	5	bad
10063084	5	good
10063099	5	good
10063110	3	good
10063124	1	good
10063172	5	good
10063177	5	good
10063214	0	good
10063222	3	bad
10063224	0	bad
10063234	5	good
10063250	0	good
10063257	0	bad
10063317	0	good
10063341	5	bad
10063363	5	good
10063371	5	good
10063373	5	good
10063387	5	good
10063411	5	good
10063414	5	good
10063440	5	good
10063442	1	good
10063473	3	good
10063475	3	bad
10063482	5	good
10063532	5	good
10063542	5	good
10063544	5	bad
10063548	5	good
10063575	5	good
10063589	0	good
10063601	4	good
10063655	5	good
10063675	1	bad
10063678	0	bad
10063684	5	good
10063702	5	good
10063708	5	good
10063757	5	good
10063765	5	good
10063773	5	good
10063785	0	bad
10063788	0	good
10063795	5	bad
10063838	0	good
10063897	5	good
10063901	0	bad
10063912	5	good
10063922	4	bad
10063923	5	good
10063936	5	bad
10063948	5	good
10063986	0	good
10063990	0	bad
10064010	5	good
10064019	0	good
10064056	5	bad
10064061	5	good
10064093	5	good
10064101	0	bad
10064106	5	good
10064140	5	bad
10064144	5	bad
10064151	0	good
10064209	4	bad
10064241	0	good
10064262	5	bad
10064267	3	good
10064276	0	good
10064279	5	good
10064318	5	bad
10064339	0	bad
10064354	0	good
10064361	5	bad
10064363	5	good
10064365	5	good
10064368	5	bad
10064372	5	good
10064378	0	good
10064394	0	good
10064430	0	good
10064434	5	good
10064447	5	bad
10064457	5	bad
10064500	5	good
10064523	0	bad
10064527	5	bad
10064529	5	good
10064571	5	good
10064600	5	good
10064609	5	bad
10064617	4	good
10064626	5	bad
10064642	5	bad
10064649	5	good
10064653	4	good
10064655	5	bad
10064662	5	good
10064670	5	bad
10064678	3	bad
10064717	3	good
10064723	5	good
10064752	5	bad
10064771	0	bad
10064799	5	bad
10064803	5	good
10064812	0	bad
10064877	5	bad
10064878	5	good
10064895	0	good
10064904	5	bad
10064909	0	good
10064911	5	bad
10064943	5	good
10064944	5	bad
10064955	5	good
10064987	5	good
10065001	0	good
10065094	5	good
10065099	5	bad
10065120	5	good
10065159	5	good
10065214	5	bad
10065240	5	good
10065243	5	good
10065260	0	good
10065266	5	good
10065286	5	good
10065290	5	good
10065308	0	good
10065312	5	good
10065328	5	good
10065335	5	good
10065352	3	good
10065386	5	bad
10065394	5	good
10065401	5	good
10065404	4	good
10065408	0	good
10065409	5	bad
10065412	5	good
10065423	0	good
10065462	5	bad
10065471	5	bad
10065489	5	good
10065506	5	good
10065522	5	good
10065525	4	good
10065534	5	good
10065557	5	good
10065567	0	good
10065568	0	good
10065587	0	bad
10065619	5	good
10065621	5	bad
10065630	4	good
10065641	0	bad
10065654	5	good
10065655	5	good
10065669	5	bad
10065679	5	good
10065719	4	good
10065742	5	bad
10065745	0	good
10065769	0	good
10065775	5	good
10065787	5	good
10065845	0	good
10065857	0	good
10065908	3	good
10065926	4	good
10065955	0	good
10065965	0	bad
10065966	0	good
10065990	5	bad
10066008	5	good
10066039	0	good
10066055	4	bad
10066086	5	good
10066089	5	good
10066101	3	good
10066111	5	good
10066130	5	bad
10066178	5	bad
10066181	5	good
10066215	0	good
10066222	5	good
10066233	5	good
10066243	5	good
10066256	5	good
10066275	5	good
10066297	5	good
10066307	0	bad
10066342	0	good
10066344	5	good
10066360	0	bad
10066397	5	good
10066460	5	bad
10066474	5	good
10066493	5	good
10066508	0	bad
10066520	5	good
10066545	5	good
10066551	5	good
10066554	5	good
10066561	4	good
10066570	5	good
10066571	5	bad
10066584	0	good
10066594	5	good
10066619	5	bad
10066648	5	bad
10066676	5	good
10066690	0	bad
10066692	0	bad
10066693	0	bad
10066709	3	good
10066715	3	good
10066718	0	good
10066724	5	good
10066726	5	good
10066735	0	good
10066770	0	good
10066780	5	good
10066796	4	good
10066831	0	good
10066836	0	good
10066907	5	bad
10066929	4	good
10066937	5	bad
10066954	5	bad
10066956	5	good
10066962	5	bad
10066977	5	bad
10066990	5	good
10067016	3	bad
10067026	5	good
10067064	5	good
10067074	4	good
10067109	5	bad
10067113	5	bad
10067116	5	bad
10067129	5	good
10067135	5	good
10067136	5	good
10067137	5	bad
10067139	5	bad
10067180	5	good
10067210	5	good
10067222	0	good
10067254	5	good
10067302	5	good
10067320	5	good
10067324	5	good
10067328	5	good
10067332	4	bad
10067340	5	good
10067366	0	bad
10067408	3	good
10067451	5	good
10067465	5	good
10067467	5	bad
10067483	5	good
10067498	5	good
10067529	5	bad
10067546	5	good
10067555	5	good
10067568	5	good
10067571	5	good
10067588	5	good
10067621	5	good
10067686	4	good
10067733	5	bad
10067750	5	good
10067769	4	good
10067777	3	good
10067787	0	good
10067799	5	bad
10067820	5	good
10067826	0	bad
10067872	0	good
10067945	3	bad
10067986	0	bad
10067988	0	good
10068006	5	bad
10068008	5	good
10068028	5	good
10068047	4	bad
10068055	5	good
10068074	5	good
10068121	5	good
10068143	5	good
10068148	5	good
10068173	5	good
10068193	3	good
10068198	4	good
10068211	5	bad
10068230	5	good
10068266	0	good
10068267	0	bad
10068275	5	good
10068289	1	good
10068313	5	bad
10068319	5	bad
10068326	1	good
10068334	4	good
10068361	5	good
10068397	5	good
10068405	5	good
10068414	5	good
10068445	0	bad
10068453	5	bad
10068468	0	good
10068471	5	bad
10068474	3	bad
10068480	0	good
10068499	5	good
10068502	5	good
10068506	5	bad
10068521	0	good
10068531	0	bad
10068539	5	bad
10068542	5	good
10068626	0	good
10068630	5	good
10068654	0	bad
10068662	0	good
10068674	0	bad
10068685	5	good
10068692	5	good
10068699	5	good
10068704	5	good
10068714	1	good
10068799	0	bad
10068808	4	good
10068820	5	good
10068835	1	bad
10068845	1	bad
10068859	5	bad
10068882	3	bad
10068891	5	good
10068894	3	good
10068904	3	good
10068916	0	good
10068959	5	good
10068979	4	bad
10068982	5	good
10069051	5	good
10069059	5	bad
10069082	0	bad
10069091	5	bad
10069098	5	good
10069113	5	good
10069125	5	good
10069130	5	good
10069163	5	good
10069170	5	bad
10069185	0	good
10069199	5	good
10069206	5	good
10069227	5	good
10069241	3	good
10069253	5	good
10069266	5	good
10069267	5	good
10069283	5	good
10069288	5	good
10069302	5	good
10069337	5	bad
10069373	5	good
10069383	5	good
10069436	3	good
10069440	5	good
10069461	5	good
10069474	5	good
10069538	5	bad
10069543	5	bad
10069591	0	bad
10069612	5	good
10069643	5	good
10069667	5	good
10069721	5	good
10069737	5	bad
10069801	5	good
10069803	5	good
10069806	0	good
10069817	5	good
10069823	4	good
10069833	0	bad
10069865	0	bad
10069873	4	good
10069890	5	good
10069919	5	good
10069943	5	good
10069959	5	good
10069981	5	good
10070028	0	good
10070032	5	good
10070037	5	good
10070041	0	good
10070045	4	good
10070057	5	bad
10070077	5	good
10070124	5	good
10070145	1	bad
10070150	5	bad
10070189	0	good
10070193	4	bad
10070195	4	good
10070196	0	good
10070242	3	bad
10070245	4	good
10070246	5	good
10070249	5	good
10070262	5	good
10070266	1	good
10070270	0	good
10070282	3	good
10070286	0	good
10070295	5	good
10070297	5	good
10070315	5	good
10070320	0	good
10070395	5	good
10070397	5	bad
10070431	5	good
10070459	5	good
10070492	0	bad
10070495	5	bad
10070512	5	bad
10070520	5	bad
10070541	4	good
10070545	5	good
10070587	5	good
10070623	0	good
10070636	0	good
10070641	5	bad
10070646	3	good
10070655	5	good
10070674	0	good
10070701	1	good
10070725	5	good
10070745	0	bad
10070746	5	bad
10070757	5	good
10070770	5	good
10070794	0	good
10070809	5	bad
10070818	4	good
10070851	5	good
10070871	0	good
10070882	1	good
10070903	4	bad
10070914	0	good
10070947	0	bad
10070980	5	good
10070989	4	bad
10071036	0	bad
10071037	0	good
10071052	5	bad
10071053	0	good
10071056	0	good
10071073	5	bad
10071076	0	bad
10071084	4	good
10071090	3	good
10071104	5	bad
10071124	5	good
10071130	5	bad
10071138	0	good
10071148	5	good
10071151	5	good
10071156	5	bad
10071159	5	good
10071180	0	good
10071197	5	good
10071202	5	good
10071266	5	bad
10071287	5	good
10071315	4	good
10071401	5	bad
10071416	5	good
10071443	5	good
10071471	5	good
10071502	5	bad
10071521	5	good
10071546	5	bad
10071572	0	bad
10071590	4	good
10071612	5	good
10071630	0	bad
10071631	5	good
10071651	5	bad
10071653	5	bad
10071659	4	bad
10071691	1	good
10071696	5	good
10071708	5	bad
10071712	5	good
10071713	5	bad
10071718	0	good
10071720	5	bad
10071726	1	bad
10071749	0	good
10071770	5	good
10071786	5	good
10071796	0	good
10071797	0	good
10071802	5	good
10071838	5	good
10071876	5	bad
10071882	5	bad
10071891	0	bad
10071892	5	good
10071894	5	good
10071925	5	good
10071936	5	good
10071964	5	good
10071968	5	bad
10071980	5	bad
10071985	5	good
10071989	4	good
10071998	5	good
10072037	5	good
10072069	0	bad
10072071	1	bad
10072089	0	good
10072102	5	good
10072109	5	bad
10072111	5	good
10072121	5	good
10072133	3	bad
10072146	5	good
10072182	5	good
10072196	5	good
10072199	5	good
10072251	5	good
10072294	5	good
10072358	5	bad
10072376	0	bad
10072382	5	good
10072426	5	good
10072474	0	good
10072501	5	bad
10072533	0	bad
10072544	0	bad
10072545	5	good
10072611	5	bad
10072624	0	good
10072660	5	good
10072681	5	good
10072708	3	good
10072732	1	bad
10072735	5	good
10072739	5	good
10072755	4	good
10072766	0	good
10072767	5	bad
10072776	5	bad
10072819	3	good
10072825	0	good
10072842	5	good
10072847	4	good
10072872	3	good
10072886	5	good
10072906	0	good
10072907	5	bad
10072915	5	good
10072932	5	good
10072958	4	good
10072965	5	good
10072977	5	good
10072994	5	good
10073000	3	bad
10073008	5	bad
10073030	0	good
10073031	5	good
10073034	0	bad
10073045	5	bad
10073072	5	good
10073109	5	good
10073128	4	good
10073152	4	good
10073171	0	good
10073184	5	bad
10073188	0	bad
10073214	5	good
10073240	5	good
10073257	5	good
10073259	5	bad
10073271	5	good
10073283	5	bad
10073305	5	good
10073315	5	good
10073338	5	bad
10073342	5	bad
10073364	0	good
10073365	5	bad
10073369	5	bad
10073397	5	good
10073415	5	good
10073436	5	good
10073454	5	good
10073469	0	good
10073495	5	bad
10073508	5	good
10073540	4	bad
10073551	5	good
10073597	5	good
10073615	5	bad
10073621	0	good
10073625	5	bad
10073628	5	bad
10073630	0	bad
10073635	5	good
10073651	5	good
10073719	5	bad
10073740	5	good
10073749	3	good
10073759	5	good
10073821	4	good
10073827	5	good
10073832	3	good
10073887	5	good
10073906	5	bad
10073939	5	good
10073949	5	bad
10073970	5	bad
10074012	5	bad
10074049	1	good
10074060	0	bad
10074065	5	bad
10074087	5	bad
10074093	5	good
10074114	5	bad
10074121	3	bad
10074122	0	bad
10074146	5	good
10074158	5	good
10074159	5	bad
10074189	5	good
10074195	4	good
10074196	5	good
10074228	5	good
10074232	5	good
10074254	4	bad
10074258	5	good
10074308	5	good
10074359	5	bad
10074362	4	good
10074370	5	bad
10074394	3	good
10074417	3	bad
10074462	5	bad
10074504	5	good
10074528	5	good
10074542	5	good
10074564	0	bad
10074582	5	good
10074592	5	good
10074605	5	good
10074618	4	good
10074623	0	good
10074660	5	bad
10074684	5	good
10074694	5	bad
10074711	4	bad
10074751	5	bad
10074765	5	good
10074766	5	bad
10074783	5	bad
10074801	3	good
10074839	0	bad
10074870	5	good
10074921	0	bad
10074927	5	good
10074930	5	good
10074955	5	bad
10075086	3	good
10075098	3	bad
10075117	0	good
10075144	0	bad
10075162	5	good
10075181	5	bad
10075182	5	bad
10075186	5	bad
10075191	4	good
10075218	5	good
10075225	5	bad
10075245	4	bad
10075252	5	bad
10075260	5	bad
10075279	5	good
10075285	5	bad
10075296	5	good
10075370	3	good
10075392	5	bad
10075444	5	bad
10075495	5	good
10075517	5	good
10075539	5	bad
10075546	5	bad
10075588	0	good
10075618	5	bad
10075644	5	bad
10075658	5	good
10075663	5	bad
10075666	5	good
10075669	5	good
10075688	4	good
10075763	5	good
10075787	4	good
10075792	4	bad
10075795	4	good
10075817	5	good
10075826	5	good
10075828	0	good
10075863	1	bad
10075913	4	good
10075941	4	bad
10075944	5	good
10075952	5	good
10075975	5	good
10076015	5	bad
10076018	5	good
10076035	5	good
10076036	4	good
10076054	4	bad
10076078	5	good
10076101	5	good
10076132	5	good
10076140	5	bad
10076148	5	good
10076153	5	bad
10076179	4	good
10076189	5	good
10076192	5	good
10076269	1	bad
10076272	5	bad
10076275	0	bad
10076284	5	good
10076285	5	good
10076325	0	good
10076362	5	good
10076394	5	good
10076417	5	bad
10076435	5	bad
10076448	0	bad
10076484	0	good
10076497	4	bad
10076499	5	good
10076521	5	good
10076542	5	bad
10076549	5	good
10076550	0	bad
10076553	5	good
10076566	5	good
10076571	5	good
10076574	5	good
10076596	5	good
10076607	5	bad
10076614	0	good
10076640	0	bad
10076684	0	good
10076694	5	good
10076711	5	bad
10076735	0	bad
10076741	0	good
10076764	0	good
10076805	5	good
10076826	0	good
10076852	5	good
10076862	5	good
10076880	5	good
10076897	3	bad
10076908	5	bad
10076918	5	good
10076939	5	good
10076944	5	good
10076957	5	good
10076959	5	good
10076961	0	bad
10076966	5	good
10077003	5	good
10077017	5	good
10077021	5	bad
10077024	5	good
10077026	5	good
10077039	5	good
10077049	0	good
10077055	5	bad
10077071	0	good
10077079	5	good
10077106	5	good
10077118	5	good
10077137	5	bad
10077148	5	good
10077162	3	good
10077182	5	good
10077210	0	good
10077219	5	good
10077271	5	bad
10077351	5	bad
10077392	5	bad
10077393	5	good
10077395	4	bad
10077412	5	good
10077413	5	good
10077441	5	bad
10077450	5	good
10077469	0	bad
10077476	5	good
10077492	5	good
10077524	5	bad
10077561	5	good
10077570	5	good
10077613	5	good
10077623	5	good
10077639	3	good
10077667	4	good
10077682	5	bad
10077693	5	bad
10077737	3	bad
10077769	5	good
10077776	0	good
10077881	5	good
10077891	5	good
10077922	5	good
10077941	0	bad
10077944	5	good
10077947	3	good
10077959	5	bad
10077969	0	good
10077983	0	good
10078001	4	good
10078004	5	bad
10078025	5	good
10078029	0	good
10078037	5	good
10078040	0	good
10078119	5	good
10078132	5	bad
10078188	5	bad
10078217	5	good
10078221	5	good
10078224	5	good
10078232	4	good
10078234	5	bad
10078256	0	bad
10078258	5	good
10078262	5	bad
10078287	4	bad
10078290	5	good
10078294	4	good
10078311	0	bad
10078329	5	bad
10078337	0	bad
10078421	0	good
10078431	5	good
10078442	0	good
10078455	5	good
10078561	3	good
10078618	5	good
10078630	4	bad
10078644	5	bad
10078650	0	good
10078664	5	good
10078682	0	bad
10078684	0	good
10078703	0	bad
10078704	3	bad
10078713	4	bad
10078723	5	bad
10078730	5	good
10078735	5	good
10078738	0	good
10078740	5	good
10078749	5	good
10078758	4	bad
10078760	0	good
10078804	5	bad
10078805	0	good
10078814	5	good
10078822	4	good
10078823	0	good
10078851	5	good
10078852	0	good
10078906	5	good
10078924	5	bad
10078932	3	good
10078933	5	good
10078939	5	good
10078950	5	good
10078954	0	bad
10078968	5	bad
10078992	5	good
10079000	5	good
10079002	5	bad
10079010	5	good
10079028	5	good
10079035	5	good
10079050	5	good
10079063	5	bad
10079129	5	good
10079143	5	good
10079159	5	good
10079171	5	bad
10079178	0	good
10079186	5	good
10079209	0	bad
10079224	0	good
10079251	5	bad
10079254	5	good
10079312	5	bad
10079313	5	good
10079317	5	good
10079327	0	good
10079329	0	bad
10079342	5	good
10079344	5	good
10079346	5	good
10079383	5	bad
10079469	5	good
10079486	0	good
10079494	5	bad
10079499	4	good
10079535	5	bad
10079590	5	good
10079627	5	bad
10079655	5	good
10079665	1	bad
10079672	0	good
10079702	0	good
10079717	5	good
10079724	0	bad
10079742	5	good
10079743	5	bad
10079748	1	good
10079752	5	good
10079769	5	bad
10079787	0	bad
10079810	4	good
10079829	5	good
10079836	0	bad
10079849	0	good
10079885	0	good
10079887	0	good
10079892	5	good
10079898	0	bad
10079948	5	bad
10080002	0	good
10080009	5	good
10080030	4	good
10080045	5	bad
10080073	5	good
10080081	5	bad
10080136	5	bad
10080150	5	bad
10080171	5	good
10080179	4	bad
10080195	5	good
10080200	0	good
10080205	5	good
10080209	0	bad
10080211	3	good
10080229	5	good
10080248	5	bad
10080255	0	bad
10080258	5	bad
10080263	5	good
10080267	4	good
10080269	5	good
10080344	0	good
10080360	5	bad
10080371	0	good
10080376	5	good
10080387	0	bad
10080392	5	good
10080413	5	good
10080429	4	bad
10080431	0	good
10080441	2	good
10080491	5	bad
10080508	5	good
10080531	5	bad
10080558	5	good
10080567	5	good
10080583	3	good
10080597	5	bad
10080647	0	good
10080657	5	good
10080667	5	good
10080704	0	bad
10080752	5	good
10080757	5	good
10080765	5	good
10080776	5	good
10080780	5	good
10080796	5	good
10080807	5	good
10080812	5	good
10080827	5	bad
10080834	5	bad
10080855	5	good
10080861	5	bad
10080890	5	good
10080895	5	good
10080905	5	good
10080919	5	bad
10080962	5	bad
10080973	0	good
10081029	5	good
10081074	5	bad
10081091	5	good
10081107	4	bad
10081116	5	good
10081125	5	good
10081139	0	good
10081144	5	good
10081193	5	bad
10081230	5	good
10081254	5	good
10081256	5	bad
10081291	5	good
10081330	5	good
10081352	0	good
10081356	4	bad
10081360	0	good
10081366	5	good
10081369	5	good
10081400	5	good
10081408	5	good
10081432	4	good
10081436	4	good
10081439	5	good
10081447	5	bad
10081450	5	good
10081492	5	bad
10081512	5	good
10081528	5	good
10081539	5	bad
10081567	5	good
10081583	5	good
10081621	5	bad
10081629	5	bad
10081630	0	good
10081631	5	good
10081635	5	bad
10081650	5	bad
10081666	5	good
10081685	5	bad
10081723	5	good
10081740	1	good
10081748	0	good
10081761	5	good
10081772	5	good
10081791	5	good
10081802	5	good
10081808	5	bad
10081848	5	good
10081868	0	good
10081877	0	good
10081981	5	bad
10081984	0	good
10081996	4	bad
10082001	5	bad
10082006	0	bad
10082030	5	good
10082039	0	good
10082061	5	good
10082078	0	bad
10082094	5	good
10082123	1	good
10082142	0	good
10082154	5	good
10082158	0	bad
10082161	0	good
10082180	5	good
10082183	5	bad
10082272	5	good
10082279	5	good
10082285	0	bad
10082319	5	good
10082363	5	good
10082365	0	good
10082381	5	good
10082454	5	good
10082457	5	good
10082491	0	good
10082502	5	bad
10082504	0	bad
10082518	5	good
10082529	5	good
10082556	5	good
10082559	5	good
10082567	5	good
10082578	5	good
10082599	5	good
10082609	5	good
10082616	5	good
10082622	4	bad
10082629	5	bad
10082647	0	bad
10082655	4	good
10082692	5	good
10082698	5	good
10082716	0	bad
10082723	5	good
10082746	5	bad
10082752	5	good
10082773	4	bad
10082774	5	bad
10082782	0	good
10082807	5	bad
10082828	5	good
10082837	5	good
10082912	5	bad
10082928	5	good
10082941	5	good
10082986	5	good
10082995	5	good
10083001	5	bad
10083010	5	bad
10083053	0	good
10083060	5	good
10083077	5	bad
10083126	4	good
10083149	5	good
10083187	0	good
10083202	5	good
10083207	5	good
10083209	0	good
10083216	4	good
10083238	5	good
10083265	5	good
10083286	5	good
10083293	5	good
10083304	5	good
10083312	0	bad
10083319	5	good
10083348	1	bad
10083361	0	bad
10083400	5	good
10083414	5	bad
10083437	5	good
10083493	5	good
10083526	5	bad
10083540	5	good
10083547	5	bad
10083577	5	good
10083601	5	bad
10083608	1	good
10083627	5	good
10083630	5	good
10083636	4	good
10083648	5	bad
10083650	0	bad
10083671	4	bad
10083698	0	good
10083721	5	bad
10083747	5	good
10083765	5	good
10083766	5	bad
10083772	5	good
10083774	5	good
10083777	5	good
10083794	0	bad
10083830	5	bad
10083837	5	good
10083846	5	good
10083894	1	bad
10083901	0	good
10083906	5	good
10083916	5	good
10083942	5	good
10083962	4	good
10083987	0	good
10083988	5	good
10084023	4	good
10084040	5	good
10084046	5	good
10084051	5	bad
10084052	4	bad
10084099	5	good
10084132	0	good
10084133	5	bad
10084135	5	good
10084136	5	bad
10084147	5	bad
10084149	5	good
10084152	5	good
10084165	5	bad
10084185	5	good
10084187	0	good
10084236	0	good
10084239	0	bad
10084248	5	good
10084249	1	bad
10084260	0	bad
10084268	5	good
10084271	5	good
10084298	4	bad
10084329	0	good
10084333	0	good
10084345	5	good
10084348	5	bad
10084377	5	bad
10084417	0	good
10084436	5	good
10084449	0	bad
10084478	5	good
10084511	0	bad
10084519	0	good
10084527	4	bad
10084537	1	bad
10084539	1	good
10084547	5	good
10084552	0	good
10084591	5	good
10084609	5	bad
10084624	5	good
10084636	3	bad
10084639	5	bad
10084645	1	bad
10084651	5	good
10084662	1	bad
10084668	5	good
10084686	5	bad
10084692	5	good
10084710	0	bad
10084779	5	good
10084785	5	good
10084788	5	good
10084795	4	good
10084822	0	bad
10084857	5	good
10084870	0	good
10084876	5	good
10084887	0	bad
10084923	3	good
10084964	0	good
10084980	5	good
10084984	5	bad
