uid	streams-1-max_bit_rate	tag
10027914	5	bad
10027921	5	bad
10027940	5	bad
10027968	5	bad
10027986	5	bad
10028005	5	bad
10028012	3	bad
10028021	5	bad
10028057	5	bad
10028065	5	bad
10028066	5	good
10028082	5	good
10028091	5	good
10028094	5	bad
10028115	5	good
10028116	5	good
10028147	0	good
10028149	0	bad
10028151	5	good
10028154	4	bad
10028173	5	good
10028178	5	bad
10028183	1	good
10028196	5	good
10028202	5	good
10028203	5	bad
10028214	5	good
10028225	5	good
10028242	5	good
10028262	5	good
10028279	5	good
10028280	5	bad
10028285	0	bad
10028293	5	bad
10028306	0	good
10028314	5	bad
10028331	0	good
10028350	5	good
10028366	5	bad
10028376	5	good
10028402	5	good
10028406	4	bad
10028408	0	good
10028410	5	bad
10028451	5	good
10028485	0	bad
10028492	1	bad
10028515	5	bad
10028516	3	good
10028589	5	good
10028632	5	bad
10028638	5	bad
10028679	5	bad
10028683	5	good
10028686	1	good
10028695	5	bad
10028726	5	bad
10028735	0	bad
10028784	5	bad
10028841	5	good
10028859	5	good
10028881	0	bad
10028896	5	good
10028932	4	bad
10029013	5	good
10029038	0	good
10029060	5	good
10029073	5	bad
10029080	5	bad
10029088	0	good
10029120	5	good
10029123	0	bad
10029128	0	good
10029151	5	good
10029160	5	bad
10029186	5	good
10029188	0	good
10029191	0	good
10029192	5	bad
10029202	5	good
10029204	5	good
10029205	5	good
10029207	5	good
10029208	5	bad
10029209	5	bad
10029210	5	good
10029253	3	good
10029265	5	good
10029266	0	good
10029269	5	good
10029302	0	good
10029324	5	good
10029348	5	bad
10029351	5	good
10029359	5	good
10029365	5	good
10029370	5	good
10029376	5	bad
10029380	0	bad
10029386	3	bad
10029404	5	good
10029413	5	good
10029449	5	good
10029450	0	bad
10029456	5	good
10029478	0	good
10029527	5	good
10029531	0	bad
10029537	5	good
10029545	4	good
10029559	0	good
10029608	5	good
10029610	5	good
10029616	5	good
10029622	3	good
10029628	5	bad
10029663	0	bad
10029665	5	good
10029696	5	good
10029701	5	good
10029756	5	good
10029772	5	good
10029787	4	good
10029816	5	good
10029837	5	bad
10029863	5	good
10029872	5	good
10029877	4	bad
10029881	5	good
10029898	4	bad
10029903	0	good
10029949	5	bad
10029957	5	bad
10029971	5	good
10029973	5	bad
10029988	5	good
10029989	0	good
10029994	0	good
10030024	5	bad
10030034	5	good
10030036	3	bad
10030043	5	good
10030050	5	good
10030071	5	good
10030074	5	bad
10030094	0	good
10030098	5	good
10030131	5	good
10030147	0	bad
10030174	5	good
10030178	0	bad
10030185	5	bad
10030231	5	good
10030262	0	good
10030263	5	good
10030277	5	good
10030285	5	good
10030294	1	bad
10030341	5	bad
10030371	4	good
10030379	4	bad
10030391	0	bad
10030438	3	good
10030442	5	bad
10030449	5	bad
10030463	0	good
10030465	1	good
10030468	0	good
10030481	5	good
10030491	5	bad
10030509	5	good
10030513	5	good
10030515	5	good
10030522	5	good
10030534	5	good
10030553	0	good
10030591	5	bad
10030612	5	bad
10030613	5	bad
10030623	5	good
10030625	5	good
10030653	5	good
10030660	0	good
10030737	5	bad
10030768	4	good
10030772	3	good
10030777	5	good
10030790	5	good
10030803	5	good
10030830	5	bad
10030845	5	good
10030848	5	bad
10030856	5	good
10030859	5	good
10030868	0	good
10030889	0	good
10030890	5	good
10030898	1	good
10030906	1	good
10030917	5	good
10030930	5	good
10030963	5	good
10030972	0	bad
10030985	0	good
10030989	5	good
10031018	5	bad
10031021	5	good
10031054	5	good
10031057	5	good
10031083	0	bad
10031091	5	good
10031121	1	bad
10031138	5	good
10031175	0	good
10031216	5	bad
10031235	5	bad
10031237	5	good
10031280	5	bad
10031303	5	good
10031306	5	good
10031366	0	good
10031367	5	good
10031372	5	good
10031373	5	good
10031374	0	bad
10031395	5	good
10031396	5	bad
10031399	0	good
10031401	5	bad
10031410	0	good
10031412	5	good
10031443	5	good
10031446	4	good
10031457	5	good
10031490	5	good
10031512	0	good
10031530	1	good
10031561	5	good
10031572	5	good
10031574	4	bad
10031660	3	good
10031684	5	good
10031693	0	good
10031717	5	good
10031724	5	good
10031731	5	bad
10031739	4	bad
10031743	5	good
10031781	0	good
10031844	5	good
10031855	3	bad
10031858	5	good
10031872	5	good
10031885	5	good
10031914	5	good
10031925	5	good
10031962	4	good
10031972	3	good
10031981	5	bad
10031987	0	good
10031989	5	bad
10032027	0	good
10032031	5	bad
10032055	5	good
10032069	5	good
10032134	5	good
10032136	0	bad
10032163	0	good
10032166	0	good
10032178	5	bad
10032205	5	good
10032213	0	bad
10032225	5	good
10032230	5	good
10032238	5	bad
10032252	0	good
10032260	5	bad
10032281	0	bad
10032285	4	good
10032305	5	bad
10032318	5	good
10032331	5	good
10032334	1	good
10032341	5	good
10032347	5	bad
10032371	0	bad
10032385	0	bad
10032398	5	bad
10032401	5	bad
10032408	5	good
10032417	1	good
10032447	5	good
10032466	5	bad
10032489	0	good
10032492	0	good
10032498	5	good
10032522	5	good
10032524	5	good
10032535	5	good
10032547	5	good
10032563	5	good
10032592	4	good
10032594	5	bad
10032595	5	bad
10032619	5	good
10032625	4	bad
10032626	5	bad
10032633	5	good
10032663	5	bad
10032665	3	good
10032669	0	good
10032698	5	good
10032709	5	good
10032719	5	bad
10032725	3	bad
10032741	5	bad
10032774	5	bad
10032778	0	bad
10032793	5	good
10032795	5	good
10032811	5	good
10032812	3	good
10032818	0	good
10032819	5	bad
10032822	5	good
10032824	5	bad
10032856	5	good
10032862	5	good
10032872	5	good
10032888	0	good
10032900	5	good
10032910	1	good
10032929	0	good
10032930	5	good
10032933	5	good
10032935	3	good
10032957	5	good
10033008	5	good
10033011	5	good
10033023	5	bad
10033024	0	good
10033029	5	good
10033058	4	bad
10033088	5	good
10033138	5	bad
10033178	5	good
10033187	5	bad
10033216	5	bad
10033224	3	bad
10033239	5	good
10033254	5	bad
10033261	4	bad
10033339	5	bad
10033435	5	bad
10033440	1	good
10033445	5	good
10033454	5	bad
10033506	5	bad
10033508	0	good
10033511	5	good
10033516	0	good
10033541	5	good
10033542	5	bad
10033567	5	good
10033577	5	good
10033578	5	good
10033580	5	good
10033600	5	good
10033614	5	good
10033634	5	good
10033644	0	bad
10033652	5	bad
10033686	0	good
10033690	0	bad
10033692	5	good
10033703	4	good
10033705	5	bad
10033708	0	bad
10033745	5	good
10033803	5	good
10033819	5	bad
10033857	5	good
10033860	5	good
10033868	0	bad
10033889	5	good
10033893	0	good
10033914	4	good
10033922	5	bad
10033928	1	bad
10033936	5	good
10033944	5	bad
10033955	5	good
10033969	5	good
10033986	5	good
10033998	5	good
10034002	4	good
10034020	5	bad
10034037	5	good
10034050	5	good
10034072	5	good
10034083	1	good
10034088	5	bad
10034092	5	bad
10034114	5	good
10034118	5	good
10034119	5	good
10034136	4	good
10034157	0	bad
10034177	5	good
10034192	0	good
10034204	3	bad
10034224	4	good
10034254	0	good
10034264	0	good
10034284	0	bad
10034373	5	good
10034391	5	good
10034400	5	bad
10034424	5	good
10034425	5	bad
10034445	5	good
10034459	5	bad
10034464	5	good
10034466	3	good
10034491	5	good
10034497	5	good
10034505	5	good
10034617	5	good
10034636	5	good
10034639	5	bad
10034654	5	good
10034733	5	bad
10034741	5	bad
10034768	0	good
10034808	0	good
10034810	5	bad
10034891	5	good
10034907	5	good
10034909	5	good
10034945	5	good
10034955	0	good
10034965	0	good
10034975	5	good
10035001	5	good
10035039	0	bad
10035043	5	bad
10035045	5	bad
10035076	5	good
10035097	5	bad
10035120	0	bad
10035173	0	bad
10035177	0	good
10035197	5	bad
10035198	5	good
10035242	5	bad
10035244	5	good
10035250	5	good
10035272	5	good
10035277	5	bad
10035304	5	good
10035348	0	bad
10035357	5	good
10035359	5	good
10035362	4	bad
10035399	5	good
10035433	5	good
10035440	5	good
10035458	5	good
10035468	5	good
10035477	5	bad
10035500	5	good
10035544	5	bad
10035581	5	good
10035665	5	good
10035673	5	bad
10035702	5	good
10035704	5	good
10035712	5	good
10035735	5	bad
10035736	4	bad
10035745	0	good
10035779	5	good
10035783	5	bad
10035787	5	good
10035797	4	good
10035798	5	good
10035801	0	good
10035802	5	good
10035808	4	good
10035812	5	good
10035816	5	bad
10035820	5	good
10035829	5	good
10035836	5	bad
10035870	5	good
10035955	0	bad
10035958	4	bad
10035960	5	good
10035976	5	good
10036024	5	good
10036032	3	good
10036033	5	good
10036060	1	bad
10036070	0	bad
10036080	5	good
10036083	5	good
10036084	5	good
10036110	5	good
10036120	5	good
10036127	5	good
10036145	5	bad
10036157	0	good
10036160	5	bad
10036192	5	bad
10036209	5	bad
10036223	4	good
10036243	3	good
10036249	5	good
10036262	4	good
10036308	0	good
10036317	5	good
10036331	5	good
10036380	0	good
10036390	5	good
10036393	0	good
10036405	5	good
10036460	5	bad
10036470	5	good
10036487	5	good
10036499	5	good
10036553	1	good
10036594	0	good
10036604	5	bad
10036609	0	bad
10036615	5	good
10036628	5	bad
10036630	0	bad
10036686	0	good
10036690	5	good
10036766	5	good
10036789	5	bad
10036806	5	bad
10036811	5	bad
10036888	5	good
10036899	5	good
10036921	5	bad
10036946	5	good
10036985	0	good
10037005	0	bad
10037008	0	good
10037019	5	bad
10037023	5	bad
10037029	5	good
10037044	5	good
10037101	5	good
10037123	5	good
10037135	5	good
10037157	5	good
10037190	5	good
10037200	5	bad
10037207	5	good
10037209	5	good
10037213	5	bad
10037243	0	bad
10037249	3	good
10037263	5	good
10037268	5	good
10037308	5	good
10037314	4	bad
10037327	4	good
10037330	5	good
10037386	0	good
10037397	5	good
10037404	5	good
10037405	3	bad
10037408	0	good
10037439	5	bad
10037441	5	good
10037447	1	good
10037450	0	good
10037462	5	good
10037492	5	good
10037526	5	bad
10037539	5	bad
10037563	5	good
10037571	1	good
10037580	0	good
10037606	0	bad
10037613	5	good
10037616	5	good
10037621	5	good
10037628	5	good
10037673	3	bad
10037698	5	bad
10037756	5	bad
10037842	5	good
10037847	5	bad
10037860	0	bad
10037882	5	bad
10037898	1	good
10037899	3	bad
10037912	0	bad
10037927	0	bad
10037944	5	bad
10037945	5	bad
10037958	5	bad
10037964	5	good
10038003	5	good
10038008	5	good
10038018	5	good
10038023	5	good
10038055	5	bad
10038058	0	bad
10038071	5	good
10038098	4	good
10038102	5	bad
10038122	0	good
10038126	4	bad
10038130	0	bad
10038135	1	good
10038141	5	good
10038149	5	good
10038197	5	bad
10038225	0	good
10038261	0	good
10038272	5	bad
10038277	0	good
10038301	1	good
10038313	5	good
10038361	5	good
10038365	5	bad
10038388	5	bad
10038397	5	good
10038403	0	good
10038405	5	good
10038406	0	bad
10038407	5	good
10038411	5	good
10038454	5	good
10038458	3	good
10038469	5	good
10038476	0	good
10038482	5	good
10038519	5	bad
10038531	5	good
10038577	3	good
10038610	5	good
10038615	5	bad
10038629	5	bad
10038647	5	bad
10038684	5	good
10038685	5	good
10038708	0	bad
10038714	5	bad
10038742	4	good
10038751	0	good
10038776	5	good
10038790	3	good
10038801	0	good
10038833	3	good
10038840	5	good
10038856	5	bad
10038857	0	good
10038892	5	good
10038896	5	good
10038934	5	bad
10038997	5	good
10039013	5	bad
10039064	5	good
10039070	3	good
10039083	5	good
10039085	4	good
10039096	1	good
10039158	5	bad
10039184	5	good
10039196	5	good
10039199	5	good
10039202	0	good
10039211	5	good
10039218	5	bad
10039228	5	good
10039251	5	good
10039266	4	bad
10039295	4	good
10039296	5	bad
10039310	5	good
10039322	5	good
10039372	0	bad
10039402	3	good
10039403	5	good
10039418	5	bad
10039462	5	good
10039464	0	good
10039467	5	bad
10039543	5	bad
10039565	5	good
10039578	0	good
10039579	3	bad
10039599	0	good
10039611	5	good
10039614	5	bad
10039642	5	good
10039650	0	bad
10039660	0	good
10039664	0	good
10039671	5	good
10039692	5	good
10039708	5	bad
10039722	1	good
10039753	5	bad
10039758	5	good
10039762	5	good
10039796	0	good
10039799	5	bad
10039801	4	good
10039831	5	good
10039880	3	good
10039883	5	good
10039910	0	good
10039918	0	bad
10039930	4	bad
10039938	5	good
10039946	1	good
10039982	5	good
10040015	5	good
10040064	5	good
10040076	5	bad
10040083	4	bad
10040118	5	good
10040120	5	good
10040128	5	good
10040144	5	bad
10040145	5	good
10040147	0	good
10040224	4	good
10040237	5	good
10040248	4	bad
10040305	5	bad
10040314	5	good
10040332	5	good
10040335	0	good
10040361	5	bad
10040364	0	good
10040375	5	bad
10040408	5	bad
10040439	5	good
10040445	5	bad
10040451	0	good
10040453	5	bad
10040493	5	good
10040505	5	good
10040529	5	good
10040552	5	bad
10040557	5	good
10040560	5	good
10040593	0	good
10040641	5	bad
10040649	5	good
10040669	1	good
10040679	5	bad
10040702	5	good
10040758	0	bad
10040800	5	good
10040802	5	bad
10040805	0	good
10040814	5	good
10040835	5	bad
10040842	0	good
10040843	5	bad
10040873	5	bad
10040880	5	good
10040920	5	good
10040976	4	good
10041010	5	good
10041012	0	bad
10041053	0	good
10041068	1	good
10041125	0	good
10041153	5	bad
10041157	5	bad
10041159	0	good
10041161	5	good
10041164	5	good
10041203	5	bad
10041214	4	good
10041230	5	good
10041257	0	good
10041268	5	good
10041277	5	good
10041309	4	bad
10041338	5	good
10041339	5	good
10041350	0	bad
10041376	5	good
10041395	5	good
10041404	5	bad
10041407	5	bad
10041414	0	bad
10041425	5	good
10041475	0	bad
10041487	0	bad
10041488	5	good
10041507	5	good
10041513	5	good
10041517	5	good
10041530	5	bad
10041532	5	good
10041576	0	bad
10041596	5	bad
10041597	0	bad
10041601	5	good
10041610	3	good
10041629	5	bad
10041640	5	good
10041655	5	bad
10041699	5	good
10041705	5	bad
10041724	5	bad
10041772	5	good
10041792	5	good
10041806	5	bad
10041827	0	bad
10041849	5	good
10041865	5	bad
10041881	3	bad
10041921	5	good
10041937	5	good
10041987	5	bad
10041996	0	bad
10042036	5	good
10042064	5	good
10042077	5	bad
10042151	5	good
10042205	4	bad
10042222	0	bad
10042227	0	good
10042236	0	good
10042265	4	bad
10042273	5	bad
10042282	5	good
10042288	5	good
10042303	0	bad
10042312	5	bad
10042317	5	good
10042318	5	good
10042337	5	bad
10042384	5	bad
10042398	5	good
10042459	0	bad
10042472	5	bad
10042494	5	bad
10042537	4	good
10042543	5	good
10042581	4	good
10042584	5	good
10042592	5	good
10042610	5	good
10042619	0	bad
10042626	4	good
10042642	5	good
10042652	5	good
10042656	5	good
10042664	5	bad
10042689	3	good
10042696	0	bad
10042785	5	good
10042802	5	bad
10042814	4	good
10042820	4	bad
10042831	5	good
10042851	5	good
10042859	5	good
10042884	0	good
10042902	5	good
10042940	5	bad
10042967	5	bad
10042981	5	bad
10043006	5	good
10043066	1	bad
10043089	5	good
10043130	0	bad
10043143	5	good
10043162	0	bad
10043182	5	good
10043195	5	good
10043201	5	bad
10043232	0	bad
10043239	5	good
10043247	5	good
10043283	5	bad
10043286	5	good
10043311	5	bad
10043320	5	good
10043335	3	good
10043351	0	good
10043352	5	good
10043395	5	good
10043396	5	good
10043412	5	good
10043452	5	good
10043454	5	good
10043460	5	bad
10043509	5	bad
10043531	5	good
10043552	1	good
10043553	5	bad
10043575	0	good
10043581	0	good
10043583	0	bad
10043620	5	good
10043651	5	good
10043744	5	bad
10043797	4	good
10043810	5	bad
10043820	5	bad
10043834	5	bad
10043873	5	good
10043884	5	good
10043885	5	good
10043900	5	bad
10043901	5	good
10043916	5	bad
10043958	5	good
10043996	4	good
10044004	4	good
10044012	3	bad
10044018	5	bad
10044143	5	good
10044145	5	good
10044151	3	good
10044153	5	bad
10044168	5	good
10044182	1	good
10044199	5	bad
10044206	5	bad
10044214	0	bad
10044234	1	good
10044236	5	bad
10044245	0	good
10044294	0	bad
10044333	5	bad
10044349	4	good
10044419	4	good
10044434	3	good
10044447	0	good
10044454	5	good
10044455	5	bad
10044456	5	bad
10044463	5	bad
10044466	5	bad
10044501	3	bad
10044516	5	bad
10044556	5	good
10044612	4	bad
10044689	5	bad
10044733	5	good
10044748	5	good
10044769	0	good
10044779	5	good
10044801	5	bad
10044806	0	good
10044814	3	bad
10044836	5	bad
10044862	0	bad
10044874	5	good
10044910	3	good
10044936	5	bad
10044946	5	good
10044980	5	good
10044987	5	good
10045007	3	good
10045011	5	bad
10045017	0	bad
10045028	5	good
10045031	5	good
10045080	5	good
10045116	5	bad
10045126	5	bad
10045133	5	bad
10045144	5	good
10045156	5	good
10045174	3	bad
10045248	3	bad
10045256	5	bad
10045316	5	good
10045323	5	good
10045336	5	good
10045345	0	good
10045347	5	bad
10045350	5	good
10045366	5	good
10045397	5	good
10045410	5	good
10045455	5	good
10045479	4	good
10045494	0	good
10045498	4	good
10045499	0	bad
10045519	5	bad
10045535	0	good
10045552	0	good
10045586	4	bad
10045593	3	bad
10045604	1	good
10045608	3	bad
10045617	5	good
10045632	5	good
10045639	5	good
10045653	5	bad
10045692	0	bad
10045726	0	good
10045747	5	good
10045748	0	bad
10045759	5	good
10045774	0	bad
10045805	4	bad
10045822	5	bad
10045847	5	good
10045849	0	good
10045868	5	good
10045869	5	good
10045879	5	bad
10045926	5	bad
10045937	5	good
10045939	5	good
10045962	5	good
10045975	5	good
10045979	5	good
10045993	5	good
10046012	0	good
10046067	5	good
10046095	0	bad
10046096	5	good
10046119	0	good
10046129	1	good
10046153	3	bad
10046167	5	good
10046169	5	good
10046192	0	good
10046194	0	good
10046227	3	bad
10046234	4	good
10046302	4	good
10046312	5	bad
10046313	5	good
10046334	5	good
10046336	5	good
10046365	5	good
10046393	5	bad
10046394	0	bad
10046395	4	good
10046397	5	bad
10046411	5	good
10046471	5	good
10046524	3	good
10046538	5	good
10046548	3	bad
10046568	4	good
10046588	5	good
10046600	5	bad
10046624	1	good
10046626	5	good
10046629	3	good
10046650	4	good
10046664	5	good
10046683	5	bad
10046684	5	good
10046688	5	good
10046698	5	good
10046724	5	good
10046767	5	bad
10046777	5	good
10046796	5	good
10046797	0	good
10046803	5	good
10046819	1	good
10046822	5	good
10046824	4	bad
10046940	0	good
10046942	5	good
10046963	5	good
10046974	5	bad
10046985	5	good
10046993	5	good
10047017	5	good
10047032	5	bad
10047049	4	good
10047092	5	good
10047097	5	good
10047108	4	good
10047123	5	bad
10047131	4	good
10047132	5	good
10047160	5	good
10047181	5	good
10047200	5	bad
10047265	0	bad
10047274	0	bad
10047278	5	good
10047301	0	bad
10047322	5	good
10047329	5	good
10047333	5	good
10047355	5	good
10047358	5	good
10047360	5	good
10047399	5	good
10047439	4	bad
10047450	5	good
10047466	0	bad
10047475	5	good
10047482	4	good
10047501	5	bad
10047505	4	bad
10047539	5	good
10047544	5	bad
10047568	5	good
10047599	0	bad
10047606	5	bad
10047616	3	good
10047620	5	good
10047671	4	good
10047741	4	bad
10047760	5	good
10047825	5	good
10047864	5	good
10047891	0	good
10047908	5	good
10047913	0	good
10047922	5	good
10047940	5	bad
10047945	5	good
10048002	5	good
10048003	0	good
10048034	5	good
10048059	5	bad
10048081	5	good
10048084	5	good
10048099	5	good
10048141	4	good
10048144	5	good
10048160	5	bad
10048163	4	good
10048165	5	good
10048170	0	good
10048174	0	good
10048176	5	bad
10048180	5	good
10048182	5	good
10048218	5	good
10048261	0	bad
10048276	5	bad
10048306	5	good
10048308	5	good
10048312	1	good
10048318	5	bad
10048326	5	good
10048345	5	good
10048352	5	good
10048369	5	good
10048392	0	bad
10048399	0	bad
10048406	5	good
10048474	5	bad
10048478	1	bad
10048482	5	good
10048505	5	bad
10048522	5	good
10048526	5	good
10048544	5	bad
10048570	5	good
10048581	0	bad
10048618	5	good
10048664	0	good
10048668	0	good
10048673	5	good
10048676	0	bad
10048685	5	good
10048686	5	bad
10048701	5	good
10048707	4	good
10048712	5	bad
10048739	5	good
10048764	5	bad
10048787	5	good
10048796	5	good
10048812	5	good
10048813	5	good
10048816	5	bad
10048922	5	good
10048932	0	good
10048940	5	good
10048953	5	good
10048976	5	good
10048983	5	good
10049025	5	good
10049038	5	bad
10049040	0	bad
10049056	0	bad
10049067	5	good
10049081	5	bad
10049086	5	good
10049088	0	good
10049096	5	good
10049100	5	good
10049113	5	good
10049118	5	good
10049126	5	good
10049144	0	good
10049166	4	bad
10049175	4	bad
10049194	5	good
10049198	5	bad
10049235	5	bad
10049237	5	bad
10049243	5	good
10049254	5	good
10049273	5	good
10049315	5	good
10049326	5	good
10049356	5	good
10049360	5	bad
10049389	5	good
10049402	5	good
10049417	5	bad
10049419	5	bad
10049467	5	good
10049474	5	good
10049522	5	good
10049542	3	good
10049545	5	good
10049552	5	good
10049553	5	bad
10049573	5	bad
10049592	3	good
10049594	0	bad
10049608	5	good
10049616	5	bad
10049661	5	good
10049691	5	good
10049693	5	bad
10049714	5	bad
10049728	5	good
10049729	5	bad
10049769	5	bad
10049788	3	good
10049790	5	good
10049796	5	bad
10049797	5	good
10049805	5	good
10049850	0	bad
10049878	5	good
10049882	5	good
10049892	5	good
10049940	5	good
10049962	4	good
10049981	5	bad
10049985	5	good
10049994	5	good
10050002	0	good
10050003	5	good
10050035	5	good
10050062	0	bad
10050067	5	good
10050073	5	good
10050099	5	good
10050101	4	good
10050105	0	bad
10050126	1	bad
10050149	0	good
10050158	5	good
10050191	0	good
10050206	5	good
10050215	4	good
10050225	5	bad
10050239	3	good
10050240	5	good
10050242	4	good
10050243	5	bad
10050251	5	good
10050260	5	good
10050270	5	good
10050271	5	bad
10050277	5	good
10050279	5	good
10050284	5	good
10050290	5	good
10050291	0	good
10050292	5	bad
10050313	5	good
10050314	4	good
10050323	5	bad
10050336	5	good
10050342	4	bad
10050345	5	bad
10050348	5	good
10050356	5	good
10050374	5	bad
10050383	5	good
10050392	5	good
10050404	5	good
10050415	5	bad
10050416	0	bad
10050422	5	bad
10050433	5	good
10050458	0	good
10050464	5	good
10050496	5	good
10050500	5	good
10050528	1	bad
10050559	5	good
10050591	4	bad
10050661	5	good
10050672	5	good
10050681	4	bad
10050702	1	good
10050741	5	bad
10050756	3	bad
10050757	5	good
10050800	0	good
10050803	0	bad
10050805	5	bad
10050814	1	good
10050817	5	bad
10050839	5	good
10050850	0	good
10050851	0	good
10050878	5	bad
10050879	5	good
10050906	0	good
10050944	5	bad
10050954	0	bad
10050968	4	good
10050991	5	good
10051004	0	bad
10051014	0	good
10051022	3	bad
10051023	0	good
10051036	5	good
10051039	5	good
10051072	5	good
10051093	4	good
10051118	5	bad
10051122	5	bad
10051133	5	good
10051141	5	good
10051147	0	good
10051182	5	good
10051213	4	good
10051214	5	good
10051217	0	good
10051227	5	bad
10051239	5	good
10051243	0	good
10051257	5	bad
10051273	0	bad
10051291	5	bad
10051297	5	good
10051301	0	good
10051338	5	good
10051341	0	good
10051388	5	bad
10051420	5	good
10051432	0	good
10051453	0	good
10051457	0	bad
10051459	0	good
10051460	0	bad
10051484	0	good
10051498	0	bad
10051500	0	bad
10051506	5	bad
10051507	5	bad
10051547	1	good
10051550	0	good
10051552	5	good
10051581	5	bad
10051587	5	good
10051644	5	good
10051645	5	good
10051653	5	good
10051656	5	good
10051705	5	good
10051741	0	good
10051794	5	bad
10051799	0	good
10051833	5	good
10051835	0	bad
10051848	5	good
10051859	5	good
10051870	0	bad
10051878	5	good
10051886	5	good
10051889	0	good
10051914	5	bad
10051920	5	bad
10051935	0	bad
10051942	5	good
10051945	5	bad
10051952	0	bad
10051954	5	good
10051980	0	good
10051981	5	good
10051983	0	bad
10051999	5	bad
10052029	5	bad
10052043	0	bad
10052044	0	bad
10052076	4	good
10052109	5	good
10052152	5	good
10052156	0	good
10052185	4	bad
10052200	5	good
10052243	5	good
10052258	4	good
10052262	5	bad
10052265	5	bad
10052270	5	bad
10052274	0	good
10052297	3	bad
10052323	0	good
10052326	0	bad
10052351	5	bad
10052353	5	bad
10052369	0	good
10052381	3	good
10052402	5	good
10052440	5	bad
10052473	0	good
10052476	5	good
10052489	5	good
10052504	5	good
10052517	5	good
10052602	5	bad
10052611	5	bad
10052626	4	good
10052628	5	good
10052633	5	bad
10052645	1	bad
10052663	4	good
10052677	5	good
10052679	5	good
10052684	0	bad
10052753	5	good
10052754	5	good
10052798	5	bad
10052804	5	bad
10052864	5	good
10052895	5	good
10052911	0	good
10052934	5	bad
10052940	0	good
10052943	0	good
10052945	5	good
10052948	5	bad
10052956	4	good
10052964	5	good
10053024	5	bad
10053052	5	good
10053072	5	good
10053078	5	good
10053121	5	good
10053126	5	bad
10053159	5	bad
10053170	5	bad
10053204	5	good
10053256	5	good
10053268	5	good
10053273	5	good
10053303	5	good
10053315	1	good
10053369	0	good
10053384	5	bad
10053396	4	good
10053405	0	good
10053410	5	bad
10053415	0	bad
10053446	5	good
10053480	0	bad
10053491	5	good
10053498	5	bad
10053507	3	good
10053515	5	bad
10053518	0	bad
10053532	5	bad
10053538	4	good
10053546	5	bad
10053552	5	bad
10053558	5	good
10053570	5	bad
10053573	5	bad
10053589	5	good
10053612	5	good
10053618	5	good
10053642	5	good
10053679	5	good
10053706	5	good
10053730	5	bad
10053733	3	good
10053735	5	bad
10053770	0	good
10053812	5	good
10053837	5	good
10053842	5	good
10053844	5	good
10053868	5	good
10053886	0	good
10053887	0	good
10053891	0	good
10053894	0	good
10053904	5	bad
10053924	5	good
10053926	4	bad
10053947	5	bad
10053972	4	bad
10053976	5	good
10053977	5	good
10053992	1	good
10054011	5	good
10054013	5	bad
10054045	5	good
10054046	4	good
10054047	5	good
10054054	4	good
10054085	0	bad
10054104	0	good
10054114	5	bad
10054124	5	bad
10054127	5	good
10054148	5	good
10054162	0	bad
10054174	5	good
10054181	5	bad
10054189	5	good
10054196	0	good
10054210	0	good
10054249	5	good
10054257	5	bad
10054260	5	good
10054289	5	good
10054311	5	bad
10054319	0	good
10054321	5	good
10054353	1	bad
10054397	5	good
10054415	5	good
10054426	5	good
10054432	5	good
10054453	5	good
10054480	5	good
10054485	5	good
10054489	5	good
10054502	5	bad
10054510	0	good
10054518	5	good
10054523	4	bad
10054528	0	bad
10054543	5	good
10054549	0	good
10054553	0	bad
10054554	5	good
10054569	5	good
10054587	5	good
10054637	5	good
10054659	3	good
10054666	0	good
10054672	5	good
10054675	5	good
10054697	1	good
10054701	5	good
10054722	0	good
10054729	5	bad
10054741	5	bad
10054744	5	bad
10054754	5	good
10054779	5	good
10054780	5	bad
10054792	5	good
10054798	5	bad
10054805	5	bad
10054812	1	bad
10054813	5	good
10054832	0	bad
10054845	0	bad
10054871	5	bad
10054876	0	good
10054911	5	good
10054918	5	bad
10054949	5	good
10054965	5	good
10054981	5	good
10055014	4	bad
10055021	5	good
10055043	5	bad
10055054	5	good
10055056	5	good
10055057	5	good
10055067	5	good
10055071	5	good
10055078	5	good
10055103	3	good
10055115	5	good
10055125	5	good
10055126	5	good
10055162	5	good
10055169	5	good
10055182	5	good
10055194	5	good
10055217	4	good
10055238	5	good
10055246	0	good
10055249	5	bad
10055282	5	bad
10055283	5	bad
10055285	4	good
10055316	5	good
10055335	5	bad
10055336	5	bad
10055354	4	good
10055362	5	bad
10055390	5	bad
10055396	4	good
10055399	0	good
10055424	4	good
10055439	0	good
10055456	5	bad
10055498	5	good
10055504	5	good
10055524	5	good
10055539	5	good
10055577	5	bad
10055609	5	bad
10055616	0	bad
10055625	0	good
10055682	5	good
10055715	0	good
10055719	5	good
10055723	5	good
10055744	5	good
10055754	0	bad
10055774	5	bad
10055786	5	bad
10055802	5	bad
10055857	5	good
10055873	0	good
10055880	5	good
10055896	5	good
10055900	5	good
10055919	5	good
10055993	3	bad
10055994	5	good
10056005	5	good
10056008	0	bad
10056028	5	good
10056042	5	good
10056062	5	good
10056063	5	bad
10056073	5	good
10056079	5	bad
10056094	5	good
10056099	5	good
10056112	5	bad
10056123	0	good
10056169	5	good
10056186	4	good
10056212	5	bad
10056213	5	bad
10056227	5	bad
10056236	5	bad
10056239	5	good
10056263	5	good
10056272	5	good
10056282	5	good
