uid	format-tags-com.android.version	tag
10026062	-1	bad
10026078	-1	bad
10026079	-1	bad
10026090	-1	good
10026096	-1	bad
10026099	-1	bad
10026107	-1	good
10026117	-1	bad
10026121	-1	good
10026128	-1	good
10026169	1	bad
10026176	-1	good
10026186	-1	bad
10026205	0	bad
10026230	-1	bad
10026239	-1	good
10026264	-1	good
10026266	-1	bad
10026281	-1	bad
10026282	-1	good
10026288	-1	bad
10026304	2	good
10026327	-1	good
10026339	-1	bad
10026356	1	bad
10026361	-1	good
10026365	-1	good
10026372	1	good
10026390	-1	good
10026404	-1	bad
10026411	-1	good
10026430	-1	good
10026438	-1	bad
10026463	-1	good
10026497	-1	good
10026513	-1	good
10026516	-1	bad
10026527	-1	good
10026533	-1	good
10026542	-1	good
10026548	-1	good
10026583	-1	good
10026593	-1	good
10026600	-1	good
10026619	2	bad
10026624	-1	bad
10026631	-1	good
10026636	-1	bad
10026646	-1	good
10026647	1	bad
10026657	1	bad
10026689	-1	good
10026699	-1	good
10026705	1	bad
10026709	-1	good
10026714	-1	good
10026727	-1	bad
10026741	-1	good
10026753	1	bad
10026757	0	good
10026786	-1	bad
10026790	-1	good
10026798	-1	good
10026801	1	good
10026822	0	bad
10026833	-1	good
10026876	-1	good
10026887	-1	good
10026889	1	bad
10026892	-1	bad
10026923	1	bad
10026928	-1	bad
10026944	-1	bad
10026966	-1	good
10026968	-1	bad
10026972	1	good
10026983	2	good
10026986	-1	good
10026988	-1	good
10026993	-1	good
10027004	-1	bad
10027009	-1	good
10027022	-1	bad
10027027	-1	bad
10027034	-1	good
10027039	-1	bad
10027053	-1	good
10027123	-1	good
10027177	-1	bad
10027229	-1	bad
10027252	-1	good
10027301	-1	good
10027309	-1	good
10027318	-1	good
10027363	-1	good
10027371	-1	bad
10027386	-1	bad
10027387	0	good
10027393	-1	bad
10027404	-1	good
10027407	-1	bad
10027433	1	good
10027434	1	bad
10027443	-1	bad
10027463	-1	good
10027472	-1	good
10027483	-1	bad
10027486	-1	good
10027528	-1	bad
10027543	1	bad
10027546	-1	bad
10027549	1	good
10027574	-1	bad
10027583	-1	good
10027595	2	good
10027600	0	good
10027611	0	bad
10027638	-1	good
10027647	-1	good
10027661	-1	bad
10027667	-1	bad
10027695	-1	good
10027700	-1	bad
10027701	-1	good
10027702	-1	bad
10027726	-1	good
10027730	0	good
10027754	1	good
10027773	-1	good
10027790	-1	bad
10027792	0	bad
10027793	1	bad
10027857	-1	good
10027861	-1	good
10027869	1	good
10027879	-1	bad
10027914	1	bad
10027921	-1	bad
10027940	1	bad
10027968	-1	bad
10027986	-1	bad
10028005	-1	bad
10028012	-1	bad
10028021	-1	bad
10028057	1	bad
10028065	-1	bad
10028066	-1	good
10028082	1	good
10028091	-1	good
10028094	1	bad
10028115	-1	good
10028116	-1	good
10028147	-1	good
10028149	0	bad
10028151	1	good
10028154	-1	bad
10028173	-1	good
10028178	1	bad
10028183	3	good
10028196	2	good
10028202	-1	good
10028203	1	bad
10028214	-1	good
10028225	1	good
10028242	-1	good
10028262	-1	good
10028279	-1	good
10028280	-1	bad
10028285	0	bad
10028293	-1	bad
10028306	-1	good
10028314	-1	bad
10028331	-1	good
10028350	2	good
10028366	1	bad
10028376	-1	good
10028402	1	good
10028406	-1	bad
10028408	0	good
10028410	-1	bad
10028451	-1	good
10028485	0	bad
10028492	-1	bad
10028515	-1	bad
10028516	1	good
10028589	1	good
10028632	1	bad
10028638	1	bad
10028679	0	bad
10028683	-1	good
10028686	-1	good
10028695	0	bad
10028726	-1	bad
10028735	-1	bad
10028784	-1	bad
10028841	1	good
10028859	1	good
10028881	0	bad
10028896	1	good
10028932	-1	bad
10029013	1	good
10029038	-1	good
10029060	-1	good
10029073	1	bad
10029080	-1	bad
10029088	-1	good
10029120	1	good
10029123	0	bad
10029128	-1	good
10029151	-1	good
10029160	-1	bad
10029186	-1	good
10029188	-1	good
10029191	-1	good
10029192	2	bad
10029202	1	good
10029204	-1	good
10029205	1	good
10029207	-1	good
10029208	-1	bad
10029209	-1	bad
10029210	-1	good
10029253	1	good
10029265	-1	good
10029266	-1	good
10029269	2	good
10029302	-1	good
10029324	-1	good
10029348	-1	bad
10029351	-1	good
10029359	-1	good
10029365	-1	good
10029370	0	good
10029376	1	bad
10029380	-1	bad
10029386	1	bad
10029404	-1	good
10029413	-1	good
10029449	-1	good
10029450	-1	bad
10029456	-1	good
10029478	-1	good
10029527	-1	good
10029531	-1	bad
10029537	-1	good
10029545	-1	good
10029559	-1	good
10029608	-1	good
10029610	-1	good
10029616	-1	good
10029622	1	good
10029628	1	bad
10029663	0	bad
10029665	-1	good
10029696	1	good
10029701	-1	good
10029756	-1	good
10029772	-1	good
10029787	-1	good
10029816	-1	good
10029837	-1	bad
10029863	-1	good
10029872	-1	good
10029877	-1	bad
10029881	-1	good
10029898	-1	bad
10029903	-1	good
10029949	-1	bad
10029957	-1	bad
10029971	-1	good
10029973	-1	bad
10029988	2	good
10029989	-1	good
10029994	-1	good
10030024	-1	bad
10030034	1	good
10030036	-1	bad
10030043	-1	good
10030050	1	good
10030071	1	good
10030074	0	bad
10030094	0	good
10030098	-1	good
10030131	-1	good
10030147	-1	bad
10030174	-1	good
10030178	-1	bad
10030185	-1	bad
10030231	-1	good
10030262	0	good
10030263	-1	good
10030277	-1	good
10030285	2	good
10030294	-1	bad
10030341	-1	bad
10030371	-1	good
10030379	-1	bad
10030391	0	bad
10030438	1	good
10030442	-1	bad
10030449	-1	bad
10030463	-1	good
10030465	3	good
10030468	0	good
10030481	-1	good
10030491	3	bad
10030509	-1	good
10030513	-1	good
10030515	-1	good
10030522	-1	good
10030534	-1	good
10030553	0	good
10030591	-1	bad
10030612	-1	bad
10030613	-1	bad
10030623	-1	good
10030625	1	good
10030653	1	good
10030660	0	good
10030737	-1	bad
10030768	-1	good
10030772	1	good
10030777	-1	good
10030790	2	good
10030803	-1	good
10030830	-1	bad
10030845	1	good
10030848	-1	bad
10030856	2	good
10030859	1	good
10030868	-1	good
10030889	-1	good
10030890	-1	good
10030898	-1	good
10030906	-1	good
10030917	0	good
10030930	-1	good
10030963	2	good
10030972	0	bad
10030985	-1	good
10030989	-1	good
10031018	-1	bad
10031021	-1	good
10031054	-1	good
10031057	1	good
10031083	-1	bad
10031091	-1	good
10031121	-1	bad
10031138	-1	good
10031175	-1	good
10031216	-1	bad
10031235	0	bad
10031237	-1	good
10031280	-1	bad
10031303	-1	good
10031306	-1	good
10031366	-1	good
10031367	-1	good
10031372	-1	good
10031373	1	good
10031374	-1	bad
10031395	2	good
10031396	-1	bad
10031399	0	good
10031401	-1	bad
10031410	-1	good
10031412	0	good
10031443	-1	good
10031446	-1	good
10031457	-1	good
10031490	-1	good
10031512	-1	good
10031530	-1	good
10031561	-1	good
10031572	-1	good
10031574	-1	bad
10031660	1	good
10031684	-1	good
10031693	-1	good
10031717	-1	good
10031724	-1	good
10031731	-1	bad
10031739	-1	bad
10031743	-1	good
10031781	-1	good
10031844	1	good
10031855	1	bad
10031858	1	good
10031872	0	good
10031885	1	good
10031914	1	good
10031925	-1	good
10031962	-1	good
10031972	1	good
10031981	1	bad
10031987	-1	good
10031989	2	bad
10032027	-1	good
10032031	-1	bad
10032055	1	good
10032069	1	good
10032134	-1	good
10032136	-1	bad
10032163	0	good
10032166	-1	good
10032178	-1	bad
10032205	-1	good
10032213	0	bad
10032225	-1	good
10032230	1	good
10032238	-1	bad
10032252	-1	good
10032260	-1	bad
10032281	-1	bad
10032285	-1	good
10032305	-1	bad
10032318	-1	good
10032331	1	good
10032334	-1	good
10032341	2	good
10032347	-1	bad
10032371	-1	bad
10032385	-1	bad
10032398	-1	bad
10032401	1	bad
10032408	-1	good
10032417	-1	good
10032447	-1	good
10032466	-1	bad
10032489	0	good
10032492	-1	good
10032498	-1	good
10032522	-1	good
10032524	2	good
10032535	-1	good
10032547	-1	good
10032563	-1	good
10032592	-1	good
10032594	1	bad
10032595	1	bad
10032619	-1	good
10032625	-1	bad
10032626	-1	bad
10032633	1	good
10032663	1	bad
10032665	1	good
10032669	0	good
10032698	1	good
10032709	-1	good
10032719	-1	bad
10032725	-1	bad
10032741	-1	bad
10032774	-1	bad
10032778	-1	bad
10032793	-1	good
10032795	-1	good
10032811	1	good
10032812	-1	good
10032818	-1	good
10032819	-1	bad
10032822	-1	good
10032824	-1	bad
10032856	1	good
10032862	1	good
10032872	0	good
10032888	-1	good
10032900	2	good
10032910	-1	good
10032929	-1	good
10032930	-1	good
10032933	-1	good
10032935	1	good
10032957	1	good
10033008	1	good
10033011	1	good
10033023	-1	bad
10033024	-1	good
10033029	-1	good
10033058	-1	bad
10033088	-1	good
10033138	-1	bad
10033178	1	good
10033187	-1	bad
10033216	-1	bad
10033224	-1	bad
10033239	2	good
10033254	1	bad
10033261	-1	bad
10033339	-1	bad
10033435	-1	bad
10033440	-1	good
10033445	-1	good
10033454	-1	bad
10033506	-1	bad
10033508	-1	good
10033511	1	good
10033516	-1	good
10033541	0	good
10033542	-1	bad
10033567	-1	good
10033577	-1	good
10033578	-1	good
10033580	-1	good
10033600	1	good
10033614	-1	good
10033634	-1	good
10033644	0	bad
10033652	1	bad
10033686	-1	good
10033690	0	bad
10033692	-1	good
10033703	-1	good
10033705	1	bad
10033708	0	bad
10033745	-1	good
10033803	-1	good
10033819	-1	bad
10033857	-1	good
10033860	-1	good
10033868	-1	bad
10033889	1	good
10033893	-1	good
10033914	-1	good
10033922	-1	bad
10033928	-1	bad
10033936	0	good
10033944	1	bad
10033955	1	good
10033969	-1	good
10033986	-1	good
10033998	-1	good
10034002	-1	good
10034020	1	bad
10034037	-1	good
10034050	1	good
10034072	0	good
10034083	-1	good
10034088	-1	bad
10034092	-1	bad
10034114	-1	good
10034118	-1	good
10034119	-1	good
10034136	-1	good
10034157	-1	bad
10034177	1	good
10034192	-1	good
10034204	1	bad
10034224	-1	good
10034254	-1	good
10034264	-1	good
10034284	-1	bad
10034373	1	good
10034391	-1	good
10034400	-1	bad
10034424	-1	good
10034425	0	bad
10034445	-1	good
10034459	-1	bad
10034464	1	good
10034466	1	good
10034491	1	good
10034497	-1	good
10034505	-1	good
10034617	-1	good
10034636	1	good
10034639	1	bad
10034654	-1	good
10034733	-1	bad
10034741	0	bad
10034768	-1	good
10034808	-1	good
10034810	-1	bad
10034891	-1	good
10034907	1	good
10034909	-1	good
10034945	-1	good
10034955	-1	good
10034965	-1	good
10034975	-1	good
10035001	3	good
10035039	-1	bad
10035043	0	bad
10035045	1	bad
10035076	2	good
10035097	1	bad
10035120	-1	bad
10035173	-1	bad
10035177	-1	good
10035197	-1	bad
10035198	-1	good
10035242	-1	bad
10035244	0	good
10035250	-1	good
10035272	1	good
10035277	-1	bad
10035304	1	good
10035348	-1	bad
10035357	-1	good
10035359	-1	good
10035362	-1	bad
10035399	1	good
10035433	-1	good
10035440	-1	good
10035458	-1	good
10035468	-1	good
10035477	-1	bad
10035500	-1	good
10035544	0	bad
10035581	1	good
10035665	-1	good
10035673	-1	bad
10035702	-1	good
10035704	1	good
10035712	-1	good
10035735	-1	bad
10035736	-1	bad
10035745	-1	good
10035779	1	good
10035783	-1	bad
10035787	-1	good
10035797	-1	good
10035798	-1	good
10035801	-1	good
10035802	-1	good
10035808	-1	good
10035812	-1	good
10035816	1	bad
10035820	2	good
10035829	-1	good
10035836	2	bad
10035870	3	good
10035955	-1	bad
10035958	-1	bad
10035960	-1	good
10035976	-1	good
10036024	-1	good
10036032	1	good
10036033	-1	good
10036060	-1	bad
10036070	-1	bad
10036080	-1	good
10036083	-1	good
10036084	-1	good
10036110	1	good
10036120	-1	good
10036127	-1	good
10036145	-1	bad
10036157	-1	good
10036160	-1	bad
10036192	0	bad
10036209	-1	bad
10036223	-1	good
10036243	1	good
10036249	-1	good
10036262	-1	good
10036308	-1	good
10036317	1	good
10036331	-1	good
10036380	-1	good
10036390	1	good
10036393	-1	good
10036405	1	good
10036460	-1	bad
10036470	-1	good
10036487	-1	good
10036499	1	good
10036553	3	good
10036594	-1	good
10036604	-1	bad
10036609	0	bad
10036615	-1	good
10036628	-1	bad
10036630	0	bad
10036686	-1	good
10036690	-1	good
10036766	-1	good
10036789	1	bad
10036806	1	bad
10036811	-1	bad
10036888	-1	good
10036899	-1	good
10036921	-1	bad
10036946	2	good
10036985	-1	good
10037005	-1	bad
10037008	-1	good
10037019	-1	bad
10037023	-1	bad
10037029	2	good
10037044	-1	good
10037101	-1	good
10037123	-1	good
10037135	-1	good
10037157	-1	good
10037190	1	good
10037200	-1	bad
10037207	1	good
10037209	-1	good
10037213	-1	bad
10037243	-1	bad
10037249	1	good
10037263	-1	good
10037268	1	good
10037308	-1	good
10037314	-1	bad
10037327	-1	good
10037330	-1	good
10037386	0	good
10037397	-1	good
10037404	-1	good
10037405	2	bad
10037408	-1	good
10037439	-1	bad
10037441	0	good
10037447	-1	good
10037450	-1	good
10037462	1	good
10037492	-1	good
10037526	1	bad
10037539	-1	bad
10037563	1	good
10037571	-1	good
10037580	0	good
10037606	0	bad
10037613	-1	good
10037616	0	good
10037621	-1	good
10037628	-1	good
10037673	1	bad
10037698	3	bad
10037756	1	bad
10037842	-1	good
10037847	1	bad
10037860	-1	bad
10037882	-1	bad
10037898	3	good
10037899	1	bad
10037912	-1	bad
10037927	-1	bad
10037944	-1	bad
10037945	1	bad
10037958	2	bad
10037964	-1	good
10038003	-1	good
10038008	-1	good
10038018	1	good
10038023	-1	good
10038055	1	bad
10038058	-1	bad
10038071	-1	good
10038098	-1	good
10038102	-1	bad
10038122	0	good
10038126	-1	bad
10038130	-1	bad
10038135	-1	good
10038141	-1	good
10038149	2	good
10038197	1	bad
10038225	-1	good
10038261	-1	good
10038272	1	bad
10038277	0	good
10038301	-1	good
10038313	1	good
10038361	-1	good
10038365	-1	bad
10038388	-1	bad
10038397	-1	good
10038403	-1	good
10038405	2	good
10038406	0	bad
10038407	-1	good
10038411	-1	good
10038454	1	good
10038458	1	good
10038469	-1	good
10038476	0	good
10038482	2	good
10038519	-1	bad
10038531	-1	good
10038577	2	good
10038610	1	good
10038615	-1	bad
10038629	-1	bad
10038647	-1	bad
10038684	-1	good
10038685	-1	good
10038708	-1	bad
10038714	1	bad
10038742	-1	good
10038751	-1	good
10038776	-1	good
10038790	1	good
10038801	-1	good
10038833	2	good
10038840	-1	good
10038856	1	bad
10038857	-1	good
10038892	1	good
10038896	1	good
10038934	-1	bad
10038997	-1	good
10039013	-1	bad
10039064	-1	good
10039070	1	good
10039083	-1	good
10039085	-1	good
10039096	-1	good
10039158	0	bad
10039184	-1	good
10039196	-1	good
10039199	-1	good
10039202	-1	good
10039211	-1	good
10039218	1	bad
10039228	-1	good
10039251	-1	good
10039266	-1	bad
10039295	-1	good
10039296	-1	bad
10039310	1	good
10039322	-1	good
10039372	0	bad
10039402	1	good
10039403	1	good
10039418	-1	bad
10039462	-1	good
10039464	-1	good
10039467	1	bad
10039543	1	bad
10039565	1	good
10039578	-1	good
10039579	-1	bad
10039599	0	good
10039611	-1	good
10039614	-1	bad
10039642	-1	good
10039650	-1	bad
10039660	-1	good
10039664	-1	good
10039671	-1	good
10039692	-1	good
10039708	-1	bad
10039722	-1	good
10039753	-1	bad
10039758	-1	good
10039762	-1	good
10039796	-1	good
10039799	-1	bad
10039801	-1	good
10039831	-1	good
10039880	1	good
10039883	2	good
10039910	0	good
10039918	-1	bad
10039930	-1	bad
10039938	-1	good
10039946	-1	good
10039982	1	good
10040015	-1	good
10040064	1	good
10040076	1	bad
10040083	-1	bad
10040118	-1	good
10040120	-1	good
10040128	-1	good
10040144	-1	bad
10040145	-1	good
10040147	-1	good
10040224	-1	good
10040237	-1	good
10040248	-1	bad
10040305	-1	bad
10040314	-1	good
10040332	-1	good
10040335	-1	good
10040361	-1	bad
10040364	-1	good
10040375	-1	bad
10040408	-1	bad
10040439	1	good
10040445	2	bad
10040451	-1	good
10040453	-1	bad
10040493	-1	good
10040505	-1	good
10040529	-1	good
10040552	-1	bad
10040557	1	good
10040560	-1	good
10040593	-1	good
10040641	-1	bad
10040649	0	good
10040669	-1	good
10040679	-1	bad
10040702	2	good
10040758	0	bad
10040800	-1	good
10040802	-1	bad
10040805	0	good
10040814	1	good
10040835	-1	bad
10040842	0	good
10040843	-1	bad
10040873	1	bad
10040880	0	good
10040920	-1	good
10040976	-1	good
10041010	-1	good
10041012	0	bad
10041053	-1	good
10041068	-1	good
10041125	-1	good
10041153	-1	bad
10041157	-1	bad
10041159	0	good
10041161	1	good
10041164	0	good
10041203	-1	bad
10041214	-1	good
10041230	-1	good
10041257	0	good
10041268	-1	good
10041277	1	good
10041309	-1	bad
10041338	-1	good
10041339	-1	good
10041350	0	bad
10041376	-1	good
10041395	1	good
10041404	-1	bad
10041407	-1	bad
10041414	0	bad
10041425	-1	good
10041475	-1	bad
10041487	-1	bad
10041488	-1	good
10041507	1	good
10041513	-1	good
10041517	-1	good
10041530	1	bad
10041532	-1	good
10041576	0	bad
10041596	-1	bad
10041597	0	bad
10041601	-1	good
10041610	1	good
10041629	-1	bad
10041640	-1	good
10041655	1	bad
10041699	1	good
10041705	-1	bad
10041724	-1	bad
10041772	-1	good
10041792	-1	good
10041806	-1	bad
10041827	0	bad
10041849	-1	good
10041865	-1	bad
10041881	1	bad
10041921	-1	good
10041937	-1	good
10041987	-1	bad
10041996	0	bad
10042036	-1	good
10042064	-1	good
10042077	-1	bad
10042151	-1	good
10042205	-1	bad
10042222	0	bad
10042227	-1	good
10042236	-1	good
10042265	-1	bad
10042273	-1	bad
10042282	2	good
10042288	-1	good
10042303	-1	bad
10042312	-1	bad
10042317	1	good
10042318	-1	good
10042337	-1	bad
10042384	-1	bad
10042398	-1	good
10042459	0	bad
10042472	-1	bad
10042494	1	bad
10042537	-1	good
10042543	1	good
10042581	-1	good
10042584	-1	good
10042592	-1	good
10042610	-1	good
10042619	-1	bad
10042626	-1	good
10042642	-1	good
10042652	-1	good
10042656	1	good
10042664	-1	bad
10042689	1	good
10042696	-1	bad
10042785	-1	good
10042802	-1	bad
10042814	-1	good
10042820	-1	bad
10042831	-1	good
10042851	1	good
10042859	1	good
10042884	0	good
10042902	1	good
10042940	-1	bad
10042967	-1	bad
10042981	-1	bad
10043006	-1	good
10043066	3	bad
10043089	-1	good
10043130	0	bad
10043143	-1	good
10043162	-1	bad
10043182	-1	good
10043195	-1	good
10043201	-1	bad
10043232	-1	bad
10043239	-1	good
10043247	-1	good
10043283	-1	bad
10043286	1	good
10043311	-1	bad
10043320	-1	good
10043335	1	good
10043351	-1	good
10043352	-1	good
10043395	-1	good
10043396	-1	good
10043412	-1	good
10043452	0	good
10043454	-1	good
10043460	-1	bad
10043509	1	bad
10043531	-1	good
10043552	-1	good
10043553	-1	bad
10043575	0	good
10043581	-1	good
10043583	0	bad
10043620	-1	good
10043651	3	good
10043744	-1	bad
10043797	-1	good
10043810	-1	bad
10043820	-1	bad
10043834	0	bad
10043873	-1	good
10043884	-1	good
10043885	-1	good
10043900	1	bad
10043901	-1	good
10043916	-1	bad
10043958	-1	good
10043996	-1	good
10044004	-1	good
10044012	-1	bad
10044018	-1	bad
10044143	-1	good
10044145	1	good
10044151	1	good
10044153	0	bad
10044168	-1	good
10044182	-1	good
10044199	-1	bad
10044206	-1	bad
10044214	0	bad
10044234	-1	good
10044236	-1	bad
10044245	-1	good
10044294	0	bad
10044333	1	bad
10044349	-1	good
10044419	-1	good
10044434	1	good
10044447	-1	good
10044454	-1	good
10044455	1	bad
10044456	-1	bad
10044463	-1	bad
10044466	-1	bad
10044501	1	bad
10044516	1	bad
10044556	-1	good
10044612	-1	bad
10044689	1	bad
10044733	-1	good
10044748	3	good
10044769	0	good
10044779	-1	good
10044801	-1	bad
10044806	-1	good
10044814	-1	bad
10044836	1	bad
10044862	-1	bad
10044874	0	good
10044910	-1	good
10044936	-1	bad
10044946	1	good
10044980	-1	good
10044987	1	good
10045007	1	good
10045011	1	bad
10045017	-1	bad
10045028	-1	good
10045031	1	good
10045080	1	good
10045116	-1	bad
10045126	0	bad
10045133	-1	bad
10045144	-1	good
10045156	-1	good
10045174	1	bad
10045248	1	bad
10045256	1	bad
10045316	-1	good
10045323	-1	good
10045336	-1	good
10045345	0	good
10045347	-1	bad
10045350	-1	good
10045366	-1	good
10045397	1	good
10045410	-1	good
10045455	1	good
10045479	-1	good
10045494	-1	good
10045498	-1	good
10045499	-1	bad
10045519	-1	bad
10045535	-1	good
10045552	-1	good
10045586	-1	bad
10045593	-1	bad
10045604	-1	good
10045608	-1	bad
10045617	-1	good
10045632	0	good
10045639	-1	good
10045653	-1	bad
10045692	0	bad
10045726	-1	good
10045747	-1	good
10045748	-1	bad
10045759	1	good
10045774	-1	bad
10045805	-1	bad
10045822	1	bad
10045847	1	good
10045849	-1	good
10045868	1	good
10045869	1	good
10045879	1	bad
10045926	-1	bad
10045937	-1	good
10045939	1	good
10045962	-1	good
10045975	-1	good
10045979	1	good
10045993	1	good
10046012	-1	good
10046067	-1	good
10046095	-1	bad
10046096	1	good
10046119	0	good
10046129	-1	good
10046153	1	bad
10046167	-1	good
10046169	-1	good
10046192	-1	good
10046194	-1	good
10046227	1	bad
10046234	-1	good
10046302	-1	good
10046312	-1	bad
10046313	1	good
10046334	1	good
10046336	2	good
10046365	0	good
10046393	-1	bad
10046394	-1	bad
10046395	-1	good
10046397	1	bad
10046411	1	good
10046471	-1	good
10046524	1	good
10046538	1	good
10046548	1	bad
10046568	-1	good
10046588	1	good
10046600	-1	bad
10046624	-1	good
10046626	-1	good
10046629	1	good
10046650	-1	good
10046664	-1	good
10046683	-1	bad
10046684	2	good
10046688	2	good
10046698	1	good
10046724	-1	good
10046767	-1	bad
10046777	-1	good
10046796	-1	good
10046797	-1	good
10046803	-1	good
10046819	0	good
10046822	-1	good
10046824	-1	bad
10046940	-1	good
10046942	-1	good
10046963	-1	good
10046974	-1	bad
10046985	1	good
10046993	-1	good
10047017	-1	good
10047032	-1	bad
10047049	-1	good
10047092	-1	good
10047097	1	good
10047108	-1	good
10047123	-1	bad
10047131	-1	good
10047132	-1	good
10047160	-1	good
10047181	-1	good
10047200	-1	bad
10047265	0	bad
10047274	-1	bad
10047278	-1	good
10047301	-1	bad
10047322	1	good
10047329	1	good
10047333	3	good
10047355	0	good
10047358	1	good
10047360	0	good
10047399	-1	good
10047439	-1	bad
10047450	-1	good
10047466	-1	bad
10047475	-1	good
10047482	-1	good
10047501	-1	bad
10047505	-1	bad
10047539	-1	good
10047544	-1	bad
10047568	-1	good
10047599	-1	bad
10047606	1	bad
10047616	-1	good
10047620	-1	good
10047671	-1	good
10047741	-1	bad
10047760	-1	good
10047825	-1	good
10047864	1	good
10047891	-1	good
10047908	2	good
10047913	-1	good
10047922	2	good
10047940	-1	bad
10047945	-1	good
10048002	-1	good
10048003	-1	good
10048034	-1	good
10048059	-1	bad
10048081	-1	good
10048084	1	good
10048099	2	good
10048141	-1	good
10048144	-1	good
10048160	-1	bad
10048163	-1	good
10048165	1	good
10048170	-1	good
10048174	-1	good
10048176	-1	bad
10048180	-1	good
10048182	1	good
10048218	1	good
10048261	-1	bad
10048276	-1	bad
10048306	-1	good
10048308	-1	good
10048312	3	good
10048318	1	bad
10048326	0	good
10048345	0	good
10048352	-1	good
10048369	-1	good
10048392	-1	bad
10048399	0	bad
10048406	-1	good
10048474	-1	bad
10048478	-1	bad
10048482	-1	good
10048505	-1	bad
10048522	-1	good
10048526	0	good
10048544	-1	bad
10048570	1	good
10048581	-1	bad
10048618	-1	good
10048664	0	good
10048668	-1	good
10048673	-1	good
10048676	0	bad
10048685	2	good
10048686	-1	bad
10048701	-1	good
10048707	-1	good
10048712	-1	bad
10048739	1	good
10048764	1	bad
10048787	-1	good
10048796	-1	good
10048812	1	good
10048813	1	good
10048816	-1	bad
10048922	-1	good
10048932	-1	good
10048940	1	good
10048953	-1	good
10048976	-1	good
10048983	-1	good
10049025	-1	good
10049038	-1	bad
10049040	-1	bad
10049056	0	bad
10049067	-1	good
10049081	1	bad
10049086	-1	good
10049088	-1	good
10049096	-1	good
10049100	-1	good
10049113	1	good
10049118	-1	good
10049126	-1	good
10049144	0	good
10049166	-1	bad
10049175	-1	bad
10049194	-1	good
10049198	1	bad
10049235	1	bad
10049237	1	bad
10049243	2	good
10049254	-1	good
10049273	1	good
10049315	3	good
10049326	0	good
10049356	-1	good
10049360	-1	bad
10049389	-1	good
10049402	-1	good
10049417	1	bad
10049419	-1	bad
10049467	1	good
10049474	-1	good
10049522	-1	good
10049542	1	good
10049545	-1	good
10049552	-1	good
10049553	1	bad
10049573	1	bad
10049592	1	good
10049594	-1	bad
10049608	-1	good
10049616	-1	bad
10049661	1	good
10049691	-1	good
10049693	1	bad
10049714	-1	bad
10049728	0	good
10049729	-1	bad
10049769	-1	bad
10049788	1	good
10049790	1	good
10049796	2	bad
10049797	-1	good
10049805	1	good
10049850	-1	bad
10049878	-1	good
10049882	1	good
10049892	-1	good
10049940	-1	good
10049962	-1	good
10049981	1	bad
10049985	0	good
10049994	-1	good
10050002	-1	good
10050003	-1	good
10050035	-1	good
10050062	-1	bad
10050067	0	good
10050073	2	good
10050099	-1	good
10050101	-1	good
10050105	-1	bad
10050126	-1	bad
10050149	-1	good
10050158	-1	good
10050191	-1	good
10050206	-1	good
10050215	-1	good
10050225	1	bad
10050239	1	good
10050240	1	good
10050242	-1	good
10050243	-1	bad
10050251	-1	good
10050260	3	good
10050270	-1	good
10050271	-1	bad
10050277	-1	good
10050279	-1	good
10050284	-1	good
10050290	-1	good
10050291	0	good
10050292	-1	bad
10050313	1	good
10050314	-1	good
10050323	-1	bad
10050336	-1	good
10050342	-1	bad
10050345	-1	bad
10050348	-1	good
10050356	-1	good
10050374	-1	bad
10050383	-1	good
10050392	-1	good
10050404	-1	good
10050415	-1	bad
10050416	-1	bad
10050422	1	bad
10050433	-1	good
10050458	-1	good
10050464	-1	good
10050496	-1	good
10050500	-1	good
10050528	-1	bad
10050559	-1	good
10050591	-1	bad
10050661	1	good
10050672	-1	good
10050681	-1	bad
10050702	-1	good
10050741	-1	bad
10050756	1	bad
10050757	-1	good
10050800	0	good
10050803	-1	bad
10050805	-1	bad
10050814	-1	good
10050817	-1	bad
10050839	-1	good
10050850	0	good
10050851	-1	good
10050878	1	bad
10050879	-1	good
10050906	-1	good
10050944	-1	bad
10050954	-1	bad
10050968	-1	good
10050991	-1	good
10051004	-1	bad
10051014	-1	good
10051022	1	bad
10051023	-1	good
10051036	-1	good
10051039	-1	good
10051072	-1	good
10051093	-1	good
10051118	-1	bad
10051122	-1	bad
10051133	-1	good
10051141	-1	good
10051147	0	good
10051182	-1	good
10051213	-1	good
10051214	-1	good
10051217	-1	good
10051227	-1	bad
10051239	-1	good
10051243	0	good
10051257	-1	bad
10051273	-1	bad
10051291	-1	bad
10051297	-1	good
10051301	-1	good
10051338	-1	good
10051341	-1	good
10051388	2	bad
10051420	-1	good
10051432	-1	good
10051453	-1	good
10051457	-1	bad
10051459	-1	good
10051460	-1	bad
10051484	0	good
10051498	-1	bad
10051500	0	bad
10051506	-1	bad
10051507	3	bad
10051547	-1	good
10051550	0	good
10051552	-1	good
10051581	-1	bad
10051587	-1	good
10051644	1	good
10051645	3	good
10051653	-1	good
10051656	-1	good
10051705	-1	good
10051741	0	good
10051794	0	bad
10051799	0	good
10051833	-1	good
10051835	-1	bad
10051848	-1	good
10051859	1	good
10051870	-1	bad
10051878	-1	good
10051886	-1	good
10051889	-1	good
10051914	1	bad
10051920	2	bad
10051935	-1	bad
10051942	0	good
10051945	-1	bad
10051952	-1	bad
10051954	-1	good
10051980	-1	good
10051981	0	good
10051983	-1	bad
10051999	-1	bad
10052029	1	bad
10052043	-1	bad
