uid	streams-0-r_frame_rate	format-duration	format-tags-creation_time	streams-1-nb_frames	format-start_time	streams-1-duration	streams-0-nb_frames	streams-0-tags-creation_time	streams-0-duration	streams-1-tags-creation_time	streams-1-duration_ts	streams-0-codec_time_base	streams-1-bit_rate	format-size	format-bit_rate	streams-1-start_pts	streams-0-avg_frame_rate	streams-0-duration_ts	streams-1-start_time	streams-0-bit_rate	tag
10000023	30	17885011	1150	773	-11224	17868141	537	1150	17885000	1150	787985	60	83516	1597758	714680	-495	30	10731	-11224	627365	good
10000075	30	19113333	504	826	-6440	19103583	573	504	19113333	504	842468	60	62825	1620527	678281	-284	30	11468	-6440	611771	good
10000120	30	17918345	648	776	-1497	17854649	538	648	17918333	648	787390	60	89234	1588471	709204	-66	30	10751	-1497	615969	bad
10000132	15	17024000	1209	798	0	17024000	303	1209	16939111	1209	817152	36	128120	1235009	580361	0	18	1524520	0	451567	bad
10000147	25	13316667	2325	575	0	13283379	333	2325	13316667	2325	585797	50	84929	1189017	714303	69	25	7990	1565	625515	good
10000166	25	17128345	146	738	-7438	17080567	430	146	17128333	146	753253	50	86168	1536141	717473	-328	25	10277	-7438	627802	good
10000177	30	17818345	621	771	-4580	17805102	535	621	17818333	621	785205	60	86256	1562351	701457	-202	30	10691	-4580	611283	good
10000181	25	17563515	705	759	0	17563515	439	705	17556667	705	774551	50	86988	1580256	719790	407	25	10534	9229	629330	good
10000190	14	17024000	1912	798	0	17032062	242	1912	16963867	1912	817539	29	128044	1043109	490182	0	14	1526748	0	360569	good
10000191	25	12596667	1200	546	-20522	12564694	315	1200	12596667	1200	554103	50	86281	1142034	725292	-905	25	7558	-20522	634756	good
10000202	30	13184000	106	618	0	13184000	391	106	13163678	106	632832	59	256040	1664902	1010256	0	30	1184731	0	750295	good
10000205	30	15390000	429	720	0	15374896	460	429	15389578	429	737995	60	95906	1632877	848798	0	30	1385062	0	747319	bad
10000215	30	13312000	204	624	0	13312000	388	204	13165722	204	638976	59	256017	1698311	1020619	0	29	1184915	0	768084	good
10000263	25	14156667	1154	613	-15193	14125760	354	1154	14156667	1154	622946	50	83531	1244403	703218	-670	25	8494	-15193	615641	bad
10000272	12	17024000	2214	798	0	17023937	99	2214	16261856	2214	817149	12	96253	1704566	801017	0	6	1463567	0	732473	good
10000300	25	13239093	957	573	0	13239093	331	957	13238333	957	583844	50	86526	1178422	712086	164	25	7943	3719	621534	good
10000304	25	17960227	1401	776	0	17960227	449	1401	17956667	1401	792046	50	87309	1585109	706052	494	25	10774	11202	615192	bad
10000311	30	17286667	224	747	-3152	17272472	519	224	17286667	224	761716	60	82884	1541229	713256	-139	30	10372	-3152	626565	good
10000335	10	14707000	1205	686	0	14669083	147	1205	14706922	1205	704116	20	127866	701880	381793	0	10	1323623	0	251587	good
10000423	30	17951678	107	776	-11701	17867642	539	107	17951667	107	787963	60	88392	1572719	700867	-516	30	10771	-11701	608649	good
10000434	24	17018458	1330	736	-1769	17018458	409	1330	17016667	1330	750514	48	64175	1462133	687316	-78	24	10210	-1769	619584	good
10000450	10	13705000	1200	641	0	13714708	137	1200	13705344	1200	658306	20	127674	662649	386807	0	10	1233481	0	256304	good
10000451	13	15531000	1152	728	0	15561917	195	1152	15162100	1152	746972	26	96140	1610230	829427	0	13	1364589	0	745224	bad
10000459	20	17029000	650	798	0	17024000	340	650	17046433	650	817152	40	96192	1810820	850699	0	20	1534179	0	748686	good
10000500	25	17836667	1156	770	0	17819683	446	1156	17836667	1156	785848	50	85328	1556886	698285	440	25	10702	9977	609352	good
10000510	15	17105000	851	797	0	17002667	254	851	17135389	851	816128	30	96213	1000591	467975	0	15	1542185	0	366570	good
10000545	25	17635011	1158	764	-9229	17568254	441	1158	17635000	1158	774760	50	80796	1538952	698134	-407	25	10581	-9229	613427	good
10000556	25	13516667	1157	585	-10272	13503719	338	1157	13516667	1157	595514	50	87963	1187466	702815	-453	25	8110	-10272	610784	good
10000615	30	12956667	1201	560	-11383	12875692	389	1201	12956667	1201	567818	60	63596	1098233	678095	-502	30	7774	-11383	610536	good
10000623	20	14466000	1158	676	0	14421333	290	1158	14466400	1158	692224	40	96300	1543513	853594	0	20	1301976	0	751588	good
10000642	25	14356667	1203	621	-14580	14335329	359	1203	14356667	1203	632188	50	82587	1267452	706265	-643	25	8614	-14580	619750	good
10000674	25	13314000	1220	624	0	13312333	332	1220	13314033	1220	638992	50	96418	1418928	852593	0	25	1198263	0	749684	good
10000705	30	16870000	159	788	0	16810667	504	159	16896689	159	806912	60	96336	1803244	855124	0	30	1520702	0	752748	good
10000709	90000	16997000	603	795	0	16995083	426	603	16996744	603	815764	50	95801	1804504	849328	0	25	1529707	0	748398	good
10000718	15	16000000	1331	750	0	16000000	239	1331	15997056	1331	768000	30	256036	1269465	634732	0	15	1439735	0	375337	bad
10000720	25	13076667	1250	566	-12857	13036757	327	1250	13076667	1250	574921	50	84359	1159700	709477	-567	25	7846	-12857	621031	good
10000731	13	13973000	1321	655	0	13974104	193	1321	13922200	1321	670757	28	96417	1471966	842748	0	14	1252998	0	742759	good
10000738	8	14784000	2337	693	0	14784000	114	2337	13739233	2337	709632	17	128212	603197	326405	0	8	1236531	0	210330	good
10000768	25	17075011	1209	738	-5805	17037642	427	1209	17075000	1209	751360	50	82098	1494600	700251	-256	25	10245	-5805	614407	good
10000776	17	15104000	1838	708	0	15115312	251	1838	15069267	1838	725535	33	128053	1041540	551663	0	17	1356234	0	421659	bad
10000782	10	14802000	1214	691	0	14764771	148	1214	14801889	1214	708709	20	127889	706788	381995	0	10	1332170	0	251823	bad
10000824	11	16571000	217	776	0	16554666	184	217	16619022	217	794624	22	128090	1833055	884945	0	11	1495712	0	749390	good
10000853	25	17338345	1210	750	-8844	17336463	434	1210	17338333	1210	764538	50	88745	1541147	711093	-390	25	10403	-8844	618450	good
10000866	25	14796667	1211	639	-9433	14735238	370	1211	14796667	1211	649824	50	85126	1312324	709524	-416	25	8878	-9433	620617	good
10000876	25	17955011	208	776	-22971	17879592	449	208	17955000	208	788490	50	84232	1550265	690733	-1013	25	10773	-22971	602799	bad
10000886	25	17840000	742	772	-6576	17803129	462	742	17840000	742	785118	52	86506	1607196	720715	-290	26	10704	-6576	630338	bad
10000889	29	17024000	1621	798	0	17024000	243	1621	17025922	1621	817152	29	96221	1808938	850064	0	14	1532333	0	748674	good
10000922	15	17081000	922	797	0	17002667	255	922	17097822	922	816128	30	96187	1818666	851784	0	15	1538804	0	750232	good
10000957	20	17024000	401	798	0	17024875	338	401	16918778	401	817194	40	128051	1347065	633019	0	20	1522690	0	505318	good
10000963	30	13314000	557	624	0	13340063	400	557	13313378	557	640323	60	127873	1499093	900761	0	30	1198204	0	765854	bad
10000968	25	13172789	1232	570	0	13172789	329	1232	13158333	1232	580920	50	89124	1201459	729661	312	25	7895	7075	637177	good
10000987	25	17835011	1208	771	-7778	17801927	446	1208	17835000	1208	785065	50	88544	1595098	715490	-343	25	10701	-7778	623196	bad
10001013	30	17039000	1218	795	0	16960000	510	1218	17054022	1218	814080	60	96309	1822335	855606	0	30	1534862	0	753942	good
10001040	90000	16171000	1228	758	0	16170667	178	1228	16223956	1228	776192	22	96214	1716810	849327	0	11	1460156	0	745323	good
10001078	8	13483000	1229	632	0	13482667	112	1229	13504200	1229	647168	17	128111	580931	344689	0	8	1215378	0	213608	bad
10001129	25	13236667	546	572	-5646	13206485	331	546	13236667	546	582406	50	81279	1170841	707634	-249	25	7942	-5646	622434	bad
10001131	25	17997755	1528	777	0	17997755	450	1528	17996667	1528	793701	50	84143	1611513	716317	1125	25	10798	25510	628619	good
10001133	30	16987000	618	794	0	16973063	510	618	16986656	618	814707	60	95831	1795331	845508	0	30	1528799	0	744617	good
10001136	25	17061000	103	790	0	16983313	426	103	17061067	103	815199	50	95265	1815234	851173	0	25	1535496	0	751266	good
10001171	33	16363000	702	767	0	16362666	492	702	16314544	702	785408	60	96180	1730892	846246	0	30	1468309	0	746990	bad
10001175	29	17024000	933	798	0	17047375	496	933	16947278	933	818274	59	127874	1841409	865323	0	29	1525255	0	737328	good
10001177	25	12636667	1217	548	-567	12631066	316	1217	12636667	1217	557030	50	84881	1129761	715227	-25	25	7582	-567	626061	good
10001180	15	14059000	351	659	0	14058667	209	351	14086644	351	674816	30	96285	1482583	843634	0	15	1267798	0	739741	bad
10001199	20	14129000	614	658	0	14040375	281	614	14128789	614	673938	40	95983	1490416	843890	0	20	1271591	0	742324	good
10001205	25	17915011	500	774	-14649	17905351	448	500	17915000	500	789626	50	83959	1565816	699219	-646	25	10749	-14649	611577	good
10001206	25	16578000	1353	777	0	16596582	417	1353	16578100	1353	796636	50	95880	1794981	866199	0	25	1492029	0	764926	bad
10001215	17	16661000	1225	781	0	16661332	270	1225	16321121	1225	799744	33	127068	1788989	859006	0	17	1468901	0	743479	good
10001241	25	15356667	1221	663	-6463	15249025	384	1221	15356667	1221	672482	50	87316	1374639	716113	-285	25	9214	-6463	625071	bad
10001278	30	17385011	544	751	-18957	17303129	522	544	17385000	544	763068	60	88884	1199029	551753	-836	30	10431	-18957	459075	bad
10001300	90000	17024000	1220	798	0	17024000	252	1220	17019289	1220	817152	30	128054	1875630	881405	0	15	1531736	0	748282	good
10001310	25	17955011	1222	776	-18844	17883741	449	1222	17955000	1222	788673	50	85348	1573147	700928	-831	25	10773	-18844	611875	good
10001320	29	17024000	1218	798	0	17024000	243	1218	17088556	1218	817152	28	128051	1877095	882093	0	14	1537970	0	745938	bad
10001333	30	13483000	104	632	0	13520729	404	104	13454744	104	648995	60	127781	1496578	887979	0	30	1210927	0	757942	good
10001342	20	16981000	1237	796	0	16981333	339	1237	17035789	1237	815104	40	96000	1794191	845269	0	20	1533221	0	741720	bad
10001350	90000	16517000	1222	773	0	16532271	166	1222	16516700	1222	793549	20	127823	797776	386402	0	10	1486503	0	255884	bad
10001371	25	17805760	314	769	0	17805760	445	314	17796667	314	785234	50	83884	1612197	724348	850	25	10678	19274	637135	good
10001386	90000	16704000	1230	783	0	16736125	330	1230	16664055	1230	803334	40	127868	1310658	627709	0	20	1499765	0	497799	bad
10001399	30	15760000	1225	738	0	15762187	470	1225	15759656	1225	756585	60	95889	1676525	851027	0	30	1418369	0	749587	good
10001400	13	13082000	552	612	0	13082542	164	552	13082400	552	627962	25	127928	737959	451282	0	13	1177416	0	320053	good
10001407	25	13909000	1228	652	0	13948583	340	1228	13635611	1228	669532	50	96028	1451131	834642	0	25	1227205	0	746797	good
10001417	30	12923333	320	559	0	12915442	388	320	12923333	320	569571	60	97862	1187423	735056	227	30	7754	5147	632997	good
10001442	30	13931000	629	653	0	13932500	421	629	13921867	629	668760	60	128010	1560212	895965	0	30	1252968	0	761994	bad
10001444	25	13882834	2241	602	-2676	13882834	347	2241	13876667	2241	612233	50	92643	1255916	723723	-118	25	8326	-2676	627125	bad
10001448	90000	17024000	1313	798	0	17024000	337	1313	17045100	1313	817152	40	128001	1881886	884344	0	20	1534059	0	750137	good
10001475	24	12464000	325	582	0	12416000	298	325	12495956	325	595968	48	96469	1097089	704164	0	24	1124636	0	599509	bad
10001499	17	12800000	1132	600	0	12851208	213	1132	12787800	1132	616858	33	127769	886619	554136	0	17	1150902	0	423337	good
10001503	30	13421678	1329	581	-14989	13401791	403	1329	13421667	1329	591019	60	87190	1167913	696135	-661	30	8053	-14989	604747	good
10001507	10	17024000	1037	798	0	17024000	170	1037	17039467	1037	817152	20	128076	816483	383685	0	10	1533552	0	252850	bad
10001536	10	16981000	1229	796	0	16981333	169	1229	17064989	1229	815104	20	96000	1795965	846105	0	10	1535849	0	741282	bad
10001545	25	17995011	1321	776	-6757	17895828	450	1321	17995000	1321	789206	50	87241	1555137	691363	-298	25	10797	-6757	600610	good
10001574	25	12885000	1234	604	0	12885125	373	1234	12727322	1234	618486	59	96012	1340707	832414	0	29	1145459	0	738723	bad
10001595	10	16981000	830	796	0	16981333	169	830	17082111	830	815104	20	128101	1886073	888556	0	10	1537390	0	750636	bad
10001618	11	13675000	1226	641	0	13674667	151	1226	13640000	1226	656384	22	128265	700519	409810	0	11	1227600	0	279463	good
10001647	11	17024000	1531	798	0	17024000	188	1531	17047678	1531	817152	22	96139	1799324	845546	0	11	1534291	0	743289	bad
10001650	8	17024000	718	798	0	17024000	141	718	16987622	718	817152	17	128098	726191	341255	0	8	1528886	0	211102	good
10001666	25	13568000	1239	636	0	13568000	334	1239	13610433	1239	651264	49	96489	1426408	841042	0	25	1224939	0	735800	bad
10001722	17	16640000	1303	780	0	16648354	274	1303	16589877	1303	799121	33	255970	2087122	1003424	0	17	1493089	0	746299	bad
10001723	29	17024000	1236	798	0	17024000	241	1236	17024933	1236	817152	28	96098	1803844	847671	0	14	1532244	0	746447	bad
10001724	30	16690999	1234	782	0	16693041	502	1234	16690978	1234	801266	60	96054	1792945	859358	0	30	1502188	0	758108	good
10001733	25	17955011	1243	776	-10068	17915714	449	1243	17955000	1243	790083	50	87403	1590775	708782	-444	25	10773	-10068	617666	good
10001735	20	17024000	945	798	0	17024000	341	945	17039911	945	817152	40	96225	1801020	846343	0	20	1533592	0	744339	good
10001748	8	16384000	943	768	0	16384000	126	943	15159211	943	786432	17	128184	670535	327409	0	8	1364329	0	212398	bad
10001757	11	17024000	1244	798	0	17024000	188	1244	17049033	1244	817152	22	128041	1880916	883889	0	11	1534413	0	749469	good
10001771	25	13297000	1234	621	0	13248000	332	1234	13317900	1234	635904	50	96474	1417708	852949	0	25	1198611	0	749070	bad
10001790	24	17088000	1251	267	0	17113375	408	1251	16989956	1251	273814	48	95857	2079207	973411	0	24	1529096	0	877380	good
10001792	25	17555011	2307	759	-14762	17516281	439	2307	17555000	2307	772468	50	88878	1556051	709108	-651	25	10533	-14762	616449	good
10001800	25	14156667	1238	613	-12789	14081723	354	1238	14156667	1238	621004	50	85923	1246452	704375	-564	25	8494	-12789	614393	good
10001816	60	17083000	1256	796	0	16995750	342	1256	17082689	1256	815796	40	96239	1808801	847064	0	20	1537442	0	746206	good
10001820	30	18671451	1351	806	0	18671451	559	1351	18653333	1351	823411	60	83382	1665093	713428	1139	30	11192	25828	626982	good
10001822	25	17024000	104	798	0	17024000	425	104	17033478	104	817152	50	256061	2141217	1006210	0	25	1533013	0	745421	good
10001831	30	17841678	1305	770	0	17823311	535	1305	17841667	1305	786008	60	62950	1518513	680883	600	30	10705	13605	614330	bad
10001860	30	16106000	1236	752	0	16042667	481	1236	16121500	1236	770048	60	96316	1717623	853159	0	30	1450935	0	751065	bad
10001874	30	13456000	800	630	0	13467208	404	800	13456067	800	646426	60	95806	1427309	848578	0	30	1211046	0	746184	good
10001900	20	12955000	1345	600	0	12814312	258	1345	12955078	1345	615087	40	127923	1417377	875261	0	20	1165957	0	741715	good
10001939	30	17851678	246	772	-12608	17820295	536	246	17851667	246	785875	60	87811	1603586	718626	-556	30	10711	-12608	626948	bad
10001944	30	13930000	111	650	0	13866667	418	111	13947222	111	665600	60	256033	1750039	1005047	0	30	1255250	0	744290	good
10002041	30	16987000	1253	796	0	16981333	510	1253	17007333	1253	815104	60	96000	1796668	846137	0	30	1530660	0	744126	bad
10002056	11	17024000	1242	798	0	17024000	176	1242	17079633	1242	817152	21	96000	1812466	851722	0	10	1537167	0	748194	good
10002110	14	15189000	822	712	0	15189333	240	822	15172544	822	729088	32	128027	1664633	876757	0	16	1365529	0	743620	good
10002129	25	17435011	721	753	-11088	17380635	436	721	17435000	721	766486	50	82473	1547182	709919	-489	25	10461	-11088	623789	good
10002131	30	17024000	328	798	0	17024000	170	328	17044878	328	817152	20	128205	818946	384843	0	10	1534039	0	253718	good
10002160	17	17024000	957	798	0	17023937	277	957	16737055	957	817149	33	96227	1776640	834887	0	17	1506335	0	746153	good
10002169	30	15221678	1256	659	-21587	15164240	457	1256	15221667	1256	668743	60	83600	1360700	715137	-952	30	9133	-21587	627470	good
10002182	15	13824000	342	648	0	13824000	206	342	13815267	342	663552	30	128090	1520278	879790	0	15	1243374	0	745674	good
10002184	30	15275000	649	716	0	15297917	457	649	15221144	649	734300	60	127967	1692862	886605	0	30	1369903	0	757673	bad
10002225	20	16981000	1840	796	0	16981333	338	1840	16981000	1840	815104	40	128026	1861400	876933	0	20	1528290	0	743557	good
10002227	11	16491000	1308	773	0	16490666	183	1308	16529567	1308	791552	22	96000	1756531	852116	0	11	1487661	0	749117	good
10002243	30	14588345	141	630	-10998	14547891	438	141	14588333	141	641562	60	82153	1306276	716339	-485	30	8753	-10998	630298	good
10002262	29	13611000	1255	638	0	13610667	99	1255	13574867	1255	653312	15	128101	543425	319403	0	7	1221738	0	189222	bad
10002263	17	13248000	1245	621	0	13248000	216	1245	12982489	1245	635904	33	256019	1646008	993966	0	17	1168424	0	749162	good
10002281	25	14118345	633	611	-9501	14108209	353	633	14118333	633	622172	50	86691	1260101	714021	-419	25	8471	-9501	623336	good
10002307	30	13267000	220	619	0	13266271	398	220	13266778	220	636781	60	96017	1402161	845502	0	30	1194010	0	742905	good
10002342	25	16365849	1322	708	-4218	16365849	409	1322	16355000	1322	721734	50	90678	1489104	727907	-186	25	9813	-4218	633769	bad
10002378	25	17395011	1335	753	-20476	17371247	435	1335	17395000	1335	766072	50	88441	1549952	712825	-903	25	10437	-20476	620501	bad
10002385	24	13193333	1252	570	-2585	13163129	317	1252	13193333	1252	580494	48	64495	1155219	700486	-114	24	7916	-2585	632219	good
10002403	30	16853333	601	728	-21111	16766915	506	601	16853333	601	739421	60	86458	1484858	704837	-931	30	10112	-21111	614580	bad
10002413	25	14827000	1044	695	0	14826604	114	1044	14286078	1044	711677	16	96267	1512203	815918	0	8	1285747	0	730611	bad
10002424	30	13755011	137	595	-14853	13708141	413	137	13755000	137	604529	60	89048	1220622	709921	-655	30	8253	-14853	616761	good
10002425	30	17880907	423	774	-21678	17880907	536	423	17875000	423	788548	60	62629	1403050	627731	-956	30	10725	-21678	561522	bad
10002437	12	13461000	1321	631	0	13506437	157	1321	13029122	1321	648309	24	96157	1383717	822356	0	12	1172621	0	743292	good
10002442	30	14037000	1257	658	0	14037333	139	1257	14109978	1257	673792	20	128000	1538037	876561	0	10	1269898	0	738252	bad
10002446	15	14536000	1	681	0	14572375	216	1	14535978	1	699474	30	127676	924554	508835	0	15	1308238	0	378062	good
10002480	17	13653000	1320	640	0	13676417	218	1320	13103589	1320	656468	33	127992	916604	537085	0	17	1179323	0	419875	bad
10002485	25	17635011	1457	762	-1043	17622902	441	1457	17635000	1457	777170	50	81190	1564289	709628	-46	25	10581	-1043	624743	good
10002521	90000	12800000	114	600	0	12800000	214	114	12863533	114	614400	33	128093	1446983	904364	0	17	1157718	0	765379	good
10002527	25	14581247	130	631	-884	14581247	364	130	14558333	130	643033	50	82878	1325057	726992	-39	25	8735	-884	641178	good
10002547	30	17885011	1258	773	-17256	17862109	537	1258	17885000	1258	787719	60	86633	1578001	705842	-761	30	10731	-17256	615400	good
10002550	30	16917000	830	793	0	16923000	507	830	16896100	830	812304	60	255946	2127327	1006006	0	30	1520649	0	746221	good
10002576	30	13423000	910	626	0	13382083	403	910	13422722	910	642340	60	95884	1421662	847299	0	30	1208045	0	745201	good
10002601	90000	16981000	143	796	0	16981333	228	143	17038133	143	815104	27	96000	1769530	833651	0	13	1533432	0	730039	bad
10002603	8	13248000	1256	621	0	13290687	110	1256	13209289	1256	637953	17	127913	568674	343402	0	8	1188836	0	213069	bad
10002606	30	15720000	958	680	-21723	15674966	472	958	15720000	958	691266	60	84346	1383621	704132	-958	30	9432	-21723	615808	good
10002612	14	12864000	908	603	0	12881521	183	908	12828044	908	618313	29	128069	795776	494885	0	14	1154524	0	364801	good
10002630	60	13440000	859	630	0	13478833	268	859	13414878	859	646984	40	127827	1063412	632983	0	20	1207339	0	502764	good
10002634	30	14592000	1307	684	0	14592000	135	1307	13588633	1307	700416	20	128060	677167	371253	0	10	1222977	0	255658	bad
10002636	30	17285646	605	747	0	17285646	518	605	17285000	605	762297	60	84302	1551833	718206	441	30	10371	10000	630107	good
10002638	30	17063000	953	794	0	16995896	516	953	17063144	953	815803	60	95676	1817938	852341	0	30	1535683	0	751962	good
10002649	60	16491000	1040	773	0	16506937	329	1040	16464122	1040	792333	40	127970	1301912	631574	0	20	1481771	0	501272	bad
10002656	30	14321678	909	619	0	14312676	430	909	14321667	909	631189	60	82260	1239794	692541	405	30	8593	9184	606307	good
10002670	25	14196667	1259	614	-6735	14180658	355	1259	14196667	1259	625367	50	85633	1257597	708671	-297	25	8518	-6735	619088	bad
10002772	25	15419000	1153	720	0	15360000	385	1153	15429500	1153	737280	50	96000	1643666	852800	0	25	1388655	0	751043	good
10002778	30	17024000	420	798	0	17051292	501	420	16951689	420	818462	59	127834	1887620	887039	0	30	1525652	0	758885	good
10002788	31	17045000	521	797	0	17025333	526	521	17045200	521	817216	62	127972	1940777	910895	0	31	1534068	0	776435	bad
10002815	30	17040000	1327	793	0	16917333	515	1327	17055011	1327	812032	60	96306	1864451	875329	0	30	1534951	0	768781	good
10002819	8	17134000	704	796	0	16981333	137	704	17150833	704	815104	16	96294	1847005	862381	0	8	1543575	0	761089	good
10002852	60	12608000	519	591	0	12640062	251	519	12560889	519	606723	40	127935	1004059	637093	0	20	1130480	0	507539	bad
10002865	25	17931224	1050	775	0	17931224	448	1050	17916667	1050	790767	50	87185	1588515	708714	239	25	10750	5420	618327	good
10002880	25	17275011	1308	747	-14422	17214785	432	1308	17275000	1308	759172	50	85406	1553632	719481	-636	25	10365	-14422	630288	good
10002924	24	13946667	1308	604	-22132	13909841	335	1308	13946667	1308	613424	48	63230	1191875	683675	-976	24	8368	-22132	616654	good
10002953	30	13895000	726	650	0	13877625	417	726	13895244	726	666126	60	95974	1489454	857548	0	30	1250572	0	755452	good
10002960	8	17024000	1310	798	0	17024000	139	1310	16754100	1310	817152	17	128112	719872	338285	0	8	1507869	0	210813	good
10002963	30	17024000	712	798	0	17061583	506	712	16949922	712	818956	60	96089	1797639	844755	0	30	1525493	0	746618	bad
10002965	25	12767000	715	598	0	12762542	314	715	12766578	715	612602	49	255933	1404233	879914	0	25	1148992	0	619662	good
10002967	90000	13489000	1309	632	0	13482667	255	1309	13508156	1309	647168	38	96069	1442487	855504	0	19	1215734	0	751996	good
10002997	8	17043000	2344	734	0	17043447	126	2344	17132556	2344	751616	15	64077	536979	252058	0	7	1541930	0	182135	good
10003029	17	17113000	1104	266	0	17024000	285	1104	17160856	1104	272384	33	96000	1114129	520833	0	17	1544477	0	419046	good
10003046	25	16355011	1625	707	-1043	16322585	409	1625	16355000	1625	719826	50	84554	1451650	710069	-46	25	9813	-1043	621726	good
10003106	25	17915011	1312	774	-9410	17887370	448	1312	17915000	1312	788833	50	84175	1583115	706944	-415	25	10749	-9410	619086	good
10003119	25	17155011	1311	742	-6825	17106281	429	1311	17155000	1311	754387	50	85243	1526974	712083	-301	25	10293	-6825	623024	good
10003143	29	14058000	1314	659	0	14058667	191	1314	14076344	1314	674816	27	96000	1490362	848121	0	14	1266871	0	744918	good
10003144	150	17989410	1324	778	-6054	17989410	457	1324	17985000	1324	793333	51	86850	1629933	724841	-267	25	10791	-6054	634372	bad
10003159	30	14068345	1016	608	-2585	14045465	422	1016	14068333	1016	619405	60	83854	1274506	724751	-114	30	8441	-2585	636901	bad
10003160	30	17024000	504	798	0	17051437	510	504	16985533	504	818469	60	127838	1909381	897265	0	30	1528698	0	767507	good
10003171	25	17626667	1326	762	-11315	17612608	441	1326	17626667	1326	776716	50	64114	1512153	686302	-499	25	10576	-11315	618481	bad
10003199	29	13653000	1046	640	0	13653333	222	1046	13647844	1046	655360	33	96106	1440344	843972	0	16	1228306	0	741804	bad
10003226	25	17835011	1323	772	-16463	17770000	446	1323	17835000	1323	783657	50	84137	1549590	695077	-726	25	10701	-16463	607100	bad
10003290	30	15565646	1039	672	0	15565646	466	1039	15550000	1039	686445	60	84553	1369636	703927	1389	30	9330	31496	616179	good
10003319	30	13162562	243	569	0	13162562	394	243	13146667	243	580469	60	85254	1146642	696911	885	30	7888	20068	608322	bad
10003335	25	14636667	942	634	-4512	14624036	366	942	14636667	942	644920	50	78864	1290684	705452	-199	25	8782	-4512	622569	good
10003346	10	14571000	1415	683	0	14570667	144	1415	14604756	1415	699392	20	128100	1614928	886653	0	10	1314428	0	750586	bad
10003370	60	17024000	1322	798	0	17023937	339	1322	16840956	1322	817149	40	96339	1790440	841372	0	20	1515686	0	747992	good
10003381	17	13376000	1355	627	0	13379125	222	1355	13328100	1355	642198	33	128171	924953	553201	0	17	1199529	0	423637	good
10003411	30	16789000	1327	787	0	16801854	500	1327	16657644	1327	806489	60	128067	1845511	879390	0	30	1499188	0	753780	good
10003412	25	17915011	1324	775	-22902	17902880	448	1324	17915000	1324	789517	50	84054	1610644	719237	-1010	25	10749	-22902	631400	bad
10003455	25	17635011	1126	761	-12971	17587755	441	1126	17635000	1126	775620	50	87918	1529359	693783	-572	25	10581	-12971	602264	good
10003465	25	13196667	34	570	-18934	13123560	330	34	13196667	34	578749	50	86170	1178522	714436	-835	25	7918	-18934	624365	good
10003497	24	12410227	1329	537	0	12410227	298	1329	12398333	1329	547291	48	62311	1074143	692424	475	24	7439	10771	626794	good
10003530	25	14036667	1325	606	-17302	13961088	351	1325	14036667	1325	615684	50	90251	1237730	705426	-763	25	8422	-17302	611358	good
10003559	60	14062000	1346	659	0	14070167	281	1346	14062056	1346	675368	40	96134	1504968	856190	0	20	1265585	0	753842	good
10003598	20	17024000	733	798	0	17034542	339	733	17008578	733	817658	40	128100	1351001	634868	0	20	1530772	0	504118	good
10003619	11	17024000	534	798	0	17024000	189	534	17036633	534	817152	22	128174	1886782	886645	0	11	1533297	0	752636	bad
10003624	6	13675000	1348	641	0	13674667	83	1348	13670167	1348	656384	12	128171	491973	287808	0	6	1230315	0	157200	good
10003642	20	16981000	1308	796	0	16981333	338	1308	17002378	1308	815104	40	128138	1874120	882925	0	20	1530214	0	748495	bad
10003658	11	13332000	1119	623	0	13304958	148	1119	13332278	1119	638638	22	96150	1410332	846283	0	11	1199905	0	743821	good
10003701	25	13556667	1114	588	-17029	13543424	339	1114	13556667	1114	597265	50	88917	1200704	708554	-751	25	8134	-17029	615371	good
10003727	30	17057000	1330	795	0	16960000	511	1330	17059522	1330	814080	60	96323	1809031	848463	0	30	1535357	0	747447	good
10003728	30	14848000	603	696	0	14848000	446	603	14861778	603	712704	60	128072	1678537	904384	0	30	1337560	0	769483	bad
10003740	15	16810000	910	787	0	16823917	252	910	16809778	910	807548	30	127772	1074599	511409	0	15	1512880	0	380765	good
10003741	30	17024000	247	798	0	17043833	515	247	16955411	247	818104	61	128056	1902509	894036	0	30	1525987	0	765756	good
10003754	15	13329000	237	624	0	13312000	200	237	13359522	237	638976	30	96206	1416526	850191	0	15	1202357	0	745907	good
10003819	30	17043000	926	797	0	17011958	511	926	17043322	926	816574	60	255873	2154193	1011180	0	30	1533899	0	751127	good
10003824	25	17955011	1337	776	-15668	17910136	449	1337	17955000	1337	789837	50	85592	1580045	704001	-691	25	10773	-15668	614704	good
10003856	25	14478345	1335	626	-1020	14464989	362	1335	14478333	1335	637906	50	83885	1269144	701264	-45	25	8687	-1020	613514	good
10003864	30	16981000	231	796	0	16981312	508	231	16911256	231	815103	60	256036	2131928	1004382	0	30	1522013	0	746782	good
10003885	25	14081179	1336	610	-13333	14081179	352	1336	14076667	1336	620980	50	82966	1280606	727556	-588	25	8446	-13333	640709	bad
10003905	25	17024000	1335	798	0	17024000	424	1335	17027522	1335	817152	50	96321	1805551	848473	0	25	1532477	0	746913	bad
10003942	25	13976848	1442	604	0	13976848	349	1442	13958333	1442	616379	50	82540	1236362	707662	955	25	8375	21655	622097	good
