uid	streams-0-r_frame_rate	format-duration	format-tags-creation_time	streams-1-nb_frames	format-start_time	streams-1-duration	streams-0-nb_frames	streams-0-tags-creation_time	streams-0-duration	streams-1-tags-creation_time	streams-1-duration_ts	streams-0-codec_time_base	streams-1-bit_rate	format-size	format-bit_rate	streams-1-start_pts	streams-0-avg_frame_rate	streams-0-duration_ts	streams-1-start_time	streams-0-bit_rate	tag
10069113	30	16536999	1447	775	0	16533332	495	1447	16555767	1447	793600	60	96321	1768729	855646	0	30	1490019	0	747929	good
10069125	30	17035000	1441	795	0	16960000	510	1441	17037133	1441	814080	60	96320	1818421	853969	0	30	1533342	0	752841	good
10069130	29	17024000	1518	798	0	17024000	241	1518	17062478	1518	817152	28	96188	1798772	845287	0	14	1535623	0	742337	good
10069163	30	17038000	2256	791	0	16874667	511	2256	17039433	2256	809984	60	96354	1817773	853514	0	30	1533549	0	752884	good
10069170	25	14876667	1255	645	-17710	14843039	372	1255	14876667	1255	654578	50	85293	1330931	715714	-781	25	8926	-17710	626308	bad
10069185	17	17024000	1449	798	0	17036833	285	1449	16990556	1449	817768	34	128019	1179041	554060	0	17	1529150	0	424029	good
10069199	25	13718345	1446	592	0	13686032	343	1446	13718333	1446	603554	50	78531	1197102	698102	418	25	8231	9478	615818	good
10069206	25	17955011	809	776	-6168	17873175	449	809	17955000	809	788207	50	84832	1550805	690973	-272	25	10773	-6168	602438	good
10069227	25	13316667	834	577	-1746	13303288	333	834	13316667	834	586675	50	84330	1154858	693782	-77	25	7990	-1746	605304	good
10069241	14	17024000	1451	798	0	17024000	242	1451	17002456	1451	817152	28	256000	2117471	995052	0	14	1530221	0	736503	good
10069253	25	17636667	1501	761	0	17627551	441	1501	17636667	1501	777375	50	82350	1568063	711274	1183	25	10582	26825	625354	good
10069266	25	17835011	1450	771	-20045	17812857	446	1450	17835000	1450	785547	50	77593	1551121	695764	-884	25	10701	-20045	614462	good
10069267	30	17918345	226	776	-10748	17915034	538	226	17918333	226	790053	60	81332	1560545	696736	-474	30	10751	-10748	611448	good
10069283	30	17042000	2329	792	0	16898021	515	2329	17042144	2329	811105	60	96320	1830013	859060	0	30	1533793	0	758411	good
10069288	90000	14635000	320	686	0	14634667	238	320	14688933	320	702464	32	128176	1634258	893342	0	16	1322004	0	756178	good
10069302	30	15221678	732	659	-6190	15156440	457	732	15221667	732	668399	60	83337	1352819	710995	-273	30	9133	-6190	623592	good
10069337	25	17395011	1204	752	-7981	17383764	435	1204	17395000	1204	766624	50	83828	1537407	707056	-352	25	10437	-7981	619481	bad
10069373	25	14716667	1455	637	-22925	14698503	368	1455	14716667	1455	648204	50	79164	1287939	700125	-1011	25	8830	-22925	617006	good
10069383	30	17851678	537	772	-3946	17782540	536	537	17851667	537	784210	60	89150	1560751	699430	-174	30	10711	-3946	606408	good
10069436	25	14229000	49	667	0	14229312	352	49	14136500	49	683007	50	256046	1784966	1003565	0	25	1272285	0	748005	good
10069440	25	13716667	510	594	-5578	13694195	343	510	13716667	510	603914	50	84411	1242647	724751	-246	25	8230	-5578	636257	good
10069461	30	17063000	1404	796	0	16982062	513	1404	17063011	1404	815139	60	96256	1812231	849665	0	30	1535671	0	748736	good
10069474	30	13062000	641	609	0	13049750	395	641	13061956	641	626388	60	95575	1408818	862849	0	30	1175576	0	760741	good
10069538	31	12462000	1506	584	0	12458667	384	1506	12478533	1506	598016	62	156000	1418255	910450	0	31	1123068	0	745987	bad
10069543	60	17024000	1504	798	0	17024000	340	1504	17047333	1504	817152	40	96000	1806611	848971	0	20	1534260	0	746863	bad
10069591	20	17024000	1441	798	0	17053167	339	1441	16985433	1441	818552	40	127885	1346450	632730	0	20	1528689	0	502774	bad
10069612	20	16293000	1512	760	0	16302146	325	1512	16293167	1512	782503	40	95690	1721495	845268	0	20	1466385	0	744204	good
10069643	30	17220000	600	743	-13810	17168934	517	600	17220000	600	757150	60	83251	1525853	708874	-609	30	10332	-13810	621939	good
10069667	30	17041000	1509	795	0	16960000	515	1509	17057000	1509	814080	60	96341	1827574	857965	0	30	1535130	0	756237	good
10069721	25	13876667	1508	600	-11678	13827392	347	1508	13876667	1508	609788	50	85694	1230939	709645	-515	25	8326	-11678	620018	good
10069737	60	17065000	1000	797	0	17002667	341	1000	17076233	1000	816128	40	96233	1815346	851026	0	20	1536861	0	749579	bad
10069801	90000	14763000	1513	692	0	14762604	144	1513	14022922	1513	708605	21	156001	1587093	860038	0	10	1262063	0	734589	good
10069803	25	17595011	1513	760	-5125	17572358	440	1513	17595000	1513	774941	50	85689	1579162	718004	-226	25	10557	-5125	628633	good
10069806	17	13227000	1516	620	0	13253354	220	1516	13208056	1516	636161	33	127863	913229	552342	0	17	1188725	0	421933	good
10069817	30	13839000	1515	647	0	13815500	413	1515	13838422	1515	663144	60	96287	1469602	849542	0	30	1245458	0	747125	good
10069823	30	17785011	835	768	-6145	17757120	534	835	17785000	835	783089	60	62844	1574417	708199	-271	30	10671	-6145	641693	good
10069833	12	14315000	1515	671	0	14314667	178	1515	14303589	1515	687104	25	128189	793607	443510	0	12	1287323	0	312869	bad
10069865	10	17024000	931	798	0	17035729	170	931	17002200	931	817715	20	128013	817085	383968	0	10	1530198	0	253647	bad
10069873	24	17568345	1511	759	-7710	17476916	422	1511	17568333	1511	770732	48	62564	1481361	674559	-340	24	10541	-7710	608532	good
10069890	25	14758345	1516	638	0	14755941	369	1516	14758333	1516	650737	50	84391	1318987	714978	497	25	8855	11270	626732	good
10069919	25	16981000	1644	796	0	16981333	424	1644	16983156	1644	815104	50	96000	1797905	847019	0	25	1528484	0	745768	good
10069943	30	14621678	335	631	-7596	14584422	439	335	14621667	335	643173	60	84028	1304991	714003	-335	30	8773	-7596	626131	good
10069959	25	13416000	317	626	0	13387229	335	317	13416467	317	642587	50	95766	1432338	854107	0	25	1207482	0	752069	good
10069981	25	17955011	1527	777	-18118	17942653	449	1527	17955000	1527	791271	50	84989	1592932	709743	-799	25	10773	-18118	620928	good
10070028	60	13931000	359	653	0	13930667	278	359	13917589	359	668672	40	128203	1107346	635903	0	20	1252583	0	505062	good
10070032	30	15920000	725	687	-21587	15860862	478	725	15920000	725	699464	60	91114	1446469	726868	-952	30	9552	-21587	631987	good
10070037	25	13316667	1017	576	-6712	13275102	333	1017	13316667	1017	585432	50	89878	1188808	714177	-296	25	7990	-6712	620276	good
10070041	29	17024000	1009	798	0	17074312	497	1009	16981533	1009	819567	59	127743	1842102	865649	0	29	1528338	0	736210	good
10070045	30	17975011	231	777	-14104	17958141	539	231	17975000	231	791954	60	63489	1336355	594761	-622	30	10785	-14104	527580	good
10070057	60	17065000	529	793	0	16993250	341	529	17065078	529	815676	40	95627	1802634	845067	0	20	1535857	0	744766	bad
10070077	60	17065000	327	796	0	16988979	341	327	17064767	327	815471	40	95957	1808627	847876	0	20	1535829	0	747285	good
10070124	30	17063000	241	795	0	16979500	516	241	17062600	241	815016	60	95889	1825074	855687	0	30	1535634	0	755212	good
10070145	30	14336000	827	672	0	14336000	426	827	14205678	827	688128	60	124006	1568966	875539	0	30	1278511	0	753335	bad
10070150	25	17875011	1524	773	-13651	17842494	447	1524	17875000	1524	786854	50	86377	1572523	703786	-602	25	10725	-13651	613643	bad
10070189	30	14997000	256	703	0	15029687	448	256	14975878	256	721425	60	127900	1650788	880596	0	30	1347829	0	750006	good
10070193	24	16886667	1644	730	-13197	16867710	406	1644	16886667	1644	743866	48	63316	1447124	685569	-582	24	10132	-13197	618663	bad
10070195	25	15806712	1745	684	-6077	15806712	395	1745	15788333	1745	697076	50	62893	1346978	681724	-268	25	9473	-6077	615716	good
10070196	25	13547000	335	635	0	13580312	338	335	13537267	335	651855	50	127802	1286970	760002	0	25	1218354	0	628892	good
10070242	30	17043000	939	798	0	17024000	511	939	17062622	939	817152	60	256019	2146418	1007530	0	30	1535636	0	746297	bad
10070245	24	15248141	829	661	-7370	15248141	366	829	15245000	829	672443	48	64802	1365693	716516	-325	24	9147	-7370	648055	good
10070246	30	14087000	1019	658	0	14056938	426	1019	14087056	1019	674733	60	95866	1511298	858265	0	30	1267835	0	756457	good
10070249	30	14509000	1529	678	0	14464000	432	1529	14533478	1529	694272	59	96397	1542715	850625	0	30	1308013	0	747234	good
10070262	25	13263000	315	617	0	13217708	337	315	13262822	315	634450	51	95600	1416173	854209	0	25	1193654	0	752346	good
10070266	14	17034000	1539	798	0	17031854	243	1539	17033644	1539	817529	29	128037	1050533	493381	0	14	1533028	0	362259	good
10070270	29	14443000	643	677	0	14442667	421	643	14385011	643	693248	59	128230	1561870	865122	0	29	1294651	0	736551	good
10070282	30	13653000	403	640	0	13653333	398	403	13297267	403	655360	60	256079	1675691	981874	0	30	1196754	0	740404	good
10070286	8	13035000	1530	611	0	13034667	108	1530	13001778	1530	625664	17	128067	564814	346644	0	8	1170160	0	216461	good
10070295	30	17951678	919	774	0	17922063	538	919	17951667	919	790363	60	86543	1575163	701956	859	30	10771	19478	611830	good
10070297	30	14114444	835	610	0	14114444	422	835	14081667	835	622447	60	87249	1265318	717176	879	30	8449	19932	627388	good
10070315	25	13796667	548	597	-21066	13725147	345	548	13796667	548	605279	50	83987	1232860	714874	-929	25	8278	-21066	626887	good
10070320	30	16417000	1031	768	0	16391667	164	1031	16416910	1031	786800	20	128006	792715	386289	0	10	1477522	0	255897	good
10070395	20	13415000	544	628	0	13397333	255	544	13436344	544	643072	38	128032	1477394	881040	0	19	1209271	0	745222	good
10070397	25	17075011	1538	738	-4512	17038934	427	1538	17075000	1538	751417	50	80412	1511011	707940	-199	25	10245	-4512	623788	bad
10070431	25	17955011	723	776	-13900	17888685	456	723	17955000	723	788891	51	86360	1653481	736721	-613	25	10773	-13900	646634	good
10070459	30	17037000	34	792	0	16897000	508	34	17036956	34	811056	60	96341	1814452	852005	0	30	1533326	0	746199	good
10070492	29	14251000	639	668	0	14250667	414	639	14165000	639	684032	58	128244	1534095	861185	0	29	1274850	0	734045	bad
10070495	24	12501000	632	586	0	12501333	299	632	12513989	632	600064	48	156000	1418093	907506	0	24	1126259	0	743238	bad
10070512	30	16256000	1005	762	0	16256000	486	1005	16266521	1005	780288	60	96258	1730603	851674	0	30	1463987	0	749606	bad
10070520	30	14988821	736	649	-11247	14988821	449	736	14981667	736	661007	60	87884	1324234	706784	-496	30	8989	-11247	615077	bad
10070541	30	13621678	644	591	-22902	13560771	409	644	13621667	644	598030	60	62586	1136797	667639	-1010	30	8173	-22902	600876	good
10070545	25	17984512	1305	776	0	17984512	449	1305	17956667	1305	793117	50	84610	1601288	712296	1565	25	10774	35488	625108	good
10070587	17	13888000	948	651	0	13888000	231	948	13956867	948	666624	33	96000	1474837	849560	0	17	1256118	0	743570	good
10070623	30	16320000	849	765	0	16360541	489	849	16286888	849	785306	60	127811	1808433	886486	0	30	1465820	0	756492	good
10070636	10	17028000	1418	798	0	17024000	170	1418	17076300	1418	817152	20	128194	817514	384079	0	10	1536867	0	252565	good
10070641	25	13003000	917	607	0	12954208	325	917	13002911	917	621802	50	95963	1373543	845062	0	25	1170262	0	742732	bad
10070646	17	13867000	1550	650	0	13866667	232	1550	13821133	1550	665600	34	256000	1733709	1000192	0	17	1243902	0	743220	good
10070655	25	17475011	1547	756	-7596	17407370	437	1547	17475000	1547	767665	50	85445	1543258	706498	-335	25	10485	-7596	617243	good
10070674	30	14891000	1119	698	0	14919896	408	1119	14849889	1119	716155	55	127881	1530163	822060	0	27	1336490	0	692490	good
10070701	17	16917000	1552	793	0	16917333	327	1552	16619755	1552	812032	39	122976	1808563	855264	0	20	1495778	0	741590	good
10070725	25	17795011	1547	768	-8277	17708549	445	1547	17795000	1547	780947	50	87864	1603066	720681	-365	25	10677	-8277	629214	good
10070745	30	15467000	902	725	0	15513167	462	902	15399622	902	744632	60	127677	1712967	885998	0	30	1385966	0	757626	bad
10070746	25	16764000	1020	783	0	16714896	419	1020	16763711	1020	802315	50	95937	1771836	845543	0	25	1508734	0	744678	bad
10070757	20	15104000	1523	708	0	15104000	302	1523	15099011	1523	724992	40	96288	1606028	850650	0	20	1358911	0	748879	good
10070770	30	16917000	535	793	0	16926104	472	535	16887767	535	812453	56	96241	1791002	846959	0	28	1519899	0	746841	good
10070794	5	17024000	1558	798	0	17024000	92	1558	17019822	1558	817152	11	128117	574135	269800	0	5	1531784	0	139358	good
10070809	30	17035000	838	794	0	16994417	510	838	17034878	838	815732	60	127639	1873345	879762	0	30	1533139	0	747160	bad
10070818	30	13721678	1552	595	-9773	13666780	412	1552	13721667	1552	602705	60	63160	1200878	700134	-431	30	8233	-9773	632837	good
10070851	25	13303333	1555	576	-2268	13279546	333	1555	13303333	1555	585628	50	88755	1219966	733630	-100	25	7982	-2268	640687	good
10070871	60	16619000	350	779	0	16655750	330	350	16514244	350	799476	40	127832	1304255	627838	0	20	1486282	0	499845	good
10070882	14	12634000	325	590	0	12586667	180	325	12652333	325	604160	28	128000	1384128	876446	0	14	1138710	0	740664	good
10070903	24	17401678	812	751	-14354	17307732	418	812	17401667	812	763271	48	62578	1481397	681036	-633	24	10441	-14354	615064	bad
10070914	60	14933000	903	700	0	14977521	298	903	14912867	903	718921	40	127742	1180126	632224	0	20	1342158	0	501700	good
10070947	30	16149000	738	757	0	16190062	484	738	16132144	738	777123	60	127774	1793735	888592	0	30	1451893	0	757739	bad
10070980	11	17026000	1552	798	0	17024000	189	1552	17094200	1552	817152	22	96187	1813189	851962	0	11	1538478	0	747707	good
10070989	30	15187959	1434	658	-21111	15187959	455	1434	15173333	1434	669789	60	63235	1306145	687989	-931	30	9104	-21111	621404	bad
10071036	5	16248999	1603	759	0	16192000	88	1603	16287678	1603	777216	11	128097	543931	267797	0	5	1465891	0	137404	bad
10071037	12	13589000	1615	637	0	13589333	167	1615	13411656	1615	652288	25	128246	753639	443675	0	12	1207049	0	316894	good
10071052	14	16875000	1653	791	0	16874667	114	1653	16825756	1653	809984	14	96335	1788847	848045	0	7	1514318	0	748769	bad
10071053	17	12736000	1214	597	0	12736000	211	1214	12653733	1214	611328	33	128315	874049	549025	0	17	1138836	0	420522	good
10071056	10	17024000	448	798	0	17028042	170	448	17008000	448	817346	20	128103	817952	384375	0	10	1530720	0	253926	good
10071073	25	17915011	1622	773	-11293	17868050	448	1622	17915000	1622	787981	50	80927	1553776	693843	-498	25	10749	-11293	609359	bad
10071076	29	17024000	1129	798	0	17024000	242	1129	16952456	1129	817152	29	128133	1046779	491907	0	14	1525721	0	362535	bad
10071084	25	13630000	1716	590	-7438	13622676	341	1716	13630000	1716	600760	50	63465	1167566	685291	-328	25	8178	-7438	617841	good
10071090	30	12843000	158	602	0	12842667	373	158	12464989	158	616448	60	256050	1577457	982609	0	30	1121849	0	743741	good
10071104	19	13106000	654	613	0	13077333	249	654	13127044	654	627712	38	96410	959397	585623	0	19	1181434	0	481972	bad
10071124	25	17876667	1304	771	0	17849660	447	1304	17876667	1304	787170	50	85147	1589588	711357	738	25	10726	16735	622689	good
10071130	30	15680000	130	735	0	15682979	436	130	15595833	130	752783	56	96335	1649041	841347	0	28	1403625	0	743465	bad
10071138	20	13568000	711	636	0	13576917	271	711	13396933	711	651692	40	127955	1074529	633566	0	20	1205724	0	508839	good
10071148	25	14507000	50	680	0	14506667	427	50	14492489	50	696320	59	128069	1606254	885781	0	29	1304324	0	752208	good
10071151	29	17080000	1608	794	0	16967021	244	1608	17080433	1608	814417	29	96162	1813090	849222	0	14	1537239	0	748552	good
10071156	90000	14272000	1615	669	0	14272000	281	1615	14255422	1615	685056	39	96000	1495969	838547	0	20	1282988	0	737271	bad
10071159	25	17045000	615	797	0	17142146	424	615	17044722	615	822823	50	95434	1810499	849750	0	25	1534025	0	748706	good
10071180	29	13547000	921	635	0	13561896	395	921	13496344	921	650971	59	128090	1469964	868067	0	29	1214671	0	739190	good
10071197	25	17776440	2148	768	0	17776440	444	2148	17756667	2148	783941	50	84899	1586101	713799	581	25	10654	13175	625922	good
10071202	25	15795011	1610	682	-6757	15756689	395	1610	15795000	1610	694870	50	84836	1384100	701031	-298	25	9477	-6757	612461	good
10071266	25	17955011	1615	776	-17256	17862109	449	1615	17955000	1615	787719	50	80632	1579195	703623	-761	25	10773	-17256	619302	bad
10071287	25	17995011	1632	779	-11088	17914717	450	1632	17995000	1632	790039	50	81294	1571256	698529	-489	25	10797	-11088	613397	good
10071315	30	17885011	1700	774	-22245	17833900	537	1700	17885000	1700	786475	60	63836	1532486	685483	-981	30	10731	-22245	617851	good
10071401	25	13678345	337	591	0	13655057	342	337	13678333	337	602188	50	88057	1235074	722352	76	25	8207	1723	630409	bad
10071416	30	17401361	813	752	0	17401361	521	813	17385000	813	767400	60	83690	1549088	712168	424	30	10431	9615	625260	good
10071443	60	13739000	625	644	0	13750021	274	625	13712256	625	660001	40	95921	1461907	851245	0	20	1234103	0	750408	good
10071471	25	17875011	1606	772	-3469	17782993	447	1606	17875000	1606	784230	50	79120	1568827	702131	-153	25	10725	-3469	619381	good
10071502	17	13355000	1303	626	0	13354771	221	1303	13291767	1303	641029	33	96409	998632	598207	0	17	1196259	0	497675	bad
10071521	30	17044000	242	795	0	16973354	505	242	17043500	242	814721	59	127980	1883079	883867	0	30	1533915	0	751169	good
10071546	30	13723000	834	641	0	13710417	412	834	13722611	834	658100	60	95754	1456525	849100	0	30	1235035	0	747076	bad
10071572	30	17024000	207	798	0	17055417	511	207	17018189	207	818660	60	127921	1892434	889301	0	30	1531637	0	758048	bad
10071590	25	17830454	1717	772	-2472	17830454	446	1717	17826667	1717	786323	50	63021	1504204	674892	-109	25	10696	-2472	608214	good
10071612	10	15125000	959	709	0	15125333	151	959	15204722	959	726016	20	96000	1586642	839215	0	10	1368425	0	733624	good
10071630	21	17024000	1640	798	0	17024000	121	1640	16952689	1640	817152	14	128115	667859	313843	0	7	1525742	0	184093	bad
10071631	25	15841000	556	740	0	15832312	395	556	15840556	556	759951	50	96098	1683537	850217	0	25	1425650	0	748729	good
10071651	30	16040000	310	747	0	15936000	479	310	16042366	310	764928	60	96325	1708292	852015	0	30	1443813	0	750748	bad
10071653	20	16640000	1653	780	0	16640000	244	1653	16663322	1653	798720	29	128000	1838962	884116	0	15	1499699	0	749608	bad
10071659	25	12310000	1357	531	0	12273243	308	1357	12310000	1357	541250	50	62499	1056144	686364	578	25	7386	13107	620014	bad
10071691	30	16427000	347	770	0	16658750	490	347	16379022	347	799620	60	119689	1797288	875284	0	30	1474112	0	751570	good
10071696	600	17937528	204	775	0	17937528	531	204	17930000	204	791045	59	88684	1586776	707689	517	30	10758	11723	615486	good
10071708	10	14592000	1644	684	0	14591938	142	1644	14193311	1644	700413	20	96384	1496618	820514	0	10	1277398	0	738373	bad
10071712	30	17985011	252	777	0	17982948	539	252	17985000	252	793048	60	85090	1578476	702129	472	30	10791	10703	613279	good
10071713	30	17951678	222	776	-4081	17944943	539	222	17951667	222	791372	60	80408	1584184	705977	-180	30	10771	-4081	621771	bad
10071718	17	12907000	1306	605	0	12911208	213	1306	12792867	1306	619738	33	128097	882788	547168	0	17	1151358	0	419711	good
10071720	30	17918345	448	775	-3583	17852562	538	448	17918333	448	787298	60	85168	1549198	691670	-158	30	10751	-3583	602636	bad
10071726	17	13942000	941	651	0	13933854	232	941	13941922	941	668825	33	127695	961164	551521	0	17	1254773	0	420240	bad
10071749	30	17024000	1833	798	0	17028979	170	1833	17015122	1833	817391	20	128069	816518	383702	0	10	1531361	0	253148	good
10071770	30	17013000	1644	793	0	16917479	253	1644	17025622	1644	812039	30	96228	1149287	540427	0	15	1532306	0	439326	good
10071786	25	13516667	1320	585	-1111	13466440	339	1320	13516667	1320	593870	50	87374	1226794	726092	-49	25	8110	-1111	634644	good
10071796	12	16960000	1655	795	0	16960000	216	1655	16937600	1655	814080	26	128152	959316	452507	0	13	1524384	0	322172	good
10071797	17	13163000	1658	617	0	13205083	219	1658	13148000	1658	633844	33	127867	914251	555649	0	17	1183320	0	424967	good
10071802	30	17024000	236	798	0	17029021	474	236	16995222	236	817393	56	96281	1791709	841968	0	28	1529570	0	741828	good
10071838	25	17155011	1023	742	-16599	17096508	429	1023	17155000	1023	753956	50	87676	1523114	710282	-732	25	10293	-16599	618780	good
10071876	25	16964000	1955	795	0	16970083	424	1955	16963922	1955	814564	50	95942	1794719	846365	0	25	1526753	0	745232	bad
10071882	25	17315011	221	749	-14671	17237732	433	221	17315000	221	760184	50	86098	1545658	714135	-647	25	10389	-14671	624218	bad
10071891	60	14414000	219	675	0	14431375	288	219	14413911	219	692706	40	127796	1142639	634182	0	20	1297252	0	503276	bad
10071892	10	17008000	1650	797	0	17002667	170	1650	17075611	1650	816128	20	96000	1805693	849338	0	10	1536805	0	745260	good
10071894	25	12876667	1700	557	-3265	12790907	322	1700	12876667	1700	564079	50	85310	1141643	709278	-144	25	7726	-3265	619933	good
10071925	28	17024000	644	798	0	17024000	240	644	17026178	644	817152	28	96269	1787528	840003	0	14	1532356	0	738555	good
10071936	30	17951678	449	776	-22200	17940476	539	449	17951667	449	791175	60	82401	1525754	679938	-979	30	10771	-22200	593722	good
10071964	25	13276667	1656	574	-20590	13248753	332	1656	13276667	1656	584270	50	86544	1164548	701711	-908	25	7966	-20590	611174	good
10071968	30	15339000	557	719	0	15338667	460	557	15371967	557	736256	60	96341	1624827	847422	0	30	1383477	0	743779	bad
10071980	25	15861678	601	686	-19841	15816145	397	601	15861667	601	697492	50	86507	1355732	683777	-875	25	9517	-19841	593401	bad
10071985	25	17635011	18	763	-16508	17607438	441	18	17635000	18	776488	50	83406	1572153	713196	-728	25	10581	-16508	625975	good
10071989	24	13321678	1655	578	-8730	13249864	320	1655	13321667	1655	584319	48	63603	1150074	690648	-385	24	7993	-8730	623085	good
10071998	25	15678345	419	678	-1905	15671542	392	419	15678333	419	691115	50	88893	1400785	714761	-84	25	9407	-1905	622017	good
10072037	90000	17069000	714	797	0	17005146	229	714	17069400	714	816247	27	96087	1817851	852001	0	13	1536246	0	751127	good
10072069	17	15168000	718	711	0	15178250	252	718	15133111	718	728556	33	128008	1046863	552142	0	17	1361980	0	422046	bad
10072071	8	13525000	951	634	0	13525333	108	951	12993289	951	649216	17	128131	566093	334842	0	8	1169396	0	212193	bad
10072089	16	16498999	1703	771	0	16459458	134	1703	16498643	1703	790054	16	128009	695423	337195	0	8	1484878	0	207045	good
10072102	30	13937000	1705	652	0	13916854	419	1705	13936333	1705	668009	60	96232	1471511	844664	0	30	1254270	0	742327	good
10072109	20	13525000	508	634	0	13525333	270	508	13523778	508	649216	40	96097	1429676	845649	0	20	1217140	0	743145	bad
10072111	17	17071000	1219	795	0	16983604	282	1219	17070478	1219	815213	33	96179	1804120	845466	0	17	1536343	0	744674	good
10072121	30	13277000	1714	618	0	13184000	398	1714	13288956	1714	632832	60	96379	1415732	853043	0	30	1196006	0	750072	good
10072133	90000	16726000	1141	784	0	16725333	281	1141	16751100	1141	802816	34	256016	1422377	680319	0	17	1507599	0	420089	bad
10072146	25	17915011	1709	776	-19932	17905873	448	1709	17915000	1709	789649	50	81094	1583227	706994	-879	25	10749	-19932	622023	good
10072182	30	16853000	411	790	0	16855167	471	411	16795044	411	809048	56	96322	1774566	842373	0	28	1511554	0	743460	good
10072196	25	16355011	1714	706	-11134	16312494	409	1714	16355000	1714	719381	50	85442	1456480	712432	-491	25	9813	-11134	623321	good
10072199	25	17835011	308	771	-14739	17748503	446	308	17835000	308	782709	50	87517	1556981	698393	-650	25	10701	-14739	607129	good
10072251	30	17899728	44	774	-2857	17899728	458	44	17896667	44	789378	51	85621	1564077	699039	-126	26	10738	-2857	609699	good
10072294	25	17875011	307	773	-15782	17793923	447	307	17875000	307	784712	50	82964	1551247	694263	-696	25	10725	-15782	607548	good
10072358	25	17035011	1729	736	-15306	16958481	426	1729	17035000	1729	747869	50	86797	1501220	705004	-675	25	10221	-15306	614477	bad
10072376	20	13675000	724	641	0	13700188	271	724	13596822	724	657609	40	127941	1074689	628702	0	20	1223714	0	500222	bad
10072382	30	13219000	525	619	0	13214562	396	525	13218667	525	634299	60	95932	1422610	860948	0	30	1189680	0	758520	good
10072426	60	13862000	416	649	0	13864437	277	416	13862078	416	665493	40	127907	1526752	881114	0	20	1247587	0	746702	good
10072474	90000	15317000	746	718	0	15326375	218	746	15267200	746	735666	29	128182	938872	490368	0	14	1374048	0	360443	good
10072501	30	12477000	625	583	0	12440792	372	625	12476789	625	597158	60	156001	1416445	908195	0	30	1122911	0	745153	bad
10072533	60	14891000	1014	698	0	14905208	297	1014	14862656	1014	715450	40	127993	1176275	631938	0	20	1337639	0	501693	bad
10072544	10	16716999	1735	783	0	16713249	167	1735	16716822	1735	802236	20	128037	805654	385549	0	10	1504514	0	255077	bad
10072545	30	13867000	329	650	0	13866667	415	329	13835267	329	665600	60	128009	1513794	873321	0	30	1245174	0	740462	good
10072611	25	18008685	720	778	0	18008685	450	720	17996667	720	794183	50	86433	1584913	704066	583	25	10798	13220	614385	bad
10072624	30	15595000	223	731	0	15600333	466	223	15519489	223	748816	60	128128	1720717	882701	0	30	1396754	0	754824	good
10072660	20	13978000	1345	652	0	13909333	334	1345	13987922	1345	667648	48	96020	1484631	849695	0	24	1258913	0	747354	good
10072681	25	16755011	1754	725	-18571	16699796	419	1754	16754999	1754	736461	50	86759	1489369	711127	-819	25	10053	-18571	620495	good
10072708	30	17048000	505	784	0	17025813	508	505	17047511	505	817239	60	251623	2140207	1004320	0	30	1534276	0	748078	good
10072732	8	17024000	1053	798	0	17024000	140	1053	16843167	1053	817152	17	128126	731560	343778	0	8	1515885	0	211241	bad
10072735	25	12842000	1317	598	0	12757333	160	1317	12900422	1317	612352	25	96000	1363013	849097	0	12	1161038	0	743531	good
10072739	20	14827000	15	695	0	14826667	295	15	14836778	15	711680	40	96303	1572102	848237	0	20	1335310	0	745607	good
10072755	24	17268345	1756	746	-14989	17190998	422	1756	17268333	1756	758123	49	62743	1475165	683407	-661	24	10361	-14989	617138	good
10072766	60	16960000	1548	795	0	16980979	337	1548	16864489	1548	815087	40	128017	1339407	631795	0	20	1517804	0	503452	good
10072767	25	17355011	1740	750	-2040	17340068	434	1740	17355000	1740	764697	50	85881	1526492	703654	-90	25	10413	-2040	614032	bad
10072776	30	16754000	345	783	0	16738541	503	345	16753778	345	803450	60	95802	1775645	847866	0	30	1507840	0	746938	bad
10072819	25	17048000	756	795	0	17027437	473	756	17047544	756	817317	55	254995	2142639	1005461	0	28	1534279	0	746115	good
10072825	30	17024000	1537	798	0	17053583	509	1537	16990956	1537	818572	60	127897	1871950	879675	0	30	1529186	0	749560	good
10072842	30	14188345	446	614	-11769	14152381	426	446	14188333	446	624120	60	82738	1246281	702706	-519	30	8513	-11769	615877	good
10072847	24	17951678	1813	775	0	17938549	431	1813	17951667	1813	791090	48	65025	1547555	689653	562	24	10771	12744	621233	good
10072872	30	13440000	1803	630	0	13440000	401	1803	13341867	1803	645120	60	256050	1683750	1002232	0	30	1200768	0	746877	good
10072886	25	17675011	1808	765	-23175	17647188	442	1808	17675000	1808	778241	50	83209	1556745	704608	-1022	25	10605	-23175	617557	good
10072906	10	17024000	612	798	0	17044500	170	612	17010644	612	818136	20	127866	817792	384300	0	10	1530958	0	253946	good
10072907	30	15188000	654	708	0	15134958	456	654	15187933	654	726478	60	95813	1620238	853430	0	30	1366914	0	752191	bad
10072915	24	14249433	709	616	0	14249433	342	709	14246667	709	628400	48	84793	1291628	725153	688	24	8548	15601	636769	good
10072932	25	17606893	1835	762	-17029	17606893	440	1835	17596667	1835	776464	50	87085	1547892	703311	-751	25	10558	-17029	612741	good
10072958	25	17826667	1807	771	-12404	17820499	446	1807	17826667	1807	785884	50	63284	1524775	684267	-547	25	10696	-12404	617260	good
